item_id,item_type,severity,status,reason,affected_rfc_ids,affected_fields,affected_signal_ids,trace_ids,suggested_action,verification_status,verification_explanation,evidence
rev_0001,non_queryable_indicator,high,unresolved,"Indicator rfc8624_validator_algorithm_support (optional, weight 6.0) of RFC 8624 cannot be evaluated at all: field(s) `validator_algorithm_support` are absent from the OpenINTEL analysis dictionary, so no observation can ever match it. Indicator rfc8624_validator_algorithm_support is non-queryable: the field carrying its discriminating value, validator_algorithm_support, is absent from the OpenINTEL dictionary, and the only field that remains, rr_type (string), merely scopes which records are considered and is not used by any other RFC 8624 indicator, so nothing testable is left to attribute an observation to RFC 8624.",RFC 8624,validator_algorithm_support,,,"Add `validator_algorithm_support` to the OpenINTEL analysis dictionary with an openintel_native_fields mapping to the real Parquet column(s) that carry it, or rewrite indicator rfc8624_validator_algorithm_support to rely only on fields the corpus exports (algorithm, digest_type, domain, flags, key_tag, measurement_id, rr_type, source, timestamp, zone). Until then RFC 8624 scores are systematically 6.0 lower than the checklist intends.",,,"{""condition_checks"": [{""available_from"": """", ""expected"": ""ECDSAP256SHA256"", ""explanation"": ""Condition `validator_algorithm_support contains ECDSAP256SHA256` of RFC 8624 cannot be evaluated because the OpenINTEL dictionary defines no field named validator_algorithm_support; at match time the condition is recorded with field_present=False, fails, and validator_algorithm_support is reported in the match's missing_fields. No similarly named field exists in the dictionary either."", ""field"": ""validator_algorithm_support"", ""field_exists"": false, ""field_type"": null, ""op"": ""contains"", ""type_compatible"": true}, {""available_from"": ""2010-01-01T00:00:00"", ""expected"": [""DNSKEY"", ""RRSIG""], ""explanation"": ""Condition `rr_type in [DNSKEY, RRSIG]` of RFC 8624 can be evaluated because the OpenINTEL dictionary defines the field rr_type with type string."", ""field"": ""rr_type"", ""field_exists"": true, ""field_type"": ""string"", ""op"": ""in"", ""type_compatible"": true}], ""dictionary_fields_available"": [""algorithm"", ""digest_type"", ""domain"", ""flags"", ""key_tag"", ""measurement_id"", ""rr_type"", ""source"", ""timestamp"", ""zone""], ""indicator_description"": ""Validating resolver implements the RFC 8624 mandatory-to-implement validation algorithm set."", ""indicator_id"": ""rfc8624_validator_algorithm_support"", ""missing_fields"": [""validator_algorithm_support""], ""present_fields"": [""rr_type""], ""queryability"": ""non_queryable"", ""required"": false, ""rfc_id"": ""RFC 8624"", ""rfc_publication_date"": ""2019-06-01T00:00:00"", ""rfc_title"": ""Algorithm Implementation Requirements and Usage Guidance for DNSSEC"", ""schema_reasoning"": ""Indicator rfc8624_validator_algorithm_support is non-queryable: the field carrying its discriminating value, validator_algorithm_support, is absent from the OpenINTEL dictionary, and the only field that remains, rr_type (string), merely scopes which records are considered and is not used by any other RFC 8624 indicator, so nothing testable is left to attribute an observation to RFC 8624."", ""schema_warnings"": [], ""weight"": 6.0}"
rev_0002,partial_match,high,unresolved,"RFC 8078 matched partially on 4 observation(s): no indicator matched outright and required indicator(s) rfc8078_cds_cdnskey_algorithm_zero did not, capping the score at 0.0. Field(s) `algorithm`, `digest_type` were absent from the observation(s), so the pipeline cannot distinguish non-adoption from missing data.",RFC 8078,algorithm; digest_type,sig_0051; sig_0056; sig_0062; sig_0068,trace_sig_0051_rfc8078; trace_sig_0056_rfc8078; trace_sig_0062_rfc8078; trace_sig_0068_rfc8078,"Confirm the Parquet reader resolves the missing field(s) for these rows (`algorithm` is derived from the OpenINTEL column(s) dnskey_algorithm, ds_algorithm, rrsig_algorithm, cds_algorithm, cdnskey_algorithm, nsec3_hash_algorithm, nsec3param_hash_algorithm; `digest_type` is derived from the OpenINTEL column(s) ds_digest_type, cds_digest_type). If the column really is empty for this measurement generation, record RFC 8078 as unevaluable for signal(s) sig_0051, sig_0056, sig_0062, sig_0068 rather than unmatched - a partial match here is a measurement gap, not a negative result. If the data is there, the reader's alias resolution is dropping it. Treat this as high priority: RFC 8078 has very_high specificity, so its indicators are uniquely attributable and a near miss is likely a strong result being lost.",needs_manual_review,"Manual review required: signal sig_0068 matched 0 indicator(s) of RFC 8078 (none) but required indicator(s) rfc8078_cds_cdnskey_algorithm_zero did not match, scoring 0.0. Field(s) algorithm, digest_type were absent from the observation, so the pipeline cannot distinguish non-adoption from missing data.","{""affected_signal_id_count"": 4, ""affected_signal_ids_truncated"": false, ""best_score"": 0.0, ""domains"": [""dnssec-demo.org"", ""example.com"", ""example.nl"", ""keyroll.nu""], ""earliest_observation"": ""2019-04-12T04:22:56"", ""failed_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""latest_observation"": ""2020-11-30T05:42:21"", ""listed_signal_ids"": [""sig_0051"", ""sig_0056"", ""sig_0062"", ""sig_0068""], ""matched_indicator_ids"": [], ""missing_field_native_columns"": {""algorithm"": [""dnskey_algorithm"", ""ds_algorithm"", ""rrsig_algorithm"", ""cds_algorithm"", ""cdnskey_algorithm"", ""nsec3_hash_algorithm"", ""nsec3param_hash_algorithm""], ""digest_type"": [""ds_digest_type"", ""cds_digest_type""]}, ""missing_fields"": [""algorithm"", ""digest_type""], ""observation_count"": 4, ""representative_signal_id"": ""sig_0068"", ""representative_trace_id"": ""trace_sig_0068_rfc8078"", ""rfc_id"": ""RFC 8078"", ""rfc_specificity"": ""very_high"", ""rfc_title"": ""Managing DS Records from the Parent via CDS/CDNSKEY"", ""unmatched_required_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero""], ""zones"": [""com"", ""nl"", ""nu"", ""org""]}"
rev_0003,timestamp_invalid_match,high,unresolved,"42 observation(s) matched RFC 8624 indicator(s) rfc8624_avoids_deprecated_algorithm, rfc8624_recommended_signing_algorithm but were recorded before RFC 8624 was published on 2019-06-01T00:00:00; the earliest, sig_0002 at 2011-02-15T03:43:30, is 3027 day(s) early. A combined score of 30.375 was forfeited, so these observations currently count as evidence for nothing.",RFC 4033; RFC 4509; RFC 6605; RFC 7344; RFC 8078; RFC 8080; RFC 8624,algorithm,sig_0002; sig_0004; sig_0005; sig_0006; sig_0008; sig_0009; sig_0011; sig_0012; sig_0013; sig_0014; sig_0015; sig_0016; sig_0017; sig_0018; sig_0020; sig_0021; sig_0023; sig_0024; sig_0025; sig_0026,trace_sig_0002_rfc8624; trace_sig_0004_rfc8624; trace_sig_0005_rfc8624; trace_sig_0006_rfc8624; trace_sig_0008_rfc8624; trace_sig_0009_rfc8624; trace_sig_0011_rfc8624; trace_sig_0012_rfc8624; trace_sig_0013_rfc8624; trace_sig_0014_rfc8624; trace_sig_0015_rfc8624; trace_sig_0016_rfc8624; trace_sig_0017_rfc8624; trace_sig_0018_rfc8624; trace_sig_0020_rfc8624; trace_sig_0021_rfc8624; trace_sig_0023_rfc8624; trace_sig_0024_rfc8624; trace_sig_0025_rfc8624; trace_sig_0026_rfc8624,"Verify the RFC 8624 publication_date 2019-06-01T00:00:00 in the checklist against the RFC Editor record, then verify that the observation timestamps (earliest 2011-02-15T03:43:30) are real measurement times rather than partition dates or epoch-unit errors. If both are correct, these records genuinely predate RFC 8624. The same signal(s) already produced a valid match for RFC 4033, RFC 4509, RFC 6605, RFC 7344, RFC 8078, RFC 8080, which is where this evidence belongs.",rejected,"Rejected: signal sig_0050 was observed on 2019-03-25T01:41:39, which is 68 day(s) before RFC 8624 was published on 2019-06-01T00:00:00, so the observation cannot be evidence of a mechanism that did not yet exist, forfeiting the score of 3.375 the indicators would otherwise have earned; the matched indicator(s) rfc8624_avoids_deprecated_algorithm, rfc8624_recommended_signing_algorithm should be attributed to an earlier RFC instead.","{""affected_signal_id_count"": 42, ""affected_signal_ids_truncated"": true, ""alternative_valid_rfc_ids"": [""RFC 4033"", ""RFC 4509"", ""RFC 6605"", ""RFC 7344"", ""RFC 8078"", ""RFC 8080""], ""earliest_observation"": ""2011-02-15T03:43:30"", ""forfeited_score_total"": 30.375, ""latest_observation"": ""2019-05-07T01:34:17"", ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm"", ""rfc8624_recommended_signing_algorithm""], ""max_days_before_publication"": 3027, ""max_forfeited_score"": 3.375, ""observations"": [{""days_before_publication"": 3027, ""domain"": ""legacy-sha1.com"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2011-02-15T03:43:30"", ""signal_id"": ""sig_0002"", ""trace_id"": ""trace_sig_0002_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 2929, ""domain"": ""example.com"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2011-05-24T01:47:52"", ""signal_id"": ""sig_0004"", ""trace_id"": ""trace_sig_0004_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 2670, ""domain"": ""example.com"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2012-02-07T03:31:12"", ""signal_id"": ""sig_0005"", ""trace_id"": ""trace_sig_0005_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 2634, ""domain"": ""example.com"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2012-03-14T02:49:20"", ""signal_id"": ""sig_0006"", ""trace_id"": ""trace_sig_0006_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 2474, ""domain"": ""legacy-sha1.com"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2012-08-21T05:07:43"", ""signal_id"": ""sig_0008"", ""trace_id"": ""trace_sig_0008_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 2362, ""domain"": ""example.org"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2012-12-11T01:11:09"", ""signal_id"": ""sig_0009"", ""trace_id"": ""trace_sig_0009_rfc8624"", ""zone"": ""org""}, {""days_before_publication"": 2164, ""domain"": ""example.net"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2013-06-27T05:25:22"", ""signal_id"": ""sig_0011"", ""trace_id"": ""trace_sig_0011_rfc8624"", ""zone"": ""net""}, {""days_before_publication"": 2159, ""domain"": ""ecdsa-demo.com"", ""forfeited_score"": 3.375, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm"", ""rfc8624_recommended_signing_algorithm""], ""observation_timestamp"": ""2013-07-02T04:40:21"", ""signal_id"": ""sig_0012"", ""trace_id"": ""trace_sig_0012_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 2096, ""domain"": ""example.nl"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2013-09-03T02:47:48"", ""signal_id"": ""sig_0013"", ""trace_id"": ""trace_sig_0013_rfc8624"", ""zone"": ""nl""}, {""days_before_publication"": 2033, ""domain"": ""example.net"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2013-11-05T02:08:51"", ""signal_id"": ""sig_0014"", ""trace_id"": ""trace_sig_0014_rfc8624"", ""zone"": ""net""}, {""days_before_publication"": 1968, ""domain"": ""dnssec-demo.nl"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2014-01-09T05:43:02"", ""signal_id"": ""sig_0015"", ""trace_id"": ""trace_sig_0015_rfc8624"", ""zone"": ""nl""}, {""days_before_publication"": 1870, ""domain"": ""example.org"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2014-04-17T05:34:29"", ""signal_id"": ""sig_0016"", ""trace_id"": ""trace_sig_0016_rfc8624"", ""zone"": ""org""}, {""days_before_publication"": 1838, ""domain"": ""ecdsa-demo.com"", ""forfeited_score"": 3.375, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm"", ""rfc8624_recommended_signing_algorithm""], ""observation_timestamp"": ""2014-05-19T01:01:22"", ""signal_id"": ""sig_0017"", ""trace_id"": ""trace_sig_0017_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 1810, ""domain"": ""signed-example.se"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2014-06-16T01:47:01"", ""signal_id"": ""sig_0018"", ""trace_id"": ""trace_sig_0018_rfc8624"", ""zone"": ""se""}, {""days_before_publication"": 1514, ""domain"": ""example.com"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2015-04-08T00:49:32"", ""signal_id"": ""sig_0020"", ""trace_id"": ""trace_sig_0020_rfc8624"", ""zone"": ""com""}, {""days_before_publication"": 1500, ""domain"": ""signed-example.se"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2015-04-22T04:34:59"", ""signal_id"": ""sig_0021"", ""trace_id"": ""trace_sig_0021_rfc8624"", ""zone"": ""se""}, {""days_before_publication"": 1373, ""domain"": ""example.nl"", ""forfeited_score"": 3.375, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm"", ""rfc8624_recommended_signing_algorithm""], ""observation_timestamp"": ""2015-08-27T05:52:06"", ""signal_id"": ""sig_0023"", ""trace_id"": ""trace_sig_0023_rfc8624"", ""zone"": ""nl""}, {""days_before_publication"": 1347, ""domain"": ""delete-signal.nl"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2015-09-22T05:06:26"", ""signal_id"": ""sig_0024"", ""trace_id"": ""trace_sig_0024_rfc8624"", ""zone"": ""nl""}, {""days_before_publication"": 1284, ""domain"": ""example.net"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2015-11-24T01:12:20"", ""signal_id"": ""sig_0025"", ""trace_id"": ""trace_sig_0025_rfc8624"", ""zone"": ""net""}, {""days_before_publication"": 1232, ""domain"": ""dnssec-demo.org"", ""forfeited_score"": 0.0, ""matched_fields"": [""algorithm""], ""matched_indicator_ids"": [""rfc8624_avoids_deprecated_algorithm""], ""observation_timestamp"": ""2016-01-15T04:12:13"", ""signal_id"": ""sig_0026"", ""trace_id"": ""trace_sig_0026_rfc8624"", ""zone"": ""org""}], ""rfc_id"": ""RFC 8624"", ""rfc_publication_date"": ""2019-06-01T00:00:00"", ""rfc_title"": ""Algorithm Implementation Requirements and Usage Guidance for DNSSEC""}"
rev_0004,timestamp_invalid_match,high,unresolved,"5 observation(s) matched RFC 8078 indicator(s) rfc8078_cds_cdnskey_algorithm_zero, rfc8078_delete_signal_digest_zero but were recorded before RFC 8078 was published on 2017-03-01T00:00:00; the earliest, sig_0020 at 2015-04-08T00:49:32, is 692 day(s) early. A combined score of 86.25 was forfeited, so these observations currently count as evidence for nothing.",RFC 7344; RFC 8078,algorithm; digest_type; rr_type,sig_0020; sig_0024; sig_0026; sig_0029; sig_0032,trace_sig_0020_rfc8078; trace_sig_0024_rfc8078; trace_sig_0026_rfc8078; trace_sig_0029_rfc8078; trace_sig_0032_rfc8078,"Verify the RFC 8078 publication_date 2017-03-01T00:00:00 in the checklist against the RFC Editor record, then verify that the observation timestamps (earliest 2015-04-08T00:49:32) are real measurement times rather than partition dates or epoch-unit errors. If both are correct, these records genuinely predate RFC 8078. The same signal(s) already produced a valid match for RFC 7344, which is where this evidence belongs.",rejected,"Rejected: signal sig_0032 was observed on 2016-11-02T04:18:00, which is 119 day(s) before RFC 8078 was published on 2017-03-01T00:00:00, so the observation cannot be evidence of a mechanism that did not yet exist, forfeiting the score of 17.25 the indicators would otherwise have earned; the matched indicator(s) rfc8078_cds_cdnskey_algorithm_zero, rfc8078_delete_signal_digest_zero should be attributed to an earlier RFC instead.","{""affected_signal_id_count"": 5, ""affected_signal_ids_truncated"": false, ""alternative_valid_rfc_ids"": [""RFC 7344""], ""earliest_observation"": ""2015-04-08T00:49:32"", ""forfeited_score_total"": 86.25, ""latest_observation"": ""2016-11-02T04:18:00"", ""matched_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""max_days_before_publication"": 692, ""max_forfeited_score"": 17.25, ""observations"": [{""days_before_publication"": 692, ""domain"": ""example.com"", ""forfeited_score"": 17.25, ""matched_fields"": [""algorithm"", ""digest_type"", ""rr_type""], ""matched_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""observation_timestamp"": ""2015-04-08T00:49:32"", ""signal_id"": ""sig_0020"", ""trace_id"": ""trace_sig_0020_rfc8078"", ""zone"": ""com""}, {""days_before_publication"": 525, ""domain"": ""delete-signal.nl"", ""forfeited_score"": 17.25, ""matched_fields"": [""algorithm"", ""digest_type"", ""rr_type""], ""matched_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""observation_timestamp"": ""2015-09-22T05:06:26"", ""signal_id"": ""sig_0024"", ""trace_id"": ""trace_sig_0024_rfc8078"", ""zone"": ""nl""}, {""days_before_publication"": 410, ""domain"": ""dnssec-demo.org"", ""forfeited_score"": 17.25, ""matched_fields"": [""algorithm"", ""digest_type"", ""rr_type""], ""matched_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""observation_timestamp"": ""2016-01-15T04:12:13"", ""signal_id"": ""sig_0026"", ""trace_id"": ""trace_sig_0026_rfc8078"", ""zone"": ""org""}, {""days_before_publication"": 274, ""domain"": ""example.nl"", ""forfeited_score"": 17.25, ""matched_fields"": [""algorithm"", ""digest_type"", ""rr_type""], ""matched_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""observation_timestamp"": ""2016-05-30T02:02:59"", ""signal_id"": ""sig_0029"", ""trace_id"": ""trace_sig_0029_rfc8078"", ""zone"": ""nl""}, {""days_before_publication"": 118, ""domain"": ""keyroll.nu"", ""forfeited_score"": 17.25, ""matched_fields"": [""algorithm"", ""digest_type"", ""rr_type""], ""matched_indicator_ids"": [""rfc8078_cds_cdnskey_algorithm_zero"", ""rfc8078_delete_signal_digest_zero""], ""observation_timestamp"": ""2016-11-02T04:18:00"", ""signal_id"": ""sig_0032"", ""trace_id"": ""trace_sig_0032_rfc8078"", ""zone"": ""nu""}], ""rfc_id"": ""RFC 8078"", ""rfc_publication_date"": ""2017-03-01T00:00:00"", ""rfc_title"": ""Managing DS Records from the Parent via CDS/CDNSKEY""}"
rev_0005,ambiguous_indicator,medium,unresolved,"Indicator rfc8624_avoids_deprecated_algorithm of RFC 8624 is ambiguous (Zone avoids algorithms RFC 8624 marks MUST NOT / NOT RECOMMENDED for signing (1 RSAMD5, 3 DSA, 6 DSA-NSEC3-SHA1, 12 GOST)): the same observation is equally well explained by another RFC, so a match here is an inference about the operator, not proof of adoption. It drove 50 match(es) in this run. Indicator rfc8624_avoids_deprecated_algorithm is ambiguous: every field it references exists in the OpenINTEL dictionary (algorithm (integer)), so it can be evaluated, but the checklist marks it ambiguous because the same observation is equally well explained by other RFCs, so a match is not uniquely attributable to RFC 8624.",RFC 6605; RFC 8080; RFC 8624,algorithm,sig_0002; sig_0004; sig_0005; sig_0006; sig_0008; sig_0009; sig_0011; sig_0013; sig_0014; sig_0015; sig_0016; sig_0018; sig_0020; sig_0021; sig_0024; sig_0025; sig_0026; sig_0028; sig_0029; sig_0030,trace_sig_0002_rfc8624; trace_sig_0004_rfc8624; trace_sig_0005_rfc8624; trace_sig_0006_rfc8624; trace_sig_0008_rfc8624; trace_sig_0009_rfc8624; trace_sig_0011_rfc8624; trace_sig_0013_rfc8624; trace_sig_0014_rfc8624; trace_sig_0015_rfc8624; trace_sig_0016_rfc8624; trace_sig_0018_rfc8624; trace_sig_0020_rfc8624; trace_sig_0021_rfc8624; trace_sig_0024_rfc8624; trace_sig_0025_rfc8624; trace_sig_0026_rfc8624; trace_sig_0028_rfc8624; trace_sig_0029_rfc8624; trace_sig_0030_rfc8624,"Decide attribution by hand for signal(s) sig_0002, sig_0004, sig_0005, sig_0006, sig_0008, sig_0009, sig_0011, sig_0013, sig_0014, sig_0015, sig_0016, sig_0018, sig_0020, sig_0021, sig_0024, sig_0025, sig_0026, sig_0028, sig_0029, sig_0030 (+30 more): the observation is also consistent with the competing explanation(s) RFC 6605, RFC 8080. Either add a condition to rfc8624_avoids_deprecated_algorithm that only RFC 8624 can explain, or keep 'ambiguous' out of build_timeline's include_decisions so these observations are excluded from RFC 8624's adoption counts instead of inflating them.",,,"{""affected_signal_ids_truncated"": true, ""checklist_notes"": ""Absence of evidence over a single record cannot establish a zone-wide policy."", ""example_scores"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""indicator_description"": ""Zone avoids algorithms RFC 8624 marks MUST NOT / NOT RECOMMENDED for signing (1 RSAMD5, 3 DSA, 6 DSA-NSEC3-SHA1, 12 GOST)."", ""indicator_id"": ""rfc8624_avoids_deprecated_algorithm"", ""indicator_required"": false, ""indicator_weight"": 3.0, ""match_count"": 50, ""related_rfc_ids"": [""RFC 6605"", ""RFC 8080""], ""rfc_id"": ""RFC 8624"", ""schema_queryability_reasoning"": ""Indicator rfc8624_avoids_deprecated_algorithm is ambiguous: every field it references exists in the OpenINTEL dictionary (algorithm (integer)), so it can be evaluated, but the checklist marks it ambiguous because the same observation is equally well explained by other RFCs, so a match is not uniquely attributable to RFC 8624.""}"
rev_0006,ambiguous_indicator,medium,unresolved,"Indicator rfc8624_recommended_signing_algorithm of RFC 8624 is ambiguous (Zone signs with an algorithm RFC 8624 marks RECOMMENDED (13 ECDSAP256SHA256, 15 Ed25519)): the same observation is equally well explained by another RFC, so a match here is an inference about the operator, not proof of adoption. It drove 4 match(es) in this run. Indicator rfc8624_recommended_signing_algorithm is ambiguous: every field it references exists in the OpenINTEL dictionary (algorithm (integer)), so it can be evaluated, but the checklist marks it ambiguous because the same observation is equally well explained by other RFCs, so a match is not uniquely attributable to RFC 8624.",RFC 6605; RFC 8080; RFC 8624,algorithm,sig_0059; sig_0060; sig_0064; sig_0069,trace_sig_0059_rfc8624; trace_sig_0060_rfc8624; trace_sig_0064_rfc8624; trace_sig_0069_rfc8624,"Decide attribution by hand for signal(s) sig_0059, sig_0060, sig_0064, sig_0069: the observation is also consistent with the competing explanation(s) RFC 6605, RFC 8080. Either add a condition to rfc8624_recommended_signing_algorithm that only RFC 8624 can explain, or keep 'ambiguous' out of build_timeline's include_decisions so these observations are excluded from RFC 8624's adoption counts instead of inflating them.",,,"{""affected_signal_ids_truncated"": false, ""checklist_notes"": ""AMBIGUOUS BY CONSTRUCTION: the same observation is equally explained by RFC 6605 / RFC 8080 registrations."", ""example_scores"": [3.375, 3.375, 3.375, 3.375], ""indicator_description"": ""Zone signs with an algorithm RFC 8624 marks RECOMMENDED (13 ECDSAP256SHA256, 15 Ed25519)."", ""indicator_id"": ""rfc8624_recommended_signing_algorithm"", ""indicator_required"": true, ""indicator_weight"": 5.0, ""match_count"": 4, ""related_rfc_ids"": [""RFC 6605"", ""RFC 8080""], ""rfc_id"": ""RFC 8624"", ""schema_queryability_reasoning"": ""Indicator rfc8624_recommended_signing_algorithm is ambiguous: every field it references exists in the OpenINTEL dictionary (algorithm (integer)), so it can be evaluated, but the checklist marks it ambiguous because the same observation is equally well explained by other RFCs, so a match is not uniquely attributable to RFC 8624.""}"
rev_0007,close_ranking,medium,unresolved,"RFC 4033 (score 3.75) and RFC 8624 (score 3.375) differ by 10.0%, inside the 15.0% tolerance for declaring a winner, so the top-ranked RFC for these observations is not separable on score alone. They share no matched indicators at all, so the near-tie comes from the weights and specificity multipliers rather than from common evidence.",RFC 4033; RFC 8624,algorithm; rr_type,sig_0001; sig_0002; sig_0003; sig_0004; sig_0005; sig_0006; sig_0008,trace_sig_0001_rfc4033; trace_sig_0002_rfc4033; trace_sig_0002_rfc8624; trace_sig_0003_rfc4033; trace_sig_0004_rfc4033; trace_sig_0004_rfc8624; trace_sig_0005_rfc4033; trace_sig_0005_rfc8624; trace_sig_0006_rfc8624; trace_sig_0008_rfc8624,"Do not report RFC 4033 as the single best match. Compare the distinguishing indicators (only RFC 4033: rfc4033_base_dnssec_record_present, rfc4033_dnssec_algorithm_present; only RFC 8624: rfc8624_avoids_deprecated_algorithm, rfc8624_recommended_signing_algorithm) against signal(s) sig_0001, sig_0002, sig_0003, sig_0004, sig_0005, sig_0006, sig_0008, and confirm the fields those indicators read were actually populated - an unpopulated field is what usually collapses the gap between two RFCs. Then either add a discriminating condition to the checklist, or report both candidates with their scores and let the reader see the ambiguity.",,,"{""derived_locally"": false, ""indicators_only_in_a"": [""rfc4033_base_dnssec_record_present"", ""rfc4033_dnssec_algorithm_present""], ""indicators_only_in_b"": [""rfc8624_avoids_deprecated_algorithm"", ""rfc8624_recommended_signing_algorithm""], ""relative_difference"": 0.1, ""rfc_a"": ""RFC 4033"", ""rfc_b"": ""RFC 8624"", ""score_a"": 3.75, ""score_b"": 3.375, ""shared_indicators"": [], ""specificity_a"": ""low"", ""specificity_b"": ""low"", ""supporting_signal_count_a"": 42, ""supporting_signal_count_b"": 4, ""tolerance"": 0.15}"
