source,basis,month,dimension,value,records,domain_days,domains_peak,measured_days
li,zonefile,2023-12,rrsig_type_covered,DNAME,120,90,3,30
li,zonefile,2023-12,rrsig_type_covered,DNSKEY,798103,671268,22030,31
li,zonefile,2023-12,rrsig_type_covered,DS,649358,649358,21314,31
li,zonefile,2023-12,rrsig_type_covered,MX,469959,468027,15433,31
li,zonefile,2023-12,rrsig_type_covered,NS,673879,671067,22021,31
li,zonefile,2023-12,rrsig_type_covered,NSEC,376863,374531,12303,31
li,zonefile,2023-12,rrsig_type_covered,NSEC3,741645,296307,9741,31
li,zonefile,2023-12,rrsig_type_covered,NSEC3PARAM,297919,295548,9711,31
li,zonefile,2023-12,rrsig_type_covered,SOA,1344459,1338084,43915,31
li,zonefile,2023-12,rrsig_type_covered,TXT,482294,479968,15836,31
li,zonefile,2023-12,rrsig_type_covered,_total,8342763,2017111,66250,31
li,zonefile,2023-12,rsa_key_bitsize,1024,96065,80829,2659,31
li,zonefile,2023-12,rsa_key_bitsize,1280,719,369,12,31
li,zonefile,2023-12,rsa_key_bitsize,1536,77,61,2,31
li,zonefile,2023-12,rsa_key_bitsize,2048,104436,86563,2847,31
li,zonefile,2023-12,rsa_key_bitsize,2560,31,31,1,31
li,zonefile,2023-12,rsa_key_bitsize,3072,92,61,2,31
li,zonefile,2023-12,rsa_key_bitsize,4096,3124,1730,57,31
li,zonefile,2023-12,rsa_key_bitsize,_total,204544,88033,2895,31
li,zonefile,2023-12,sha1_signing_ds,_total,926697,649358,21314,31
li,zonefile,2023-12,sha1_signing_ds,other,926697,649358,21314,31
nu,zonefile,2016-06,algorithm_dnskey,10,691,275,11,25
nu,zonefile,2016-06,algorithm_dnskey,13,1216,608,25,25
nu,zonefile,2016-06,algorithm_dnskey,5,10268,5388,221,25
nu,zonefile,2016-06,algorithm_dnskey,7,380768,127513,5126,25
nu,zonefile,2016-06,algorithm_dnskey,8,5929108,2053553,82762,25
nu,zonefile,2016-06,algorithm_dnskey,_total,6322051,2187312,88110,25
nu,zonefile,2016-06,algorithm_ds,10,375,225,9,25
nu,zonefile,2016-06,algorithm_ds,13,399,280,12,25
nu,zonefile,2016-06,algorithm_ds,5,2930,2410,98,25
nu,zonefile,2016-06,algorithm_ds,7,127598,127148,5109,25
nu,zonefile,2016-06,algorithm_ds,8,2893652,1549996,62364,25
nu,zonefile,2016-06,algorithm_ds,_total,3024954,1680016,67582,25
nu,zonefile,2016-06,algorithm_rrsig,10,2925,875,35,25
nu,zonefile,2016-06,algorithm_rrsig,13,7741,3941,164,25
nu,zonefile,2016-06,algorithm_rrsig,14,150,150,6,25
nu,zonefile,2016-06,algorithm_rrsig,5,60150,19089,783,25
nu,zonefile,2016-06,algorithm_rrsig,7,3628234,2054041,82616,25
nu,zonefile,2016-06,algorithm_rrsig,8,20837774,7576378,305304,25
nu,zonefile,2016-06,algorithm_rrsig,_total,24536974,8110459,326697,25
nu,zonefile,2016-06,all,all,100726130,20544942,822919,25
nu,zonefile,2016-06,digest_type_ds,1,1493880,1493260,60127,25
nu,zonefile,2016-06,digest_type_ds,2,1531073,1531048,61600,25
nu,zonefile,2016-06,digest_type_ds,4,1,1,1,1
nu,zonefile,2016-06,digest_type_ds,_total,3024954,1680016,67582,25
nu,zonefile,2016-06,dnskey_flags,256,4127626,2185535,88067,25
nu,zonefile,2016-06,dnskey_flags,257,2194425,2187237,88107,25
nu,zonefile,2016-06,dnskey_flags,_total,6322051,2187312,88110,25
nu,zonefile,2016-06,dnskey_protocol,3,6322051,2187312,88110,25
nu,zonefile,2016-06,dnskey_protocol,_total,6322051,2187312,88110,25
nu,zonefile,2016-06,nsec3_iterations,0,75,25,1,25
nu,zonefile,2016-06,nsec3_iterations,1,7372661,3939543,158169,25
nu,zonefile,2016-06,nsec3_iterations,10,2713,1768,72,25
nu,zonefile,2016-06,nsec3_iterations,100,413997,254922,10248,25
nu,zonefile,2016-06,nsec3_iterations,16,100,50,2,25
nu,zonefile,2016-06,nsec3_iterations,20,93639,66528,2670,25
nu,zonefile,2016-06,nsec3_iterations,423,100,50,2,25
nu,zonefile,2016-06,nsec3_iterations,5,5871,3783,155,25
nu,zonefile,2016-06,nsec3_iterations,50,1439,900,36,25
nu,zonefile,2016-06,nsec3_iterations,8,3469,1846,76,25
nu,zonefile,2016-06,nsec3_iterations,_total,7894064,4269290,171406,25
nu,zonefile,2016-06,nsec3_optout,0,3478164,2783577,111755,25
nu,zonefile,2016-06,nsec3_optout,1,4415900,1486016,59662,25
nu,zonefile,2016-06,nsec3_optout,_total,7894064,4269290,171406,25
nu,zonefile,2016-06,nsec3_salt_empty,_total,7894064,4269290,171406,25
nu,zonefile,2016-06,nsec3_salt_empty,present,7894064,4269290,171406,25
nu,zonefile,2016-06,rr_type,A,20256628,17455064,698771,25
nu,zonefile,2016-06,rr_type,AAAA,946636,917465,36806,25
nu,zonefile,2016-06,rr_type,CNAME,4756504,2202877,88327,25
nu,zonefile,2016-06,rr_type,DNAME,898,800,32,25
nu,zonefile,2016-06,rr_type,DNSKEY,6322051,2187312,88110,25
nu,zonefile,2016-06,rr_type,DS,3024954,1680016,67582,25
nu,zonefile,2016-06,rr_type,MX,6656757,4024801,161099,25
nu,zonefile,2016-06,rr_type,NS,17201249,6480874,259800,25
nu,zonefile,2016-06,rr_type,NSEC,54732,52455,2399,25
nu,zonefile,2016-06,rr_type,NSEC3,5759454,2134680,85704,25
nu,zonefile,2016-06,rr_type,NSEC3PARAM,2134610,2134610,85702,25
nu,zonefile,2016-06,rr_type,RRSIG,24536974,8110459,326697,25
nu,zonefile,2016-06,rr_type,SOA,6568589,6568589,262904,25
nu,zonefile,2016-06,rr_type,SPF,23744,23492,956,25
nu,zonefile,2016-06,rr_type,TXT,1861030,1760661,70543,25
nu,zonefile,2016-06,rr_type,_total,100726130,20544942,822919,25
nu,zonefile,2016-06,rr_type,,621320,621320,24985,25
nu,zonefile,2016-06,rrsig_type_covered,A,5814185,5791909,233368,25
nu,zonefile,2016-06,rrsig_type_covered,AAAA,621161,611748,24580,25
nu,zonefile,2016-06,rrsig_type_covered,CNAME,711498,350367,14437,25
nu,zonefile,2016-06,rrsig_type_covered,DNSKEY,2378543,2187220,88107,25
nu,zonefile,2016-06,rrsig_type_covered,DS,1680016,1680016,67582,25
nu,zonefile,2016-06,rrsig_type_covered,MX,822652,819187,33095,25
nu,zonefile,2016-06,rrsig_type_covered,NS,2198693,2187490,88119,25
nu,zonefile,2016-06,rrsig_type_covered,NSEC,55373,52455,2399,25
nu,zonefile,2016-06,rrsig_type_covered,NSEC3,5780591,2134680,85704,25
nu,zonefile,2016-06,rrsig_type_covered,NSEC3PARAM,2145175,2134599,85702,25
nu,zonefile,2016-06,rrsig_type_covered,SOA,2199178,2187967,88135,25
nu,zonefile,2016-06,rrsig_type_covered,SPF,9210,7749,450,25
nu,zonefile,2016-06,rrsig_type_covered,TXT,120699,118319,4918,25
nu,zonefile,2016-06,rrsig_type_covered,_total,24536974,8110459,326697,25
nu,zonefile,2016-06,rsa_key_bitsize,1024,3970867,2026703,81679,25
nu,zonefile,2016-06,rsa_key_bitsize,1248,50,25,1,25
nu,zonefile,2016-06,rsa_key_bitsize,1280,158096,157524,6303,25
nu,zonefile,2016-06,rsa_key_bitsize,1536,156927,156927,6279,25
nu,zonefile,2016-06,rsa_key_bitsize,2048,2032618,2024854,81646,25
nu,zonefile,2016-06,rsa_key_bitsize,2304,25,25,1,25
nu,zonefile,2016-06,rsa_key_bitsize,2480,50,25,1,25
nu,zonefile,2016-06,rsa_key_bitsize,3072,19,19,1,19
nu,zonefile,2016-06,rsa_key_bitsize,4096,908,662,27,25
nu,zonefile,2016-06,rsa_key_bitsize,512,1275,650,26,25
nu,zonefile,2016-06,rsa_key_bitsize,_total,6320835,2186704,88085,25
nu,zonefile,2016-06,sha1_signing_ds,_total,3024954,1680016,67582,25
nu,zonefile,2016-06,sha1_signing_ds,other,2894426,1550501,62385,25
nu,zonefile,2016-06,sha1_signing_ds,sha1,130528,129558,5199,25
nu,zonefile,2016-07,algorithm_dnskey,10,850,341,11,31
nu,zonefile,2016-07,algorithm_dnskey,13,1678,839,28,31
nu,zonefile,2016-07,algorithm_dnskey,5,11861,5732,187,31
nu,zonefile,2016-07,algorithm_dnskey,7,476619,159652,5178,31
nu,zonefile,2016-07,algorithm_dnskey,8,7435226,2574945,83576,31
nu,zonefile,2016-07,algorithm_dnskey,_total,7926234,2741478,88974,31
nu,zonefile,2016-07,algorithm_ds,10,465,279,9,31
nu,zonefile,2016-07,algorithm_ds,13,498,342,12,31
nu,zonefile,2016-07,algorithm_ds,5,3447,2793,91,31
nu,zonefile,2016-07,algorithm_ds,7,159938,159263,5169,31
nu,zonefile,2016-07,algorithm_ds,8,3626821,1941397,63266,31
nu,zonefile,2016-07,algorithm_ds,_total,3791169,2104011,68542,31
nu,zonefile,2016-07,algorithm_rrsig,10,3627,1085,35,31
nu,zonefile,2016-07,algorithm_rrsig,13,10748,5391,181,31
nu,zonefile,2016-07,algorithm_rrsig,14,186,186,6,31
nu,zonefile,2016-07,algorithm_rrsig,5,64917,20603,676,31
nu,zonefile,2016-07,algorithm_rrsig,7,4546077,2571959,83705,31
nu,zonefile,2016-07,algorithm_rrsig,8,25997797,9493494,307756,31
nu,zonefile,2016-07,algorithm_rrsig,_total,30623352,10159284,329327,31
nu,zonefile,2016-07,all,all,124845192,25417463,825715,31
nu,zonefile,2016-07,digest_type_ds,1,1875590,1874834,61189,31
nu,zonefile,2016-07,digest_type_ds,2,1915579,1915548,62356,31
nu,zonefile,2016-07,digest_type_ds,_total,3791169,2104011,68542,31
nu,zonefile,2016-07,dnskey_flags,256,5170528,2740162,88932,31
nu,zonefile,2016-07,dnskey_flags,257,2755706,2741385,88971,31
nu,zonefile,2016-07,dnskey_flags,_total,7926234,2741478,88974,31
nu,zonefile,2016-07,dnskey_protocol,3,7926234,2741478,88974,31
nu,zonefile,2016-07,dnskey_protocol,_total,7926234,2741478,88974,31
nu,zonefile,2016-07,nsec3_iterations,0,93,31,1,31
nu,zonefile,2016-07,nsec3_iterations,1,9044503,4910344,159354,31
nu,zonefile,2016-07,nsec3_iterations,10,3357,2178,74,31
nu,zonefile,2016-07,nsec3_iterations,100,517798,319044,10342,31
nu,zonefile,2016-07,nsec3_iterations,16,124,62,2,31
nu,zonefile,2016-07,nsec3_iterations,20,116217,81952,2658,31
nu,zonefile,2016-07,nsec3_iterations,423,124,62,2,31
nu,zonefile,2016-07,nsec3_iterations,5,7314,4662,155,31
nu,zonefile,2016-07,nsec3_iterations,50,1775,1086,36,31
nu,zonefile,2016-07,nsec3_iterations,8,4075,2224,74,31
nu,zonefile,2016-07,nsec3_iterations,_total,9695380,5321485,172661,31
nu,zonefile,2016-07,nsec3_optout,0,4349000,3477187,113233,31
nu,zonefile,2016-07,nsec3_optout,1,5346380,1844621,59666,31
nu,zonefile,2016-07,nsec3_optout,_total,9695380,5321485,172661,31
nu,zonefile,2016-07,nsec3_salt_empty,_total,9695380,5321485,172661,31
nu,zonefile,2016-07,nsec3_salt_empty,present,9695380,5321485,172661,31
nu,zonefile,2016-07,rr_type,A,24984976,21494662,700701,31
nu,zonefile,2016-07,rr_type,AAAA,1157990,1120839,36680,31
nu,zonefile,2016-07,rr_type,CNAME,5916817,2727338,88105,31
nu,zonefile,2016-07,rr_type,DNAME,1137,992,32,31
nu,zonefile,2016-07,rr_type,DNSKEY,7926234,2741478,88974,31
nu,zonefile,2016-07,rr_type,DS,3791169,2104011,68542,31
nu,zonefile,2016-07,rr_type,MX,8194276,4928860,161215,31
nu,zonefile,2016-07,rr_type,NS,21242332,7979475,259985,31
nu,zonefile,2016-07,rr_type,NSEC,87677,80443,2643,31
nu,zonefile,2016-07,rr_type,NSEC3,7034674,2660779,86331,31
nu,zonefile,2016-07,rr_type,NSEC3PARAM,2660706,2660706,86330,31
nu,zonefile,2016-07,rr_type,RRSIG,30623352,10159284,329327,31
nu,zonefile,2016-07,rr_type,SOA,8095681,8095681,263703,31
nu,zonefile,2016-07,rr_type,SPF,29719,29410,959,31
nu,zonefile,2016-07,rr_type,TXT,2256419,2129145,70918,31
nu,zonefile,2016-07,rr_type,_total,124845192,25417463,825715,31
nu,zonefile,2016-07,rr_type,,842033,842033,38338,31
nu,zonefile,2016-07,rrsig_type_covered,A,7289502,7255926,235121,31
nu,zonefile,2016-07,rrsig_type_covered,AAAA,772566,753851,24387,31
nu,zonefile,2016-07,rrsig_type_covered,CNAME,910938,448495,14511,31
nu,zonefile,2016-07,rrsig_type_covered,DNSKEY,2982535,2741363,88971,31
nu,zonefile,2016-07,rrsig_type_covered,DS,2104011,2104011,68542,31
nu,zonefile,2016-07,rrsig_type_covered,MX,1037974,1032874,33398,31
nu,zonefile,2016-07,rrsig_type_covered,NS,2758597,2741775,88984,31
nu,zonefile,2016-07,rrsig_type_covered,NSEC,88531,80443,2643,31
nu,zonefile,2016-07,rrsig_type_covered,NSEC3,7066708,2660779,86331,31
nu,zonefile,2016-07,rrsig_type_covered,NSEC3PARAM,2676673,2660698,86330,31
nu,zonefile,2016-07,rrsig_type_covered,SOA,2759206,2742382,89009,31
nu,zonefile,2016-07,rrsig_type_covered,SPF,16550,13941,452,31
nu,zonefile,2016-07,rrsig_type_covered,TXT,159561,155693,5054,31
nu,zonefile,2016-07,rrsig_type_covered,_total,30623352,10159284,329327,31
nu,zonefile,2016-07,rsa_key_bitsize,1024,4981972,2543363,82633,31
nu,zonefile,2016-07,rsa_key_bitsize,1248,62,31,1,31
nu,zonefile,2016-07,rsa_key_bitsize,1280,194483,193800,6294,31
nu,zonefile,2016-07,rsa_key_bitsize,1536,193105,193105,6270,31
nu,zonefile,2016-07,rsa_key_bitsize,2048,2552092,2542414,82602,31
nu,zonefile,2016-07,rsa_key_bitsize,2304,23,23,1,23
nu,zonefile,2016-07,rsa_key_bitsize,2480,62,31,1,31
nu,zonefile,2016-07,rsa_key_bitsize,3072,31,31,1,31
nu,zonefile,2016-07,rsa_key_bitsize,4096,1145,835,28,31
nu,zonefile,2016-07,rsa_key_bitsize,512,1581,806,26,31
nu,zonefile,2016-07,rsa_key_bitsize,_total,7924556,2740639,88946,31
nu,zonefile,2016-07,sha1_signing_ds,_total,3791169,2104011,68542,31
nu,zonefile,2016-07,sha1_signing_ds,other,3627784,1942018,63286,31
nu,zonefile,2016-07,sha1_signing_ds,sha1,163385,162056,5260,31
nu,zonefile,2016-08,algorithm_dnskey,10,991,367,12,31
nu,zonefile,2016-08,algorithm_dnskey,13,1820,910,37,31
nu,zonefile,2016-08,algorithm_dnskey,5,11976,5837,190,31
nu,zonefile,2016-08,algorithm_dnskey,7,481867,161515,5249,31
nu,zonefile,2016-08,algorithm_dnskey,8,7452013,2578272,83671,31
nu,zonefile,2016-08,algorithm_dnskey,_total,7948667,2746844,89079,31
nu,zonefile,2016-08,algorithm_ds,10,465,279,9,31
nu,zonefile,2016-08,algorithm_ds,13,543,383,20,31
nu,zonefile,2016-08,algorithm_ds,5,3530,2955,96,31
nu,zonefile,2016-08,algorithm_ds,7,161922,161116,5237,31
nu,zonefile,2016-08,algorithm_ds,8,3658379,1951071,63370,31
nu,zonefile,2016-08,algorithm_ds,_total,3824839,2115745,68658,31
nu,zonefile,2016-08,algorithm_rrsig,10,4223,1163,38,31
nu,zonefile,2016-08,algorithm_rrsig,13,11721,5731,213,31
nu,zonefile,2016-08,algorithm_rrsig,14,186,186,6,31
nu,zonefile,2016-08,algorithm_rrsig,5,65672,20827,677,31
nu,zonefile,2016-08,algorithm_rrsig,7,4589513,2588921,83860,31
nu,zonefile,2016-08,algorithm_rrsig,8,25634675,9488203,308040,31
nu,zonefile,2016-08,algorithm_rrsig,_total,30305990,10161599,329635,31
nu,zonefile,2016-08,all,all,124960145,25582346,826840,31
nu,zonefile,2016-08,digest_type_ds,1,1893819,1893212,61305,31
nu,zonefile,2016-08,digest_type_ds,2,1931020,1930966,62458,31
nu,zonefile,2016-08,digest_type_ds,_total,3824839,2115745,68658,31
nu,zonefile,2016-08,dnskey_flags,256,5187051,2745545,89037,31
nu,zonefile,2016-08,dnskey_flags,257,2761616,2746751,89076,31
nu,zonefile,2016-08,dnskey_flags,_total,7948667,2746844,89079,31
nu,zonefile,2016-08,dnskey_protocol,3,7948667,2746844,89079,31
nu,zonefile,2016-08,dnskey_protocol,_total,7948667,2746844,89079,31
nu,zonefile,2016-08,nsec3_iterations,0,93,31,1,31
nu,zonefile,2016-08,nsec3_iterations,1,8793057,4914303,159533,31
nu,zonefile,2016-08,nsec3_iterations,10,4021,2580,90,31
nu,zonefile,2016-08,nsec3_iterations,100,523202,322490,10482,31
nu,zonefile,2016-08,nsec3_iterations,16,124,62,2,31
nu,zonefile,2016-08,nsec3_iterations,20,116176,81568,2654,31
nu,zonefile,2016-08,nsec3_iterations,423,124,62,2,31
nu,zonefile,2016-08,nsec3_iterations,5,7024,4520,152,31
nu,zonefile,2016-08,nsec3_iterations,50,1735,1040,34,31
nu,zonefile,2016-08,nsec3_iterations,8,4032,2272,74,31
nu,zonefile,2016-08,nsec3_iterations,_total,9449588,5328742,172864,31
nu,zonefile,2016-08,nsec3_optout,0,4368434,3494337,113469,31
nu,zonefile,2016-08,nsec3_optout,1,5081154,1834735,59422,31
nu,zonefile,2016-08,nsec3_optout,_total,9449588,5328742,172864,31
nu,zonefile,2016-08,nsec3_salt_empty,_total,9449588,5328742,172864,31
nu,zonefile,2016-08,nsec3_salt_empty,present,9449588,5328742,172864,31
nu,zonefile,2016-08,rr_type,A,25182034,21696453,701081,31
nu,zonefile,2016-08,rr_type,AAAA,1177861,1136495,36805,31
nu,zonefile,2016-08,rr_type,CNAME,5952685,2707185,87937,31
nu,zonefile,2016-08,rr_type,DNAME,1126,992,32,31
nu,zonefile,2016-08,rr_type,DNSKEY,7948667,2746844,89079,31
nu,zonefile,2016-08,rr_type,DS,3824839,2115745,68658,31
nu,zonefile,2016-08,rr_type,MX,8243100,4987186,161205,31
nu,zonefile,2016-08,rr_type,NS,21448917,8047419,260157,31
nu,zonefile,2016-08,rr_type,NSEC,89453,82136,2677,31
nu,zonefile,2016-08,rr_type,NSEC3,6785251,2664405,86433,31
nu,zonefile,2016-08,rr_type,NSEC3PARAM,2664337,2664337,86431,31
nu,zonefile,2016-08,rr_type,RRSIG,30305990,10161599,329635,31
nu,zonefile,2016-08,rr_type,SOA,8163881,8163881,263874,31
nu,zonefile,2016-08,rr_type,SPF,29651,29341,952,31
nu,zonefile,2016-08,rr_type,TXT,2338153,2207836,71537,31
nu,zonefile,2016-08,rr_type,_total,124960145,25582346,826840,31
nu,zonefile,2016-08,rr_type,,804200,804200,26315,31
nu,zonefile,2016-08,rrsig_type_covered,A,7271343,7251158,235293,31
nu,zonefile,2016-08,rrsig_type_covered,AAAA,763599,754299,24422,31
nu,zonefile,2016-08,rrsig_type_covered,CNAME,888502,437372,14576,31
nu,zonefile,2016-08,rrsig_type_covered,DNSKEY,2982145,2746706,89077,31
nu,zonefile,2016-08,rrsig_type_covered,DS,2115745,2115745,68658,31
nu,zonefile,2016-08,rrsig_type_covered,MX,1026752,1023261,33372,31
nu,zonefile,2016-08,rrsig_type_covered,NS,2756829,2747036,89090,31
nu,zonefile,2016-08,rrsig_type_covered,NSEC,90320,82136,2677,31
nu,zonefile,2016-08,rrsig_type_covered,NSEC3,6804471,2664405,86433,31
nu,zonefile,2016-08,rrsig_type_covered,NSEC3PARAM,2673252,2664315,86430,31
nu,zonefile,2016-08,rrsig_type_covered,SOA,2757683,2747879,89105,31
nu,zonefile,2016-08,rrsig_type_covered,SPF,15242,13838,449,31
nu,zonefile,2016-08,rrsig_type_covered,TXT,160107,157699,5135,31
nu,zonefile,2016-08,rrsig_type_covered,_total,30305990,10161599,329635,31
nu,zonefile,2016-08,rsa_key_bitsize,1024,5005481,2555010,82751,31
nu,zonefile,2016-08,rsa_key_bitsize,1248,62,31,1,31
nu,zonefile,2016-08,rsa_key_bitsize,1280,187990,187337,6200,31
nu,zonefile,2016-08,rsa_key_bitsize,1536,186700,186684,6179,31
nu,zonefile,2016-08,rsa_key_bitsize,2048,2563667,2554045,82720,31
nu,zonefile,2016-08,rsa_key_bitsize,2304,21,21,1,21
nu,zonefile,2016-08,rsa_key_bitsize,2480,62,31,1,31
nu,zonefile,2016-08,rsa_key_bitsize,3072,31,31,1,31
nu,zonefile,2016-08,rsa_key_bitsize,4096,1204,894,30,31
nu,zonefile,2016-08,rsa_key_bitsize,512,1629,830,27,31
nu,zonefile,2016-08,rsa_key_bitsize,_total,7946847,2745934,89051,31
nu,zonefile,2016-08,sha1_signing_ds,_total,3824839,2115745,68658,31
nu,zonefile,2016-08,sha1_signing_ds,other,3659387,1951733,63390,31
nu,zonefile,2016-08,sha1_signing_ds,sha1,165452,164071,5333,31
nu,zonefile,2016-09,algorithm_dnskey,10,928,346,12,30
nu,zonefile,2016-09,algorithm_dnskey,13,2488,1244,43,30
nu,zonefile,2016-09,algorithm_dnskey,5,11464,5558,188,30
nu,zonefile,2016-09,algorithm_dnskey,7,472072,158178,5301,30
nu,zonefile,2016-09,algorithm_dnskey,8,7173327,2471020,82550,30
nu,zonefile,2016-09,algorithm_dnskey,_total,7660279,2636302,88043,30
nu,zonefile,2016-09,algorithm_ds,10,442,262,9,30
nu,zonefile,2016-09,algorithm_ds,13,782,602,21,30
nu,zonefile,2016-09,algorithm_ds,5,3512,2868,97,30
nu,zonefile,2016-09,algorithm_ds,7,158528,157774,5287,30
nu,zonefile,2016-09,algorithm_ds,8,3546595,1882585,62967,30
nu,zonefile,2016-09,algorithm_ds,_total,3709859,2044061,68378,30
nu,zonefile,2016-09,algorithm_rrsig,10,4140,1101,38,30
nu,zonefile,2016-09,algorithm_rrsig,13,14427,6953,242,30
nu,zonefile,2016-09,algorithm_rrsig,14,180,180,6,30
nu,zonefile,2016-09,algorithm_rrsig,5,62234,19822,673,30
nu,zonefile,2016-09,algorithm_rrsig,7,4470846,2507446,83911,30
nu,zonefile,2016-09,algorithm_rrsig,8,24580249,9087355,303555,30
nu,zonefile,2016-09,algorithm_rrsig,_total,29132076,9747406,325483,30
nu,zonefile,2016-09,all,all,119999933,24598252,822992,30
nu,zonefile,2016-09,digest_type_ds,1,1841567,1840913,61710,30
nu,zonefile,2016-09,digest_type_ds,2,1868292,1868214,62480,30
nu,zonefile,2016-09,digest_type_ds,_total,3709859,2044061,68378,30
nu,zonefile,2016-09,dnskey_flags,256,5009458,2635084,88002,30
nu,zonefile,2016-09,dnskey_flags,257,2650791,2636212,88040,30
nu,zonefile,2016-09,dnskey_flags,384,20,20,7,4
nu,zonefile,2016-09,dnskey_flags,385,10,10,1,10
nu,zonefile,2016-09,dnskey_flags,_total,7660279,2636302,88043,30
nu,zonefile,2016-09,dnskey_protocol,3,7660279,2636302,88043,30
nu,zonefile,2016-09,dnskey_protocol,_total,7660279,2636302,88043,30
nu,zonefile,2016-09,nsec3_iterations,0,90,30,1,30
nu,zonefile,2016-09,nsec3_iterations,1,8453092,4702314,157271,30
nu,zonefile,2016-09,nsec3_iterations,10,4823,3220,119,30
nu,zonefile,2016-09,nsec3_iterations,100,512618,316018,10590,30
nu,zonefile,2016-09,nsec3_iterations,16,120,60,2,30
nu,zonefile,2016-09,nsec3_iterations,20,109251,77402,2612,30
nu,zonefile,2016-09,nsec3_iterations,423,120,60,2,30
nu,zonefile,2016-09,nsec3_iterations,5,6791,4354,148,30
nu,zonefile,2016-09,nsec3_iterations,50,1704,1016,36,30
nu,zonefile,2016-09,nsec3_iterations,8,3948,2220,74,30
nu,zonefile,2016-09,nsec3_iterations,_total,9092557,5106514,170718,30
nu,zonefile,2016-09,nsec3_optout,0,4193021,3354691,112070,30
nu,zonefile,2016-09,nsec3_optout,1,4899536,1752108,58658,30
nu,zonefile,2016-09,nsec3_optout,_total,9092557,5106514,170718,30
nu,zonefile,2016-09,nsec3_salt_empty,_total,9092557,5106514,170718,30
nu,zonefile,2016-09,nsec3_salt_empty,present,9092557,5106514,170718,30
nu,zonefile,2016-09,rr_type,A,24295814,20844199,698722,30
nu,zonefile,2016-09,rr_type,AAAA,1149657,1105336,36911,30
nu,zonefile,2016-09,rr_type,CNAME,5828594,2695378,92049,30
nu,zonefile,2016-09,rr_type,DNAME,1087,960,32,30
nu,zonefile,2016-09,rr_type,DNSKEY,7660279,2636302,88043,30
nu,zonefile,2016-09,rr_type,DS,3709859,2044061,68378,30
nu,zonefile,2016-09,rr_type,MX,7398759,4273774,160334,30
nu,zonefile,2016-09,rr_type,NS,20755971,7781058,261330,30
nu,zonefile,2016-09,rr_type,NSEC,89851,82758,2791,30
nu,zonefile,2016-09,rr_type,NSEC3,6539352,2553309,85360,30
nu,zonefile,2016-09,rr_type,NSEC3PARAM,2553205,2553205,85358,30
nu,zonefile,2016-09,rr_type,RRSIG,29132076,9747406,325483,30
nu,zonefile,2016-09,rr_type,SOA,7854594,7854594,263108,30
nu,zonefile,2016-09,rr_type,SPF,28615,28334,952,30
nu,zonefile,2016-09,rr_type,TXT,2225974,2096305,71801,30
nu,zonefile,2016-09,rr_type,_total,119999933,24598252,822992,30
nu,zonefile,2016-09,rr_type,,776246,776246,49751,30
nu,zonefile,2016-09,rrsig_type_covered,A,6977672,6953126,232161,30
nu,zonefile,2016-09,rrsig_type_covered,AAAA,740658,731108,24420,30
nu,zonefile,2016-09,rrsig_type_covered,CNAME,847334,416536,13940,30
nu,zonefile,2016-09,rrsig_type_covered,DNSKEY,2868409,2636179,88038,30
nu,zonefile,2016-09,rrsig_type_covered,DS,2044061,2044061,68378,30
nu,zonefile,2016-09,rrsig_type_covered,MX,966310,962850,32416,30
nu,zonefile,2016-09,rrsig_type_covered,NS,2648666,2636741,88053,30
nu,zonefile,2016-09,rrsig_type_covered,NSEC,90629,82758,2791,30
nu,zonefile,2016-09,rrsig_type_covered,NSEC3,6562268,2553309,85360,30
nu,zonefile,2016-09,rrsig_type_covered,NSEC3PARAM,2564348,2553191,85358,30
nu,zonefile,2016-09,rrsig_type_covered,SOA,2649536,2637610,88067,30
nu,zonefile,2016-09,rrsig_type_covered,SPF,14612,13334,449,30
nu,zonefile,2016-09,rrsig_type_covered,TXT,157573,155274,5228,30
nu,zonefile,2016-09,rrsig_type_covered,_total,29132076,9747406,325483,30
nu,zonefile,2016-09,rsa_key_bitsize,1024,4860091,2476814,82834,30
nu,zonefile,2016-09,rsa_key_bitsize,1248,60,30,1,30
nu,zonefile,2016-09,rsa_key_bitsize,1280,155375,154775,5557,30
nu,zonefile,2016-09,rsa_key_bitsize,1536,154165,154165,5536,30
nu,zonefile,2016-09,rsa_key_bitsize,2000,6,6,1,6
nu,zonefile,2016-09,rsa_key_bitsize,2048,2485212,2475890,82805,30
nu,zonefile,2016-09,rsa_key_bitsize,2304,30,30,1,30
nu,zonefile,2016-09,rsa_key_bitsize,2480,60,30,1,30
nu,zonefile,2016-09,rsa_key_bitsize,3072,30,30,1,30
nu,zonefile,2016-09,rsa_key_bitsize,4096,1162,856,29,30
nu,zonefile,2016-09,rsa_key_bitsize,512,1600,815,29,30
nu,zonefile,2016-09,rsa_key_bitsize,_total,7657791,2635058,88005,30
nu,zonefile,2016-09,sha1_signing_ds,_total,3709859,2044061,68378,30
nu,zonefile,2016-09,sha1_signing_ds,other,3547819,1883449,62995,30
nu,zonefile,2016-09,sha1_signing_ds,sha1,162040,160642,5384,30
nu,zonefile,2016-10,algorithm_dnskey,10,910,361,12,31
nu,zonefile,2016-10,algorithm_dnskey,13,21361,10694,900,31
nu,zonefile,2016-10,algorithm_dnskey,5,11881,5690,185,31
nu,zonefile,2016-10,algorithm_dnskey,7,492416,165003,5341,31
