source,basis,month,dimension,value,records,domain_days,domains_peak,measured_days
arin,reverse,2012-10,digest_type_ds,2,412,92,92,1
arin,reverse,2012-10,digest_type_ds,3,4,1,1,1
arin,reverse,2012-10,digest_type_ds,_total,1008,162,162,1
arin,reverse,2012-10,rr_type,DS,1008,162,162,1
arin,reverse,2012-10,rr_type,NS,450024,450024,450024,1
arin,reverse,2012-10,rr_type,_total,451032,450024,450024,1
arin,reverse,2012-10,sha1_signing_ds,_total,1008,162,162,1
arin,reverse,2012-10,sha1_signing_ds,other,308,39,39,1
arin,reverse,2012-10,sha1_signing_ds,sha1,700,125,125,1
arin,reverse,2012-11,algorithm_ds,10,6,1,1,1
arin,reverse,2012-11,algorithm_ds,5,467,89,89,1
arin,reverse,2012-11,algorithm_ds,7,81,9,9,1
arin,reverse,2012-11,algorithm_ds,8,240,24,24,1
arin,reverse,2012-11,algorithm_ds,_total,794,118,118,1
arin,reverse,2012-11,all,all,452068,451274,451274,1
arin,reverse,2012-11,digest_type_ds,1,463,113,113,1
arin,reverse,2012-11,digest_type_ds,2,327,48,48,1
arin,reverse,2012-11,digest_type_ds,3,4,1,1,1
arin,reverse,2012-11,digest_type_ds,_total,794,118,118,1
arin,reverse,2012-11,rr_type,DS,794,118,118,1
arin,reverse,2012-11,rr_type,NS,451274,451274,451274,1
arin,reverse,2012-11,rr_type,_total,452068,451274,451274,1
arin,reverse,2012-11,sha1_signing_ds,_total,794,118,118,1
arin,reverse,2012-11,sha1_signing_ds,other,246,24,24,1
arin,reverse,2012-11,sha1_signing_ds,sha1,548,96,96,1
arin,reverse,2012-12,algorithm_ds,10,6,1,1,1
arin,reverse,2012-12,algorithm_ds,5,600,112,112,1
arin,reverse,2012-12,algorithm_ds,7,124,19,19,1
arin,reverse,2012-12,algorithm_ds,8,302,39,39,1
arin,reverse,2012-12,algorithm_ds,_total,1032,166,166,1
arin,reverse,2012-12,all,all,455226,454194,454194,1
arin,reverse,2012-12,digest_type_ds,1,604,156,156,1
arin,reverse,2012-12,digest_type_ds,2,424,96,96,1
arin,reverse,2012-12,digest_type_ds,3,4,1,1,1
arin,reverse,2012-12,digest_type_ds,_total,1032,166,166,1
arin,reverse,2012-12,rr_type,DS,1032,166,166,1
arin,reverse,2012-12,rr_type,NS,454194,454194,454194,1
arin,reverse,2012-12,rr_type,_total,455226,454194,454194,1
arin,reverse,2012-12,sha1_signing_ds,_total,1032,166,166,1
arin,reverse,2012-12,sha1_signing_ds,other,308,39,39,1
arin,reverse,2012-12,sha1_signing_ds,sha1,724,129,129,1
arin,reverse,2013-01,algorithm_ds,10,6,1,1,1
arin,reverse,2013-01,algorithm_ds,5,623,114,114,1
arin,reverse,2013-01,algorithm_ds,7,124,19,19,1
arin,reverse,2013-01,algorithm_ds,8,302,39,39,1
arin,reverse,2013-01,algorithm_ds,_total,1055,168,168,1
arin,reverse,2013-01,all,all,456767,455712,455712,1
arin,reverse,2013-01,digest_type_ds,1,614,158,158,1
arin,reverse,2013-01,digest_type_ds,2,437,98,98,1
arin,reverse,2013-01,digest_type_ds,3,4,1,1,1
arin,reverse,2013-01,digest_type_ds,_total,1055,168,168,1
arin,reverse,2013-01,rr_type,DS,1055,168,168,1
arin,reverse,2013-01,rr_type,NS,455712,455712,455712,1
arin,reverse,2013-01,rr_type,_total,456767,455712,455712,1
arin,reverse,2013-01,sha1_signing_ds,_total,1055,168,168,1
arin,reverse,2013-01,sha1_signing_ds,other,308,39,39,1
arin,reverse,2013-01,sha1_signing_ds,sha1,747,131,131,1
arin,reverse,2013-02,algorithm_ds,10,6,1,1,1
arin,reverse,2013-02,algorithm_ds,5,647,118,118,1
arin,reverse,2013-02,algorithm_ds,7,130,20,20,1
arin,reverse,2013-02,algorithm_ds,8,318,41,41,1
arin,reverse,2013-02,algorithm_ds,_total,1101,175,175,1
arin,reverse,2013-02,all,all,458377,457276,457276,1
arin,reverse,2013-02,digest_type_ds,1,637,165,165,1
arin,reverse,2013-02,digest_type_ds,2,460,105,105,1
arin,reverse,2013-02,digest_type_ds,3,4,1,1,1
arin,reverse,2013-02,digest_type_ds,_total,1101,175,175,1
arin,reverse,2013-02,rr_type,DS,1101,175,175,1
arin,reverse,2013-02,rr_type,NS,457276,457276,457276,1
arin,reverse,2013-02,rr_type,_total,458377,457276,457276,1
arin,reverse,2013-02,sha1_signing_ds,_total,1101,175,175,1
arin,reverse,2013-02,sha1_signing_ds,other,324,41,41,1
arin,reverse,2013-02,sha1_signing_ds,sha1,777,136,136,1
arin,reverse,2013-03,algorithm_ds,10,6,1,1,1
arin,reverse,2013-03,algorithm_ds,5,663,122,122,1
arin,reverse,2013-03,algorithm_ds,7,178,20,20,1
arin,reverse,2013-03,algorithm_ds,8,318,41,41,1
arin,reverse,2013-03,algorithm_ds,_total,1165,179,179,1
arin,reverse,2013-03,all,all,460434,459269,459269,1
arin,reverse,2013-03,digest_type_ds,1,672,169,169,1
arin,reverse,2013-03,digest_type_ds,2,489,107,107,1
arin,reverse,2013-03,digest_type_ds,3,4,1,1,1
arin,reverse,2013-03,digest_type_ds,_total,1165,179,179,1
arin,reverse,2013-03,rr_type,DS,1165,179,179,1
arin,reverse,2013-03,rr_type,NS,459269,459269,459269,1
arin,reverse,2013-03,rr_type,_total,460434,459269,459269,1
arin,reverse,2013-03,sha1_signing_ds,_total,1165,179,179,1
arin,reverse,2013-03,sha1_signing_ds,other,324,41,41,1
arin,reverse,2013-03,sha1_signing_ds,sha1,841,140,140,1
arin,reverse,2013-04,algorithm_ds,10,6,1,1,1
arin,reverse,2013-04,algorithm_ds,5,677,122,122,1
arin,reverse,2013-04,algorithm_ds,7,178,20,20,1
arin,reverse,2013-04,algorithm_ds,8,320,41,41,1
arin,reverse,2013-04,algorithm_ds,_total,1181,179,179,1
arin,reverse,2013-04,all,all,461660,460479,460479,1
arin,reverse,2013-04,digest_type_ds,1,680,169,169,1
arin,reverse,2013-04,digest_type_ds,2,497,107,107,1
arin,reverse,2013-04,digest_type_ds,3,4,1,1,1
arin,reverse,2013-04,digest_type_ds,_total,1181,179,179,1
arin,reverse,2013-04,rr_type,DS,1181,179,179,1
arin,reverse,2013-04,rr_type,NS,460479,460479,460479,1
arin,reverse,2013-04,rr_type,_total,461660,460479,460479,1
arin,reverse,2013-04,sha1_signing_ds,_total,1181,179,179,1
arin,reverse,2013-04,sha1_signing_ds,other,326,41,41,1
arin,reverse,2013-04,sha1_signing_ds,sha1,855,140,140,1
arin,reverse,2013-05,algorithm_ds,10,6,1,1,1
arin,reverse,2013-05,algorithm_ds,5,677,122,122,1
arin,reverse,2013-05,algorithm_ds,7,178,20,20,1
arin,reverse,2013-05,algorithm_ds,8,420,49,49,1
arin,reverse,2013-05,algorithm_ds,_total,1281,187,187,1
arin,reverse,2013-05,all,all,463307,462026,462026,1
arin,reverse,2013-05,digest_type_ds,1,730,177,177,1
arin,reverse,2013-05,digest_type_ds,2,547,115,115,1
arin,reverse,2013-05,digest_type_ds,3,4,1,1,1
arin,reverse,2013-05,digest_type_ds,_total,1281,187,187,1
arin,reverse,2013-05,rr_type,DS,1281,187,187,1
arin,reverse,2013-05,rr_type,NS,462026,462026,462026,1
arin,reverse,2013-05,rr_type,_total,463307,462026,462026,1
arin,reverse,2013-05,sha1_signing_ds,_total,1281,187,187,1
arin,reverse,2013-05,sha1_signing_ds,other,426,49,49,1
arin,reverse,2013-05,sha1_signing_ds,sha1,855,140,140,1
arin,reverse,2013-06,algorithm_ds,10,6,1,1,1
arin,reverse,2013-06,algorithm_ds,5,675,122,122,1
arin,reverse,2013-06,algorithm_ds,7,169,19,19,1
arin,reverse,2013-06,algorithm_ds,8,450,54,54,1
arin,reverse,2013-06,algorithm_ds,_total,1300,191,191,1
arin,reverse,2013-06,all,all,464389,463089,463089,1
arin,reverse,2013-06,digest_type_ds,1,741,181,181,1
arin,reverse,2013-06,digest_type_ds,2,555,119,119,1
arin,reverse,2013-06,digest_type_ds,3,4,1,1,1
arin,reverse,2013-06,digest_type_ds,_total,1300,191,191,1
arin,reverse,2013-06,rr_type,DS,1300,191,191,1
arin,reverse,2013-06,rr_type,NS,463089,463089,463089,1
arin,reverse,2013-06,rr_type,_total,464389,463089,463089,1
arin,reverse,2013-06,sha1_signing_ds,_total,1300,191,191,1
arin,reverse,2013-06,sha1_signing_ds,other,456,54,54,1
arin,reverse,2013-06,sha1_signing_ds,sha1,844,139,139,1
arin,reverse,2013-07,algorithm_ds,10,6,1,1,1
arin,reverse,2013-07,algorithm_ds,5,687,122,122,1
arin,reverse,2013-07,algorithm_ds,7,170,19,19,1
arin,reverse,2013-07,algorithm_ds,8,491,61,61,1
arin,reverse,2013-07,algorithm_ds,_total,1354,198,198,1
arin,reverse,2013-07,all,all,466294,464940,464940,1
arin,reverse,2013-07,digest_type_ds,1,765,187,187,1
arin,reverse,2013-07,digest_type_ds,2,585,126,126,1
arin,reverse,2013-07,digest_type_ds,3,4,1,1,1
arin,reverse,2013-07,digest_type_ds,_total,1354,198,198,1
arin,reverse,2013-07,rr_type,DS,1354,198,198,1
arin,reverse,2013-07,rr_type,NS,464940,464940,464940,1
arin,reverse,2013-07,rr_type,_total,466294,464940,464940,1
arin,reverse,2013-07,sha1_signing_ds,_total,1354,198,198,1
arin,reverse,2013-07,sha1_signing_ds,other,497,61,61,1
arin,reverse,2013-07,sha1_signing_ds,sha1,857,139,139,1
arin,reverse,2013-08,algorithm_ds,10,6,1,1,1
arin,reverse,2013-08,algorithm_ds,5,687,122,122,1
arin,reverse,2013-08,algorithm_ds,7,180,22,22,1
arin,reverse,2013-08,algorithm_ds,8,513,66,66,1
arin,reverse,2013-08,algorithm_ds,_total,1386,206,206,1
arin,reverse,2013-08,all,all,468211,466825,466825,1
arin,reverse,2013-08,digest_type_ds,1,791,195,195,1
arin,reverse,2013-08,digest_type_ds,2,591,127,127,1
arin,reverse,2013-08,digest_type_ds,3,4,1,1,1
arin,reverse,2013-08,digest_type_ds,_total,1386,206,206,1
arin,reverse,2013-08,rr_type,DS,1386,206,206,1
arin,reverse,2013-08,rr_type,NS,466825,466825,466825,1
arin,reverse,2013-08,rr_type,_total,468211,466825,466825,1
arin,reverse,2013-08,sha1_signing_ds,_total,1386,206,206,1
arin,reverse,2013-08,sha1_signing_ds,other,519,66,66,1
arin,reverse,2013-08,sha1_signing_ds,sha1,867,142,142,1
arin,reverse,2013-09,algorithm_ds,10,6,1,1,1
arin,reverse,2013-09,algorithm_ds,5,687,122,122,1
arin,reverse,2013-09,algorithm_ds,7,180,22,22,1
arin,reverse,2013-09,algorithm_ds,8,537,68,68,1
arin,reverse,2013-09,algorithm_ds,_total,1410,208,208,1
arin,reverse,2013-09,all,all,470312,468902,468902,1
arin,reverse,2013-09,digest_type_ds,1,803,197,197,1
arin,reverse,2013-09,digest_type_ds,2,603,129,129,1
arin,reverse,2013-09,digest_type_ds,3,4,1,1,1
arin,reverse,2013-09,digest_type_ds,_total,1410,208,208,1
arin,reverse,2013-09,rr_type,DS,1410,208,208,1
arin,reverse,2013-09,rr_type,NS,468902,468902,468902,1
arin,reverse,2013-09,rr_type,_total,470312,468902,468902,1
arin,reverse,2013-09,sha1_signing_ds,_total,1410,208,208,1
arin,reverse,2013-09,sha1_signing_ds,other,543,68,68,1
arin,reverse,2013-09,sha1_signing_ds,sha1,867,142,142,1
arin,reverse,2013-10,algorithm_ds,10,6,1,1,1
arin,reverse,2013-10,algorithm_ds,5,693,123,123,1
arin,reverse,2013-10,algorithm_ds,7,180,22,22,1
arin,reverse,2013-10,algorithm_ds,8,537,68,68,1
arin,reverse,2013-10,algorithm_ds,_total,1416,209,209,1
arin,reverse,2013-10,all,all,471841,470425,470425,1
arin,reverse,2013-10,digest_type_ds,1,806,198,198,1
arin,reverse,2013-10,digest_type_ds,2,606,130,130,1
arin,reverse,2013-10,digest_type_ds,3,4,1,1,1
arin,reverse,2013-10,digest_type_ds,_total,1416,209,209,1
arin,reverse,2013-10,rr_type,DS,1416,209,209,1
arin,reverse,2013-10,rr_type,NS,470425,470425,470425,1
arin,reverse,2013-10,rr_type,_total,471841,470425,470425,1
arin,reverse,2013-10,sha1_signing_ds,_total,1416,209,209,1
arin,reverse,2013-10,sha1_signing_ds,other,543,68,68,1
arin,reverse,2013-10,sha1_signing_ds,sha1,873,143,143,1
arin,reverse,2013-11,algorithm_ds,10,6,1,1,1
arin,reverse,2013-11,algorithm_ds,5,695,122,122,1
arin,reverse,2013-11,algorithm_ds,7,180,22,22,1
arin,reverse,2013-11,algorithm_ds,8,635,86,86,1
arin,reverse,2013-11,algorithm_ds,_total,1516,226,226,1
arin,reverse,2013-11,all,all,474401,472885,472885,1
arin,reverse,2013-11,digest_type_ds,1,853,213,213,1
arin,reverse,2013-11,digest_type_ds,2,659,147,147,1
arin,reverse,2013-11,digest_type_ds,3,4,1,1,1
arin,reverse,2013-11,digest_type_ds,_total,1516,226,226,1
arin,reverse,2013-11,rr_type,DS,1516,226,226,1
arin,reverse,2013-11,rr_type,NS,472885,472885,472885,1
arin,reverse,2013-11,rr_type,_total,474401,472885,472885,1
arin,reverse,2013-11,sha1_signing_ds,_total,1516,226,226,1
arin,reverse,2013-11,sha1_signing_ds,other,641,86,86,1
arin,reverse,2013-11,sha1_signing_ds,sha1,875,142,142,1
arin,reverse,2013-12,algorithm_ds,10,6,1,1,1
arin,reverse,2013-12,algorithm_ds,5,695,122,122,1
arin,reverse,2013-12,algorithm_ds,7,186,23,23,1
arin,reverse,2013-12,algorithm_ds,8,856,125,125,1
arin,reverse,2013-12,algorithm_ds,_total,1743,265,265,1
arin,reverse,2013-12,all,all,476457,474714,474714,1
arin,reverse,2013-12,digest_type_ds,1,965,251,251,1
arin,reverse,2013-12,digest_type_ds,2,774,186,186,1
arin,reverse,2013-12,digest_type_ds,3,4,1,1,1
arin,reverse,2013-12,digest_type_ds,_total,1743,265,265,1
arin,reverse,2013-12,rr_type,DS,1743,265,265,1
arin,reverse,2013-12,rr_type,NS,474714,474714,474714,1
arin,reverse,2013-12,rr_type,_total,476457,474714,474714,1
arin,reverse,2013-12,sha1_signing_ds,_total,1743,265,265,1
arin,reverse,2013-12,sha1_signing_ds,other,862,125,125,1
arin,reverse,2013-12,sha1_signing_ds,sha1,881,143,143,1
arin,reverse,2014-01,algorithm_ds,10,6,1,1,1
arin,reverse,2014-01,algorithm_ds,5,694,122,122,1
arin,reverse,2014-01,algorithm_ds,7,188,23,23,1
arin,reverse,2014-01,algorithm_ds,8,875,129,129,1
arin,reverse,2014-01,algorithm_ds,_total,1763,269,269,1
arin,reverse,2014-01,all,all,479224,477461,477461,1
arin,reverse,2014-01,digest_type_ds,1,974,254,254,1
arin,reverse,2014-01,digest_type_ds,2,785,190,190,1
arin,reverse,2014-01,digest_type_ds,3,4,1,1,1
arin,reverse,2014-01,digest_type_ds,_total,1763,269,269,1
arin,reverse,2014-01,rr_type,DS,1763,269,269,1
arin,reverse,2014-01,rr_type,NS,477461,477461,477461,1
arin,reverse,2014-01,rr_type,_total,479224,477461,477461,1
arin,reverse,2014-01,sha1_signing_ds,_total,1763,269,269,1
arin,reverse,2014-01,sha1_signing_ds,other,881,129,129,1
arin,reverse,2014-01,sha1_signing_ds,sha1,882,143,143,1
arin,reverse,2014-02,algorithm_ds,10,6,1,1,1
arin,reverse,2014-02,algorithm_ds,5,694,122,122,1
arin,reverse,2014-02,algorithm_ds,7,188,23,23,1
arin,reverse,2014-02,algorithm_ds,8,875,129,129,1
arin,reverse,2014-02,algorithm_ds,_total,1763,269,269,1
arin,reverse,2014-02,all,all,481779,480016,480016,1
arin,reverse,2014-02,digest_type_ds,1,974,254,254,1
arin,reverse,2014-02,digest_type_ds,2,785,190,190,1
arin,reverse,2014-02,digest_type_ds,3,4,1,1,1
arin,reverse,2014-02,digest_type_ds,_total,1763,269,269,1
arin,reverse,2014-02,rr_type,DS,1763,269,269,1
arin,reverse,2014-02,rr_type,NS,480016,480016,480016,1
arin,reverse,2014-02,rr_type,_total,481779,480016,480016,1
arin,reverse,2014-02,sha1_signing_ds,_total,1763,269,269,1
arin,reverse,2014-02,sha1_signing_ds,other,881,129,129,1
arin,reverse,2014-02,sha1_signing_ds,sha1,882,143,143,1
arin,reverse,2014-03,algorithm_ds,10,6,1,1,1
arin,reverse,2014-03,algorithm_ds,5,694,122,122,1
arin,reverse,2014-03,algorithm_ds,7,188,23,23,1
arin,reverse,2014-03,algorithm_ds,8,873,129,129,1
arin,reverse,2014-03,algorithm_ds,_total,1761,269,269,1
arin,reverse,2014-03,all,all,483886,482125,482125,1
arin,reverse,2014-03,digest_type_ds,1,974,254,254,1
arin,reverse,2014-03,digest_type_ds,2,783,190,190,1
arin,reverse,2014-03,digest_type_ds,3,4,1,1,1
arin,reverse,2014-03,digest_type_ds,_total,1761,269,269,1
arin,reverse,2014-03,rr_type,DS,1761,269,269,1
arin,reverse,2014-03,rr_type,NS,482125,482125,482125,1
arin,reverse,2014-03,rr_type,_total,483886,482125,482125,1
arin,reverse,2014-03,sha1_signing_ds,_total,1761,269,269,1
arin,reverse,2014-03,sha1_signing_ds,other,879,129,129,1
arin,reverse,2014-03,sha1_signing_ds,sha1,882,143,143,1
arin,reverse,2014-04,algorithm_ds,10,6,1,1,1
arin,reverse,2014-04,algorithm_ds,5,694,122,122,1
arin,reverse,2014-04,algorithm_ds,7,188,23,23,1
arin,reverse,2014-04,algorithm_ds,8,922,137,137,1
arin,reverse,2014-04,algorithm_ds,_total,1810,277,277,1
arin,reverse,2014-04,all,all,486686,484876,484876,1
arin,reverse,2014-04,digest_type_ds,1,998,262,262,1
arin,reverse,2014-04,digest_type_ds,2,808,198,198,1
arin,reverse,2014-04,digest_type_ds,3,4,1,1,1
arin,reverse,2014-04,digest_type_ds,_total,1810,277,277,1
arin,reverse,2014-04,rr_type,DS,1810,277,277,1
arin,reverse,2014-04,rr_type,NS,484876,484876,484876,1
arin,reverse,2014-04,rr_type,_total,486686,484876,484876,1
arin,reverse,2014-04,sha1_signing_ds,_total,1810,277,277,1
arin,reverse,2014-04,sha1_signing_ds,other,928,137,137,1
arin,reverse,2014-04,sha1_signing_ds,sha1,882,143,143,1
arin,reverse,2014-05,algorithm_ds,10,6,1,1,1
arin,reverse,2014-05,algorithm_ds,5,670,121,121,1
arin,reverse,2014-05,algorithm_ds,7,182,20,20,1
arin,reverse,2014-05,algorithm_ds,8,916,136,136,1
arin,reverse,2014-05,algorithm_ds,_total,1774,272,272,1
arin,reverse,2014-05,all,all,487484,485710,485710,1
arin,reverse,2014-05,digest_type_ds,1,974,257,257,1
arin,reverse,2014-05,digest_type_ds,2,796,196,196,1
arin,reverse,2014-05,digest_type_ds,3,4,1,1,1
arin,reverse,2014-05,digest_type_ds,_total,1774,272,272,1
arin,reverse,2014-05,rr_type,DS,1774,272,272,1
arin,reverse,2014-05,rr_type,NS,485710,485710,485710,1
arin,reverse,2014-05,rr_type,_total,487484,485710,485710,1
arin,reverse,2014-05,sha1_signing_ds,_total,1774,272,272,1
arin,reverse,2014-05,sha1_signing_ds,other,922,136,136,1
arin,reverse,2014-05,sha1_signing_ds,sha1,852,139,139,1
arin,reverse,2014-06,algorithm_ds,10,6,1,1,1
arin,reverse,2014-06,algorithm_ds,5,676,122,122,1
arin,reverse,2014-06,algorithm_ds,7,179,20,20,1
arin,reverse,2014-06,algorithm_ds,8,919,137,137,1
arin,reverse,2014-06,algorithm_ds,_total,1780,274,274,1
arin,reverse,2014-06,all,all,489200,487420,487420,1
arin,reverse,2014-06,digest_type_ds,1,983,259,259,1
arin,reverse,2014-06,digest_type_ds,2,793,196,196,1
arin,reverse,2014-06,digest_type_ds,3,4,1,1,1
arin,reverse,2014-06,digest_type_ds,_total,1780,274,274,1
arin,reverse,2014-06,rr_type,DS,1780,274,274,1
arin,reverse,2014-06,rr_type,NS,487420,487420,487420,1
arin,reverse,2014-06,rr_type,_total,489200,487420,487420,1
arin,reverse,2014-06,sha1_signing_ds,_total,1780,274,274,1
arin,reverse,2014-06,sha1_signing_ds,other,925,137,137,1
arin,reverse,2014-06,sha1_signing_ds,sha1,855,140,140,1
arin,reverse,2014-07,algorithm_ds,10,20,4,4,1
arin,reverse,2014-07,algorithm_ds,5,707,131,131,1
arin,reverse,2014-07,algorithm_ds,7,144,26,26,1
arin,reverse,2014-07,algorithm_ds,8,933,139,139,1
arin,reverse,2014-07,algorithm_ds,_total,1804,293,293,1
arin,reverse,2014-07,all,all,491617,489813,489813,1
arin,reverse,2014-07,digest_type_ds,1,963,261,261,1
arin,reverse,2014-07,digest_type_ds,2,837,215,215,1
arin,reverse,2014-07,digest_type_ds,3,4,1,1,1
arin,reverse,2014-07,digest_type_ds,_total,1804,293,293,1
arin,reverse,2014-07,rr_type,DS,1804,293,293,1
arin,reverse,2014-07,rr_type,NS,489813,489813,489813,1
arin,reverse,2014-07,rr_type,_total,491617,489813,489813,1
arin,reverse,2014-07,sha1_signing_ds,_total,1804,293,293,1
arin,reverse,2014-07,sha1_signing_ds,other,953,141,141,1
arin,reverse,2014-07,sha1_signing_ds,sha1,851,155,155,1
arin,reverse,2014-08,algorithm_ds,10,20,4,4,1
arin,reverse,2014-08,algorithm_ds,5,776,141,141,1
arin,reverse,2014-08,algorithm_ds,7,152,27,27,1
arin,reverse,2014-08,algorithm_ds,8,1855,194,194,1
arin,reverse,2014-08,algorithm_ds,_total,2803,359,359,1
arin,reverse,2014-08,all,all,493837,491034,491034,1
arin,reverse,2014-08,digest_type_ds,1,1465,327,327,1
arin,reverse,2014-08,digest_type_ds,2,1334,280,280,1
arin,reverse,2014-08,digest_type_ds,3,4,1,1,1
arin,reverse,2014-08,digest_type_ds,_total,2803,359,359,1
arin,reverse,2014-08,rr_type,DS,2803,359,359,1
arin,reverse,2014-08,rr_type,NS,491034,491034,491034,1
arin,reverse,2014-08,rr_type,_total,493837,491034,491034,1
arin,reverse,2014-08,sha1_signing_ds,_total,2803,359,359,1
arin,reverse,2014-08,sha1_signing_ds,other,1875,196,196,1
arin,reverse,2014-08,sha1_signing_ds,sha1,928,166,166,1
arin,reverse,2014-09,algorithm_ds,10,9,5,5,1
arin,reverse,2014-09,algorithm_ds,5,277,165,165,1
arin,reverse,2014-09,algorithm_ds,7,66,39,39,1
arin,reverse,2014-09,algorithm_ds,8,698,254,254,1
arin,reverse,2014-09,algorithm_ds,_total,1050,462,462,1
arin,reverse,2014-09,all,all,490181,489131,489131,1
arin,reverse,2014-09,digest_type_ds,1,546,421,421,1
arin,reverse,2014-09,digest_type_ds,2,502,374,374,1
arin,reverse,2014-09,digest_type_ds,3,2,2,2,1
arin,reverse,2014-09,digest_type_ds,_total,1050,462,462,1
arin,reverse,2014-09,rr_type,DS,1050,462,462,1
arin,reverse,2014-09,rr_type,NS,489131,489131,489131,1
arin,reverse,2014-09,rr_type,_total,490181,489131,489131,1
arin,reverse,2014-09,sha1_signing_ds,_total,1050,462,462,1
arin,reverse,2014-09,sha1_signing_ds,other,707,259,259,1
arin,reverse,2014-09,sha1_signing_ds,sha1,343,204,204,1
arin,reverse,2014-10,algorithm_ds,10,9,5,5,1
arin,reverse,2014-10,algorithm_ds,5,279,167,167,1
arin,reverse,2014-10,algorithm_ds,7,67,40,40,1
arin,reverse,2014-10,algorithm_ds,8,700,256,256,1
arin,reverse,2014-10,algorithm_ds,_total,1055,467,467,1
arin,reverse,2014-10,all,all,492099,491044,491044,1
arin,reverse,2014-10,digest_type_ds,1,550,425,425,1
arin,reverse,2014-10,digest_type_ds,2,503,375,375,1
arin,reverse,2014-10,digest_type_ds,3,2,2,2,1
arin,reverse,2014-10,digest_type_ds,_total,1055,467,467,1
arin,reverse,2014-10,rr_type,DS,1055,467,467,1
arin,reverse,2014-10,rr_type,NS,491044,491044,491044,1
arin,reverse,2014-10,rr_type,_total,492099,491044,491044,1
arin,reverse,2014-10,sha1_signing_ds,_total,1055,467,467,1
arin,reverse,2014-10,sha1_signing_ds,other,709,261,261,1
arin,reverse,2014-10,sha1_signing_ds,sha1,346,207,207,1
arin,reverse,2014-11,algorithm_ds,10,9,5,5,1
arin,reverse,2014-11,algorithm_ds,5,279,167,167,1
arin,reverse,2014-11,algorithm_ds,7,71,44,44,1
arin,reverse,2014-11,algorithm_ds,8,702,257,257,1
arin,reverse,2014-11,algorithm_ds,_total,1061,472,472,1
arin,reverse,2014-11,all,all,494811,493750,493750,1
arin,reverse,2014-11,digest_type_ds,1,551,426,426,1
arin,reverse,2014-11,digest_type_ds,2,508,380,380,1
arin,reverse,2014-11,digest_type_ds,3,2,2,2,1
arin,reverse,2014-11,digest_type_ds,_total,1061,472,472,1
arin,reverse,2014-11,rr_type,DS,1061,472,472,1
arin,reverse,2014-11,rr_type,NS,493750,493750,493750,1
arin,reverse,2014-11,rr_type,_total,494811,493750,493750,1
arin,reverse,2014-11,sha1_signing_ds,_total,1061,472,472,1
arin,reverse,2014-11,sha1_signing_ds,other,711,262,262,1
arin,reverse,2014-11,sha1_signing_ds,sha1,350,211,211,1
arin,reverse,2014-12,algorithm_ds,10,9,5,5,1
arin,reverse,2014-12,algorithm_ds,5,305,179,179,1
arin,reverse,2014-12,algorithm_ds,7,71,44,44,1
arin,reverse,2014-12,algorithm_ds,8,704,258,258,1
arin,reverse,2014-12,algorithm_ds,_total,1089,484,484,1
arin,reverse,2014-12,all,all,495538,494449,494449,1
arin,reverse,2014-12,digest_type_ds,1,565,438,438,1
arin,reverse,2014-12,digest_type_ds,2,522,392,392,1
arin,reverse,2014-12,digest_type_ds,3,2,2,2,1
arin,reverse,2014-12,digest_type_ds,_total,1089,484,484,1
arin,reverse,2014-12,rr_type,DS,1089,484,484,1
arin,reverse,2014-12,rr_type,NS,494449,494449,494449,1
arin,reverse,2014-12,rr_type,_total,495538,494449,494449,1
arin,reverse,2014-12,sha1_signing_ds,_total,1089,484,484,1
arin,reverse,2014-12,sha1_signing_ds,other,713,263,263,1
arin,reverse,2014-12,sha1_signing_ds,sha1,376,223,223,1
arin,reverse,2015-01,algorithm_ds,10,11,6,6,1
arin,reverse,2015-01,algorithm_ds,5,304,179,179,1
arin,reverse,2015-01,algorithm_ds,7,73,44,44,1
arin,reverse,2015-01,algorithm_ds,8,702,257,257,1
arin,reverse,2015-01,algorithm_ds,_total,1090,484,484,1
arin,reverse,2015-01,all,all,499492,498402,498402,1
arin,reverse,2015-01,digest_type_ds,1,565,438,438,1
arin,reverse,2015-01,digest_type_ds,2,523,392,392,1
arin,reverse,2015-01,digest_type_ds,3,2,2,2,1
arin,reverse,2015-01,digest_type_ds,_total,1090,484,484,1
arin,reverse,2015-01,rr_type,DS,1090,484,484,1
arin,reverse,2015-01,rr_type,NS,498402,498402,498402,1
arin,reverse,2015-01,rr_type,_total,499492,498402,498402,1
arin,reverse,2015-01,sha1_signing_ds,_total,1090,484,484,1
arin,reverse,2015-01,sha1_signing_ds,other,713,263,263,1
arin,reverse,2015-01,sha1_signing_ds,sha1,377,223,223,1
arin,reverse,2015-02,algorithm_ds,10,7,4,4,1
arin,reverse,2015-02,algorithm_ds,5,310,181,181,1
arin,reverse,2015-02,algorithm_ds,7,73,45,45,1
arin,reverse,2015-02,algorithm_ds,8,709,262,262,1
arin,reverse,2015-02,algorithm_ds,_total,1099,489,489,1
arin,reverse,2015-02,all,all,501365,500266,500266,1
arin,reverse,2015-02,digest_type_ds,1,568,440,440,1
arin,reverse,2015-02,digest_type_ds,2,529,397,397,1
arin,reverse,2015-02,digest_type_ds,3,2,2,2,1
arin,reverse,2015-02,digest_type_ds,_total,1099,489,489,1
arin,reverse,2015-02,rr_type,DS,1099,489,489,1
arin,reverse,2015-02,rr_type,NS,500266,500266,500266,1
arin,reverse,2015-02,rr_type,_total,501365,500266,500266,1
