rfc_id,rfc_title,rfc_publication_date,first_seen,last_seen,days_from_publication_to_first_seen,observation_count,distinct_domains,distinct_zones,domains,zones,monthly_counts,yearly_counts,notes
RFC 3110,RSA/SHA-1 SIGs and RSA KEYs in the Domain Name System (DNS),2001-05-01T00:00:00,2009-04-01T00:00:00,2026-08-01T00:00:00,2892,241967,1042,5,0.119.203.in-addr.arpa; 100.50.194.in-addr.arpa; 11.6.199.in-addr.arpa; 141.70.192.in-addr.arpa; 204.195.199.in-addr.arpa; 218.171.104.in-addr.arpa; 90.74.212.in-addr.arpa,apnic; arin; ripe,2009-04=342; 2009-05=342; 2009-08=320; 2009-09=320; 2009-10=320; 2009-11=320; 2009-12=320; 2010-01=320; 2010-02=330; 2010-03=388; 2010-04=514; 2010-05=530; 2010-06=598; 2010-07=594; 2010-08=806; 2010-09=806; 2010-10=870; 2010-11=884; 2011-05=665; 2011-06=1083; 2011-07=1133; 2011-08=948; 2011-09=1440; 2011-10=1718; 2011-11=1700; 2011-12=1712; 2012-01=2087; 2012-02=1879; 2012-03=1879; 2012-04=1901; 2012-05=1917; 2012-06=1932; 2012-08=1986; 2012-09=2000; 2012-10=2004; 2012-11=2001; 2012-12=1940; 2013-01=2109; 2013-02=2132; 2013-03=2160; 2013-04=2176; 2013-05=2188; 2013-06=2190; 2013-07=2206; 2013-08=2250; 2013-09=2250; 2013-10=2261; 2013-11=2271; 2013-12=2989; 2014-01=2989; 2014-02=3002; 2014-03=2994; 2014-04=2962; 2014-05=2986; 2014-06=2972; 2014-07=2998; 2014-08=3044; 2014-09=3137; 2014-10=2650; 2014-11=2672; 2014-12=2688; 2015-01=2750; 2015-02=2748; 2015-03=2758; 2015-04=2878; 2015-05=2807; 2015-06=3121; 2015-07=3591; 2015-08=3681; 2015-09=3348; 2015-10=1069; 2015-11=1074; 2015-12=1074; 2016-01=1060; 2016-02=1042; 2016-04=1044; 2016-05=1038; 2016-06=1044; 2016-07=1026; 2016-08=989; 2016-09=1004; 2016-10=1004; 2016-11=1004; 2016-12=997; 2017-01=989; 2017-02=990; 2017-03=990; 2017-04=1179; 2017-05=1163; 2017-06=993; 2017-07=987; 2017-08=989; 2017-09=1002; 2017-10=988; 2017-11=986; 2017-12=991; 2018-01=993; 2018-02=993; 2018-03=991; 2018-04=991; 2018-05=997; 2018-06=997; 2018-07=988; 2018-08=990; 2018-09=990; 2018-10=990; 2018-11=1015; 2018-12=1016; 2019-01=1018; 2019-02=1021; 2019-03=1004; 2019-04=1006; 2019-05=929; 2019-06=893; 2019-07=893; 2019-08=849; 2019-09=849; 2019-10=841; 2019-11=841; 2019-12=843; 2020-01=839; 2020-02=853; 2020-03=853; 2020-04=855; 2020-05=858; 2020-06=1880; 2020-07=1288; 2020-08=834; 2020-09=834; 2020-10=824; 2020-11=816; 2020-12=832; 2021-02=835; 2021-03=835; 2021-04=835; 2021-05=844; 2021-06=786; 2021-07=792; 2021-08=792; 2021-09=776; 2021-10=777; 2021-11=777; 2021-12=792; 2022-01=813; 2022-02=799; 2022-03=809; 2022-04=796; 2022-05=797; 2022-06=797; 2022-07=797; 2022-08=797; 2022-09=797; 2022-10=797; 2022-11=798; 2022-12=793; 2023-01=784; 2023-02=782; 2023-03=785; 2023-04=782; 2023-05=782; 2023-06=782; 2023-07=782; 2023-08=782; 2023-09=787; 2023-10=777; 2023-11=798; 2023-12=798; 2024-01=782; 2024-02=761; 2024-03=756; 2024-04=750; 2024-05=750; 2024-06=814; 2024-07=728; 2024-08=726; 2024-09=714; 2024-10=715; 2024-11=715; 2024-12=713; 2025-01=696; 2025-02=696; 2025-03=694; 2025-04=673; 2025-05=673; 2025-06=673; 2025-07=669; 2025-08=669; 2025-09=664; 2025-10=664; 2025-11=664; 2025-12=663; 2026-01=663; 2026-02=663; 2026-03=659; 2026-04=629; 2026-05=629; 2026-06=610; 2026-07=610; 2026-08=603,2009=2284; 2010=6640; 2011=10399; 2012=21526; 2013=27182; 2014=35094; 2015=30899; 2016=11252; 2017=12247; 2018=11951; 2019=10987; 2020=11566; 2021=8841; 2022=9590; 2023=9421; 2024=8924; 2025=8098; 2026=5066,"241967 observation(s) counted for RFC 3110 (decisions counted: valid_match, ambiguous), spanning 2009-04-01T00:00:00 to 2026-08-01T00:00:00. Observation counts, first_seen and last_seen are exact over every row scanned. distinct_domains (1042) is a lower bound: the most distinct domains measured in any single month, summed across the disjoint OpenINTEL sources. Summing every partition's own estimate instead would give 67888, which counts a domain once per measurement day it appeared on; the true figure lies between the two, and this pipeline does not merge the underlying HyperLogLog sketches, so it cannot narrow that. The 7 listed domains and the listed zones come from sampled exemplars and are not the full set. Months with no qualifying observation are omitted rather than zero-filled, and a gap in OpenINTEL coverage is indistinguishable here from non-adoption."
RFC 4033,DNS Security Introduction and Requirements (DNSSEC base: RFC 4033/4034/4035),2005-03-01T00:00:00,2009-04-01T00:00:00,2026-08-01T00:00:00,1492,1875584,10930,5,0.119.203.in-addr.arpa; 0.8.6.c.6.0.6.2.ip6.arpa; 100.50.194.in-addr.arpa; 11.6.199.in-addr.arpa; 113.94.81.in-addr.arpa; 118.219.in-addr.arpa; 122.201.122.in-addr.arpa; 141.70.192.in-addr.arpa; 144.126.202.in-addr.arpa; 164.68.103.in-addr.arpa; 165.89.45.in-addr.arpa; 180.130.188.in-addr.arpa; 204.195.199.in-addr.arpa; 218.171.104.in-addr.arpa; 221.35.185.in-addr.arpa; 232.159.169.in-addr.arpa; 234.217.102.in-addr.arpa; 235.217.102.in-addr.arpa; 237.243.173.in-addr.arpa; 241.223.102.in-addr.arpa; 244.159.134.in-addr.arpa; 248.97.98.in-addr.arpa; 250.34.174.in-addr.arpa; 35.116.in-addr.arpa; 4.191.64.in-addr.arpa; 63.82.172.in-addr.arpa; 69.126.149.in-addr.arpa; 70.119.199.in-addr.arpa; 72.252.23.in-addr.arpa; 77.201.122.in-addr.arpa; 88.148.in-addr.arpa; 90.74.212.in-addr.arpa; 94.111.27.in-addr.arpa; 94.201.122.in-addr.arpa; 97.201.122.in-addr.arpa; 98.201.122.in-addr.arpa,afrinic; apnic; arin; ripe,2009-04=350; 2009-05=350; 2009-08=412; 2009-09=412; 2009-10=412; 2009-11=412; 2009-12=448; 2010-01=448; 2010-02=458; 2010-03=516; 2010-04=646; 2010-05=662; 2010-06=730; 2010-07=730; 2010-08=946; 2010-09=948; 2010-10=1016; 2010-11=1030; 2011-05=811; 2011-06=1240; 2011-07=1293; 2011-08=1187; 2011-09=1843; 2011-10=2123; 2011-11=2426; 2011-12=2438; 2012-01=2857; 2012-02=2839; 2012-03=2881; 2012-04=2918; 2012-05=2939; 2012-06=3203; 2012-08=3251; 2012-09=3268; 2012-10=3275; 2012-11=3575; 2012-12=3745; 2013-01=3931; 2013-02=4242; 2013-03=4024; 2013-04=4088; 2013-05=4122; 2013-06=4246; 2013-07=4379; 2013-08=4609; 2013-09=4681; 2013-10=4768; 2013-11=4784; 2013-12=5642; 2014-01=5867; 2014-02=6251; 2014-03=6313; 2014-04=6517; 2014-05=6614; 2014-06=6600; 2014-07=6684; 2014-08=6732; 2014-09=7785; 2014-10=6114; 2014-11=6455; 2014-12=6970; 2015-01=6906; 2015-02=6888; 2015-03=6890; 2015-04=7838; 2015-05=7817; 2015-06=8276; 2015-07=8466; 2015-08=8924; 2015-09=7848; 2015-10=3059; 2015-11=3075; 2015-12=4461; 2016-01=4442; 2016-02=4411; 2016-04=4490; 2016-05=4487; 2016-06=4500; 2016-07=4544; 2016-08=4559; 2016-09=4575; 2016-10=4700; 2016-11=4752; 2016-12=7637; 2017-01=8571; 2017-02=8867; 2017-03=8875; 2017-04=8781; 2017-05=8801; 2017-06=8808; 2017-07=9004; 2017-08=8996; 2017-09=10325; 2017-10=10195; 2017-11=10199; 2017-12=10257; 2018-01=10262; 2018-02=10309; 2018-03=10225; 2018-04=10239; 2018-05=10169; 2018-06=11109; 2018-07=11255; 2018-08=11265; 2018-09=11362; 2018-10=11357; 2018-11=11675; 2018-12=12898; 2019-01=13479; 2019-02=14673; 2019-03=14834; 2019-04=14879; 2019-05=9433; 2019-06=10713; 2019-07=11488; 2019-08=11514; 2019-09=11601; 2019-10=11710; 2019-11=11737; 2019-12=11811; 2020-01=12646; 2020-02=12728; 2020-03=12754; 2020-04=12763; 2020-05=12870; 2020-06=13915; 2020-07=13377; 2020-08=12837; 2020-09=12911; 2020-10=12962; 2020-11=13114; 2020-12=13360; 2021-02=13762; 2021-03=13824; 2021-04=14068; 2021-05=14135; 2021-06=14110; 2021-07=14099; 2021-08=14215; 2021-09=14392; 2021-10=14514; 2021-11=14635; 2021-12=14860; 2022-01=15027; 2022-02=15210; 2022-03=15371; 2022-04=15436; 2022-05=15682; 2022-06=15962; 2022-07=16063; 2022-08=16153; 2022-09=16255; 2022-10=16189; 2022-11=15933; 2022-12=15992; 2023-01=16025; 2023-02=16244; 2023-03=16345; 2023-04=16498; 2023-05=16532; 2023-06=16647; 2023-07=16725; 2023-08=16828; 2023-09=16987; 2023-10=17201; 2023-11=17336; 2023-12=17315; 2024-01=17408; 2024-02=17453; 2024-03=17483; 2024-04=17542; 2024-05=17540; 2024-06=17721; 2024-07=17868; 2024-08=17950; 2024-09=17900; 2024-10=18116; 2024-11=18075; 2024-12=18245; 2025-01=11118; 2025-02=11223; 2025-03=11333; 2025-04=11428; 2025-05=11515; 2025-06=11553; 2025-07=11713; 2025-08=11800; 2025-09=11837; 2025-10=12278; 2025-11=12082; 2025-12=12224; 2026-01=12273; 2026-02=12451; 2026-03=12702; 2026-04=12722; 2026-05=12867; 2026-06=13057; 2026-07=13213; 2026-08=13410,2009=2796; 2010=8130; 2011=13361; 2012=34751; 2013=53516; 2014=78902; 2015=80448; 2016=53097; 2017=111679; 2018=132125; 2019=147872; 2020=156237; 2021=156614; 2022=189273; 2023=200683; 2024=213301; 2025=140104; 2026=102695,"1875584 observation(s) counted for RFC 4033 (decisions counted: valid_match, ambiguous), spanning 2009-04-01T00:00:00 to 2026-08-01T00:00:00. Observation counts, first_seen and last_seen are exact over every row scanned. distinct_domains (10930) is a lower bound: the most distinct domains measured in any single month, summed across the disjoint OpenINTEL sources. Summing every partition's own estimate instead would give 867212, which counts a domain once per measurement day it appeared on; the true figure lies between the two, and this pipeline does not merge the underlying HyperLogLog sketches, so it cannot narrow that. The 36 listed domains and the listed zones come from sampled exemplars and are not the full set. Months with no qualifying observation are omitted rather than zero-filled, and a gap in OpenINTEL coverage is indistinguishable here from non-adoption."
RFC 4034,Resource Records for the DNS Security Extensions,2005-03-01T00:00:00,2009-04-01T00:00:00,2026-08-01T00:00:00,1492,1875584,10930,5,0.119.203.in-addr.arpa; 0.8.6.c.6.0.6.2.ip6.arpa; 100.50.194.in-addr.arpa; 11.6.199.in-addr.arpa; 113.94.81.in-addr.arpa; 118.219.in-addr.arpa; 122.201.122.in-addr.arpa; 141.70.192.in-addr.arpa; 144.126.202.in-addr.arpa; 164.68.103.in-addr.arpa; 165.89.45.in-addr.arpa; 180.130.188.in-addr.arpa; 204.195.199.in-addr.arpa; 218.171.104.in-addr.arpa; 221.35.185.in-addr.arpa; 232.159.169.in-addr.arpa; 234.217.102.in-addr.arpa; 235.217.102.in-addr.arpa; 237.243.173.in-addr.arpa; 241.223.102.in-addr.arpa; 244.159.134.in-addr.arpa; 248.97.98.in-addr.arpa; 250.34.174.in-addr.arpa; 35.116.in-addr.arpa; 4.191.64.in-addr.arpa; 63.82.172.in-addr.arpa; 69.126.149.in-addr.arpa; 70.119.199.in-addr.arpa; 72.252.23.in-addr.arpa; 77.201.122.in-addr.arpa; 88.148.in-addr.arpa; 90.74.212.in-addr.arpa; 94.111.27.in-addr.arpa; 94.201.122.in-addr.arpa; 97.201.122.in-addr.arpa; 98.201.122.in-addr.arpa,afrinic; apnic; arin; ripe,2009-04=350; 2009-05=350; 2009-08=412; 2009-09=412; 2009-10=412; 2009-11=412; 2009-12=448; 2010-01=448; 2010-02=458; 2010-03=516; 2010-04=646; 2010-05=662; 2010-06=730; 2010-07=730; 2010-08=946; 2010-09=948; 2010-10=1016; 2010-11=1030; 2011-05=811; 2011-06=1240; 2011-07=1293; 2011-08=1187; 2011-09=1843; 2011-10=2123; 2011-11=2426; 2011-12=2438; 2012-01=2857; 2012-02=2839; 2012-03=2881; 2012-04=2918; 2012-05=2939; 2012-06=3203; 2012-08=3251; 2012-09=3268; 2012-10=3275; 2012-11=3575; 2012-12=3745; 2013-01=3931; 2013-02=4242; 2013-03=4024; 2013-04=4088; 2013-05=4122; 2013-06=4246; 2013-07=4379; 2013-08=4609; 2013-09=4681; 2013-10=4768; 2013-11=4784; 2013-12=5642; 2014-01=5867; 2014-02=6251; 2014-03=6313; 2014-04=6517; 2014-05=6614; 2014-06=6600; 2014-07=6684; 2014-08=6732; 2014-09=7785; 2014-10=6114; 2014-11=6455; 2014-12=6970; 2015-01=6906; 2015-02=6888; 2015-03=6890; 2015-04=7838; 2015-05=7817; 2015-06=8276; 2015-07=8466; 2015-08=8924; 2015-09=7848; 2015-10=3059; 2015-11=3075; 2015-12=4461; 2016-01=4442; 2016-02=4411; 2016-04=4490; 2016-05=4487; 2016-06=4500; 2016-07=4544; 2016-08=4559; 2016-09=4575; 2016-10=4700; 2016-11=4752; 2016-12=7637; 2017-01=8571; 2017-02=8867; 2017-03=8875; 2017-04=8781; 2017-05=8801; 2017-06=8808; 2017-07=9004; 2017-08=8996; 2017-09=10325; 2017-10=10195; 2017-11=10199; 2017-12=10257; 2018-01=10262; 2018-02=10309; 2018-03=10225; 2018-04=10239; 2018-05=10169; 2018-06=11109; 2018-07=11255; 2018-08=11265; 2018-09=11362; 2018-10=11357; 2018-11=11675; 2018-12=12898; 2019-01=13479; 2019-02=14673; 2019-03=14834; 2019-04=14879; 2019-05=9433; 2019-06=10713; 2019-07=11488; 2019-08=11514; 2019-09=11601; 2019-10=11710; 2019-11=11737; 2019-12=11811; 2020-01=12646; 2020-02=12728; 2020-03=12754; 2020-04=12763; 2020-05=12870; 2020-06=13915; 2020-07=13377; 2020-08=12837; 2020-09=12911; 2020-10=12962; 2020-11=13114; 2020-12=13360; 2021-02=13762; 2021-03=13824; 2021-04=14068; 2021-05=14135; 2021-06=14110; 2021-07=14099; 2021-08=14215; 2021-09=14392; 2021-10=14514; 2021-11=14635; 2021-12=14860; 2022-01=15027; 2022-02=15210; 2022-03=15371; 2022-04=15436; 2022-05=15682; 2022-06=15962; 2022-07=16063; 2022-08=16153; 2022-09=16255; 2022-10=16189; 2022-11=15933; 2022-12=15992; 2023-01=16025; 2023-02=16244; 2023-03=16345; 2023-04=16498; 2023-05=16532; 2023-06=16647; 2023-07=16725; 2023-08=16828; 2023-09=16987; 2023-10=17201; 2023-11=17336; 2023-12=17315; 2024-01=17408; 2024-02=17453; 2024-03=17483; 2024-04=17542; 2024-05=17540; 2024-06=17721; 2024-07=17868; 2024-08=17950; 2024-09=17900; 2024-10=18116; 2024-11=18075; 2024-12=18245; 2025-01=11118; 2025-02=11223; 2025-03=11333; 2025-04=11428; 2025-05=11515; 2025-06=11553; 2025-07=11713; 2025-08=11800; 2025-09=11837; 2025-10=12278; 2025-11=12082; 2025-12=12224; 2026-01=12273; 2026-02=12451; 2026-03=12702; 2026-04=12722; 2026-05=12867; 2026-06=13057; 2026-07=13213; 2026-08=13410,2009=2796; 2010=8130; 2011=13361; 2012=34751; 2013=53516; 2014=78902; 2015=80448; 2016=53097; 2017=111679; 2018=132125; 2019=147872; 2020=156237; 2021=156614; 2022=189273; 2023=200683; 2024=213301; 2025=140104; 2026=102695,"1875584 observation(s) counted for RFC 4034 (decisions counted: valid_match, ambiguous), spanning 2009-04-01T00:00:00 to 2026-08-01T00:00:00. Observation counts, first_seen and last_seen are exact over every row scanned. distinct_domains (10930) is a lower bound: the most distinct domains measured in any single month, summed across the disjoint OpenINTEL sources. Summing every partition's own estimate instead would give 867212, which counts a domain once per measurement day it appeared on; the true figure lies between the two, and this pipeline does not merge the underlying HyperLogLog sketches, so it cannot narrow that. The 36 listed domains and the listed zones come from sampled exemplars and are not the full set. Months with no qualifying observation are omitted rather than zero-filled, and a gap in OpenINTEL coverage is indistinguishable here from non-adoption."
RFC 4509,Use of SHA-256 in DNSSEC Delegation Signer (DS) Resource Records,2006-05-01T00:00:00,2009-04-01T00:00:00,2026-08-01T00:00:00,1066,1079660,10535,5,11.6.199.in-addr.arpa; 218.171.104.in-addr.arpa; 232.159.169.in-addr.arpa; 248.97.98.in-addr.arpa; 250.34.174.in-addr.arpa; 4.191.64.in-addr.arpa; 63.82.172.in-addr.arpa; 69.126.149.in-addr.arpa; 70.119.199.in-addr.arpa; 88.148.in-addr.arpa; 98.201.122.in-addr.arpa,afrinic; apnic; arin; ripe,2009-04=20; 2009-05=20; 2009-08=66; 2009-09=66; 2009-10=66; 2009-11=66; 2009-12=66; 2010-01=66; 2010-02=70; 2010-03=98; 2010-04=162; 2010-05=162; 2010-06=194; 2010-07=194; 2010-08=196; 2010-09=196; 2010-10=246; 2010-11=274; 2011-05=279; 2011-06=297; 2011-07=322; 2011-08=393; 2011-09=599; 2011-10=615; 2011-11=775; 2011-12=781; 2012-01=990; 2012-02=1086; 2012-03=1107; 2012-04=1123; 2012-05=1136; 2012-06=1299; 2012-08=1316; 2012-09=1327; 2012-10=1331; 2012-11=1495; 2012-12=1595; 2013-01=1676; 2013-02=1835; 2013-03=1726; 2013-04=1755; 2013-05=1769; 2013-06=1829; 2013-07=1895; 2013-08=1955; 2013-09=1961; 2013-10=2006; 2013-11=2047; 2013-12=2473; 2014-01=2587; 2014-02=2784; 2014-03=2794; 2014-04=2908; 2014-05=2963; 2014-06=2967; 2014-07=2982; 2014-08=3037; 2014-09=3568; 2014-10=2799; 2014-11=3115; 2014-12=3371; 2015-01=3340; 2015-02=3338; 2015-03=3341; 2015-04=3991; 2015-05=4012; 2015-06=4289; 2015-07=4384; 2015-08=4577; 2015-09=4060; 2015-10=1628; 2015-11=1635; 2015-12=2337; 2016-01=2327; 2016-02=2315; 2016-04=2379; 2016-05=2374; 2016-06=2381; 2016-07=2407; 2016-08=2431; 2016-09=2441; 2016-10=2504; 2016-11=2528; 2016-12=3971; 2017-01=4446; 2017-02=4669; 2017-03=4673; 2017-04=4626; 2017-05=4670; 2017-06=4673; 2017-07=4774; 2017-08=4772; 2017-09=5139; 2017-10=5094; 2017-11=5088; 2017-12=5108; 2018-01=5114; 2018-02=5108; 2018-03=5060; 2018-04=5069; 2018-05=5045; 2018-06=5387; 2018-07=5464; 2018-08=5462; 2018-09=5523; 2018-10=5516; 2018-11=5672; 2018-12=6311; 2019-01=6728; 2019-02=7322; 2019-03=7438; 2019-04=7475; 2019-05=4949; 2019-06=5671; 2019-07=6068; 2019-08=6097; 2019-09=6160; 2019-10=6217; 2019-11=6229; 2019-12=6250; 2020-01=6693; 2020-02=6755; 2020-03=6766; 2020-04=6772; 2020-05=6825; 2020-06=7351; 2020-07=7089; 2020-08=6833; 2020-09=6893; 2020-10=6925; 2020-11=7058; 2020-12=7226; 2021-02=7407; 2021-03=7481; 2021-04=7681; 2021-05=7741; 2021-06=7737; 2021-07=7743; 2021-08=7840; 2021-09=7987; 2021-10=8113; 2021-11=8231; 2021-12=8364; 2022-01=8519; 2022-02=8671; 2022-03=8808; 2022-04=8887; 2022-05=9093; 2022-06=9279; 2022-07=9367; 2022-08=9429; 2022-09=9500; 2022-10=9514; 2022-11=9555; 2022-12=9802; 2023-01=9871; 2023-02=10108; 2023-03=10184; 2023-04=10310; 2023-05=10371; 2023-06=10505; 2023-07=10573; 2023-08=10654; 2023-09=10810; 2023-10=10967; 2023-11=11076; 2023-12=11053; 2024-01=11138; 2024-02=11199; 2024-03=11194; 2024-04=11277; 2024-05=11282; 2024-06=11434; 2024-07=11615; 2024-08=11716; 2024-09=11672; 2024-10=11883; 2024-11=12015; 2024-12=12057; 2025-01=8409; 2025-02=8502; 2025-03=8624; 2025-04=8716; 2025-05=8802; 2025-06=8832; 2025-07=8944; 2025-08=9035; 2025-09=9084; 2025-10=9392; 2025-11=9340; 2025-12=9467; 2026-01=9504; 2026-02=9644; 2026-03=9900; 2026-04=9938; 2026-05=10082; 2026-06=10295; 2026-07=10563; 2026-08=10735,2009=370; 2010=1858; 2011=4061; 2012=13805; 2013=22927; 2014=35875; 2015=40932; 2016=28058; 2017=57732; 2018=64731; 2019=76604; 2020=83186; 2021=86325; 2022=110424; 2023=126482; 2024=138482; 2025=107147; 2026=80661,"1079660 observation(s) counted for RFC 4509 (decisions counted: valid_match, ambiguous), spanning 2009-04-01T00:00:00 to 2026-08-01T00:00:00. Observation counts, first_seen and last_seen are exact over every row scanned. distinct_domains (10535) is a lower bound: the most distinct domains measured in any single month, summed across the disjoint OpenINTEL sources. Summing every partition's own estimate instead would give 823554, which counts a domain once per measurement day it appeared on; the true figure lies between the two, and this pipeline does not merge the underlying HyperLogLog sketches, so it cannot narrow that. The 11 listed domains and the listed zones come from sampled exemplars and are not the full set. Months with no qualifying observation are omitted rather than zero-filled, and a gap in OpenINTEL coverage is indistinguishable here from non-adoption."
RFC 5702,Use of SHA-2 Algorithms with RSA in DNSKEY and RRSIG Resource Records for DNSSEC,2009-10-01T00:00:00,2010-04-01T00:00:00,2026-08-01T00:00:00,182,983357,5213,5,118.219.in-addr.arpa; 144.126.202.in-addr.arpa; 234.217.102.in-addr.arpa; 235.217.102.in-addr.arpa; 241.223.102.in-addr.arpa; 244.159.134.in-addr.arpa; 35.116.in-addr.arpa; 69.126.149.in-addr.arpa,afrinic; apnic; arin; ripe,2010-04=4; 2010-05=4; 2010-06=4; 2010-07=8; 2010-08=10; 2010-09=10; 2010-10=10; 2010-11=10; 2011-05=53; 2011-06=64; 2011-07=67; 2011-08=68; 2011-09=144; 2011-10=144; 2011-11=212; 2011-12=212; 2012-01=212; 2012-02=358; 2012-03=384; 2012-04=399; 2012-05=404; 2012-06=649; 2012-08=637; 2012-09=639; 2012-10=640; 2012-11=852; 2012-12=958; 2013-01=1156; 2013-02=1448; 2013-03=1208; 2013-04=1208; 2013-05=1218; 2013-06=1336; 2013-07=1462; 2013-08=1787; 2013-09=1845; 2013-10=1905; 2013-11=1909; 2013-12=2031; 2014-01=2250; 2014-02=2355; 2014-03=2681; 2014-04=2917; 2014-05=2990; 2014-06=3004; 2014-07=3065; 2014-08=3106; 2014-09=4053; 2014-10=2955; 2014-11=3265; 2014-12=3598; 2015-01=3602; 2015-02=3576; 2015-03=3558; 2015-04=4325; 2015-05=4379; 2015-06=4434; 2015-07=4438; 2015-08=4801; 2015-09=4111; 2015-10=1872; 2015-11=1883; 2015-12=3263; 2016-01=3254; 2016-02=3241; 2016-04=3312; 2016-05=3297; 2016-06=3304; 2016-07=3366; 2016-08=3435; 2016-09=3437; 2016-10=3562; 2016-11=3602; 2016-12=6488; 2017-01=7430; 2017-02=7725; 2017-03=7725; 2017-04=7455; 2017-05=7495; 2017-06=7500; 2017-07=7536; 2017-08=7524; 2017-09=7583; 2017-10=7472; 2017-11=7461; 2017-12=7465; 2018-01=7442; 2018-02=7403; 2018-03=7218; 2018-04=7224; 2018-05=7127; 2018-06=7131; 2018-07=7194; 2018-08=7197; 2018-09=7197; 2018-10=7161; 2018-11=7183; 2018-12=8327; 2019-01=8363; 2019-02=9541; 2019-03=9581; 2019-04=9606; 2019-05=5690; 2019-06=6689; 2019-07=7342; 2019-08=7367; 2019-09=7423; 2019-10=7430; 2019-11=7426; 2019-12=7377; 2020-01=8145; 2020-02=8105; 2020-03=8108; 2020-04=8104; 2020-05=8118; 2020-06=8142; 2020-07=8159; 2020-08=8081; 2020-09=8081; 2020-10=8100; 2020-11=8145; 2020-12=8238; 2021-02=8265; 2021-03=8278; 2021-04=8371; 2021-05=8417; 2021-06=8436; 2021-07=8403; 2021-08=8409; 2021-09=8411; 2021-10=8431; 2021-11=8454; 2021-12=8963; 2022-01=9043; 2022-02=9071; 2022-03=9055; 2022-04=9034; 2022-05=9106; 2022-06=9121; 2022-07=9150; 2022-08=9197; 2022-09=9186; 2022-10=9203; 2022-11=8848; 2022-12=8707; 2023-01=8678; 2023-02=8690; 2023-03=8691; 2023-04=8705; 2023-05=8602; 2023-06=8598; 2023-07=8605; 2023-08=8607; 2023-09=8701; 2023-10=8704; 2023-11=8704; 2023-12=8559; 2024-01=8566; 2024-02=8566; 2024-03=8590; 2024-04=8604; 2024-05=8592; 2024-06=8590; 2024-07=8630; 2024-08=8612; 2024-09=8630; 2024-10=8667; 2024-11=8345; 2024-12=8280; 2025-01=2938; 2025-02=2940; 2025-03=2962; 2025-04=2983; 2025-05=2967; 2025-06=2964; 2025-07=2981; 2025-08=2939; 2025-09=2897; 2025-10=3174; 2025-11=2864; 2025-12=2893; 2026-01=2869; 2026-02=2955; 2026-03=2945; 2026-04=2985; 2026-05=2984; 2026-06=3031; 2026-07=3024; 2026-08=3003,2010=60; 2011=964; 2012=6132; 2013=18513; 2014=36239; 2015=44242; 2016=40298; 2017=90371; 2018=87804; 2019=93835; 2020=97526; 2021=92838; 2022=108721; 2023=103844; 2024=102672; 2025=35502; 2026=23796,"983357 observation(s) counted for RFC 5702 (decisions counted: valid_match, ambiguous), spanning 2010-04-01T00:00:00 to 2026-08-01T00:00:00. Observation counts, first_seen and last_seen are exact over every row scanned. distinct_domains (5213) is a lower bound: the most distinct domains measured in any single month, summed across the disjoint OpenINTEL sources. Summing every partition's own estimate instead would give 470883, which counts a domain once per measurement day it appeared on; the true figure lies between the two, and this pipeline does not merge the underlying HyperLogLog sketches, so it cannot narrow that. The 8 listed domains and the listed zones come from sampled exemplars and are not the full set. Months with no qualifying observation are omitted rather than zero-filled, and a gap in OpenINTEL coverage is indistinguishable here from non-adoption."
RFC 5933,Use of GOST Signature Algorithms in DNSKEY and RRSIG Resource Records for DNSSEC,2010-07-01T00:00:00,2013-01-01T00:00:00,2015-09-01T00:00:00,915,702,5,1,180.130.188.in-addr.arpa; 221.35.185.in-addr.arpa,ripe,2013-01=18; 2013-02=12; 2013-03=12; 2013-04=12; 2013-05=12; 2013-06=12; 2013-07=12; 2013-08=12; 2013-09=12; 2013-10=12; 2013-11=12; 2013-12=30; 2014-01=30; 2014-02=18; 2014-03=18; 2014-04=18; 2014-05=18; 2014-06=18; 2014-07=18; 2014-08=18; 2014-09=18; 2014-10=18; 2014-11=18; 2014-12=27; 2015-01=27; 2015-02=27; 2015-03=27; 2015-04=36; 2015-05=36; 2015-06=36; 2015-07=36; 2015-08=36; 2015-09=36,2013=168; 2014=237; 2015=297,"702 observation(s) counted for RFC 5933 (decisions counted: valid_match, ambiguous), spanning 2013-01-01T00:00:00 to 2015-09-01T00:00:00. Also observed but not counted: 19865 partial_match. Observation counts, first_seen and last_seen are exact over every row scanned. distinct_domains (5) is a lower bound: the most distinct domains measured in any single month, summed across the disjoint OpenINTEL sources. Summing every partition's own estimate instead would give 93, which counts a domain once per measurement day it appeared on; the true figure lies between the two, and this pipeline does not merge the underlying HyperLogLog sketches, so it cannot narrow that. The 2 listed domains and the listed zones come from sampled exemplars and are not the full set. Months with no qualifying observation are omitted rather than zero-filled, and a gap in OpenINTEL coverage is indistinguishable here from non-adoption."
