signal_id,rfc_id,rfc_title,decision,score,confidence,timestamp_valid,observation_timestamp,rfc_publication_date,domain,zone,matched_indicator_ids,failed_indicator_ids,matched_fields,missing_fields,base_indicator_score,specificity_multiplier,required_match_bonus,optional_match_bonus,missing_required_penalty,partial_match_penalty,ambiguity_penalty,timestamp_penalty,final_score,trace_id,reasoning_summary
sig_0001,RFC 6605,Elliptic Curve Digital Signature Algorithm (DSA) for DNSSEC,valid_match,13.125,very_high,true,2018-05-01T00:14:47,2012-04-01T00:00:00,membranes.nu.,nu,rfc6605_ecdsa_algorithm; rfc6605_ecdsa_on_key_or_signature,,algorithm; rr_type,,9.0,1.25,0.0,1.5,0.0,0.0,0.0,0.0,13.125,trace_sig_0001_rfc6605,"RFC 6605 matched signal sig_0001: the required indicator rfc6605_ecdsa_algorithm passed because algorithm=13 is in [13, 14]. Corroborating indicators also matched: rfc6605_ecdsa_on_key_or_signature. The observation on 2018-05-01T00:14:47 is 2221 days after RFC 6605's publication on 2012-04-01, so the timestamp is valid. Score 13.125 (very_high) = (9.0 required + 1.5 optional) x 1.25 high specificity."
sig_0001,RFC 7344,Automating DNSSEC Delegation Trust Maintenance,valid_match,11.25,high,true,2018-05-01T00:14:47,2014-09-01T00:00:00,membranes.nu.,nu,rfc7344_cds_cdnskey_present,rfc7344_cds_publishes_digest,rr_type,digest_type,9.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,11.25,trace_sig_0001_rfc7344,"RFC 7344 matched signal sig_0001: the required indicator rfc7344_cds_cdnskey_present passed because rr_type=CDNSKEY is in [CDS, CDNSKEY]. Indicator rfc7344_cds_publishes_digest did not match: rr_type=CDNSKEY does not equal the expected value CDS. The observation on 2018-05-01T00:14:47 is 1338 days after RFC 7344's publication on 2014-09-01, so the timestamp is valid. Score 11.25 (high) = (9.0 required) x 1.25 high specificity."
sig_0001,RFC 4033,DNS Security Introduction and Requirements (DNSSEC base: RFC 4033/4034/4035),partial_match,0.0,none,true,2018-05-01T00:14:47,2005-03-01T00:00:00,membranes.nu.,nu,rfc4033_dnssec_algorithm_present,rfc4033_base_dnssec_record_present; rfc4033_dnssec_ok_negotiated,algorithm,dnssec_ok_flag,0.0,0.75,0.0,1.0,3.0,0.0,0.0,0.0,0.0,trace_sig_0001_rfc4033,"RFC 4033 partially matches signal sig_0001: the optional indicator rfc4033_dnssec_algorithm_present passed because algorithm is present (observed 13). The required indicator rfc4033_base_dnssec_record_present was not satisfied: rr_type=CDNSKEY is not in [DNSKEY, DS, RRSIG, NSEC]. The observation on 2018-05-01T00:14:47 is 4809 days after RFC 4033's publication on 2005-03-01, so the timestamp is valid. Score 0.0 (none): the penalties leave a raw total of -2.0, which is clamped to 0 before the 0.75 low specificity multiplier."
sig_0001,RFC 4509,Use of SHA-256 in DNSSEC Delegation Signer (DS) Resource Records,no_match,0.0,none,true,2018-05-01T00:14:47,2006-05-01T00:00:00,membranes.nu.,nu,,rfc4509_ds_sha256_digest,,digest_type,0.0,1.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,trace_sig_0001_rfc4509,"RFC 4509 does not explain signal sig_0001: the required indicator rfc4509_ds_sha256_digest failed because rr_type=CDNSKEY is not in [DS, CDS]. The observation on 2018-05-01T00:14:47 is 4383 days after RFC 4509's publication on 2006-05-01, so the timestamp is valid. Score 0.0 (none): no required indicator matched, so there is nothing to score."
sig_0001,RFC 5155,DNS Security (DNSSEC) Hashed Authenticated Denial of Existence,no_match,0.0,none,true,2018-05-01T00:14:47,2008-03-01T00:00:00,membranes.nu.,nu,,rfc5155_nsec3_hash_algorithm; rfc5155_nsec3_record_present,,,0.0,1.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,trace_sig_0001_rfc5155,"RFC 5155 does not explain signal sig_0001: the required indicator rfc5155_nsec3_record_present failed because rr_type=CDNSKEY is not in [NSEC3, NSEC3PARAM]. The observation on 2018-05-01T00:14:47 is 3713 days after RFC 5155's publication on 2008-03-01, so the timestamp is valid. Score 0.0 (none): no required indicator matched, so there is nothing to score."
sig_0001,RFC 8078,Managing DS Records from the Parent via CDS/CDNSKEY,no_match,0.0,none,true,2018-05-01T00:14:47,2017-03-01T00:00:00,membranes.nu.,nu,,rfc8078_cds_cdnskey_algorithm_zero; rfc8078_delete_signal_digest_zero,,digest_type,0.0,1.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,trace_sig_0001_rfc8078,"RFC 8078 does not explain signal sig_0001: the required indicator rfc8078_cds_cdnskey_algorithm_zero failed because algorithm=13 does not equal the expected value 0. The observation on 2018-05-01T00:14:47 is 426 days after RFC 8078's publication on 2017-03-01, so the timestamp is valid. Score 0.0 (none): no required indicator matched, so there is nothing to score."
sig_0001,RFC 8080,Edwards-Curve Digital Security Algorithm (EdDSA) for DNSSEC,no_match,0.0,none,true,2018-05-01T00:14:47,2017-02-01T00:00:00,membranes.nu.,nu,,rfc8080_eddsa_algorithm; rfc8080_eddsa_on_key_or_signature,,,0.0,1.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,trace_sig_0001_rfc8080,"RFC 8080 does not explain signal sig_0001: the required indicator rfc8080_eddsa_algorithm failed because algorithm=13 is not in [15, 16]. The observation on 2018-05-01T00:14:47 is 454 days after RFC 8080's publication on 2017-02-01, so the timestamp is valid. Score 0.0 (none): no required indicator matched, so there is nothing to score."
sig_0001,RFC 8624,Algorithm Implementation Requirements and Usage Guidance for DNSSEC,timestamp_invalid,0.0,none,false,2018-05-01T00:14:47,2019-06-01T00:00:00,membranes.nu.,nu,rfc8624_avoids_deprecated_algorithm; rfc8624_recommended_signing_algorithm,,algorithm,rr_type; validator_algorithm_support,5.0,0.75,0.0,1.5,0.0,0.0,2.0,3.375,0.0,trace_sig_0001_rfc8624,"RFC 8624 cannot explain signal sig_0001: although algorithm=13 satisfy the required indicator rfc8624_recommended_signing_algorithm, the observation on 2018-05-01T00:14:47 predates RFC 8624's publication on 2019-06-01 by 396 days. An observation cannot evidence adoption of an RFC that did not yet exist, so the score of 3.375 is forfeited and this is routed to the review queue. The withheld score derives from (5.0 required + 1.5 optional - 2.0 ambiguity penalty) x 0.75 low specificity."
sig_0002,RFC 4509,Use of SHA-256 in DNSSEC Delegation Signer (DS) Resource Records,valid_match,11.25,high,true,2018-05-01T00:57:25,2006-05-01T00:00:00,xn--h-1fa.nu.,nu,rfc4509_ds_sha256_digest,,digest_type; rr_type,,9.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,11.25,trace_sig_0002_rfc4509,"RFC 4509 matched signal sig_0002: the required indicator rfc4509_ds_sha256_digest passed because rr_type=DS is in [DS, CDS] and digest_type=2 equals the expected value 2. The observation on 2018-05-01T00:57:25 is 4383 days after RFC 4509's publication on 2006-05-01, so the timestamp is valid. Score 11.25 (high) = (9.0 required) x 1.25 high specificity."
sig_0002,RFC 4033,DNS Security Introduction and Requirements (DNSSEC base: RFC 4033/4034/4035),valid_match,3.75,low,true,2018-05-01T00:57:25,2005-03-01T00:00:00,xn--h-1fa.nu.,nu,rfc4033_base_dnssec_record_present; rfc4033_dnssec_algorithm_present,rfc4033_dnssec_ok_negotiated,algorithm; rr_type,dnssec_ok_flag,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,3.75,trace_sig_0002_rfc4033,"RFC 4033 matched signal sig_0002: the required indicator rfc4033_base_dnssec_record_present passed because rr_type=DS is in [DNSKEY, DS, RRSIG, NSEC]. Corroborating indicators also matched: rfc4033_dnssec_algorithm_present. Indicator rfc4033_dnssec_ok_negotiated did not match: field 'dnssec_ok_flag' is absent from this observation, so the condition 'dnssec_ok_flag must equal true' could not be satisfied (absence is not evidence). The observation on 2018-05-01T00:57:25 is 4809 days after RFC 4033's publication on 2005-03-01, so the timestamp is valid. Score 3.75 (low) = (4.0 required + 1.0 optional) x 0.75 low specificity."
