project,version,released,month,in_corpus_span,changes_in_window,window_months,corpus_median_window
kresd,5.2.1,2020-12-09,2020-12,True,316,3,229
kresd,5.3.0,2021-02-25,2021-02,True,343,3,229
kresd,5.3.1,2021-03-31,2021-03,True,219,3,229
kresd,5.3.2,2021-05-05,2021-05,True,122,3,229
kresd,5.4.0,2021-07-29,2021-07,True,206,3,229
kresd,5.4.1,2021-08-19,2021-08,True,258,3,229
kresd,5.4.2,2021-10-13,2021-10,True,292,3,229
kresd,5.4.3,2021-12-01,2021-12,True,370,3,229
kresd,5.4.4,2022-01-05,2022-01,True,294,3,229
kresd,5.5.0,2022-03-15,2022-03,True,329,3,229
kresd,5.5.1,2022-06-14,2022-06,True,243,3,229
kresd,5.5.2,2022-08-16,2022-08,True,180,3,229
kresd,5.5.3,2022-09-21,2022-09,True,236,3,229
kresd,5.6.0,2023-01-26,2023-01,True,256,3,229
kresd,6.0.1,2023-06-23,2023-06,True,253,3,229
kresd,5.7.0,2023-08-22,2023-08,True,291,3,229
kresd,6.0.2,2023-08-30,2023-08,True,291,3,229
kresd,6.0.3,2023-09-25,2023-09,True,296,3,229
kresd,6.0.4,2023-10-05,2023-10,True,389,3,229
kresd,6.0.5,2024-01-09,2024-01,True,251,3,229
kresd,5.7.1,2024-02-13,2024-02,True,280,3,229
kresd,6.0.6,2024-02-13,2024-02,True,280,3,229
kresd,5.7.2,2024-03-27,2024-03,True,272,3,229
kresd,6.0.7,2024-03-27,2024-03,True,272,3,229
kresd,5.7.3,2024-05-30,2024-05,True,422,3,229
kresd,5.7.4,2024-07-23,2024-07,True,385,3,229
kresd,6.0.8,2024-07-23,2024-07,True,385,3,229
kresd,6.0.9,2024-11-11,2024-11,True,443,3,229
kresd,6.0.10,2025-01-20,2025-01,True,370,3,229
kresd,6.0.11,2025-02-26,2025-02,True,343,3,229
kresd,5.7.5,2025-04-24,2025-04,True,260,3,229
kresd,6.0.12,2025-04-24,2025-04,True,260,3,229
kresd,6.0.13,2025-05-29,2025-05,True,278,3,229
kresd,6.0.14,2025-06-03,2025-06,True,327,3,229
kresd,5.7.6,2025-07-17,2025-07,True,354,3,229
kresd,6.0.15,2025-07-17,2025-07,True,354,3,229
kresd,6.0.16,2025-10-30,2025-10,True,477,3,229
kresd,6.0.17,2025-12-02,2025-12,True,308,3,229
kresd,6.1.0,2026-01-08,2026-01,True,407,3,229
kresd,6.2.0,2026-02-03,2026-02,True,424,3,229
kresd,6.3.0,2026-04-27,2026-04,True,324,3,229
kresd,6.4.0,2026-06-17,2026-06,True,437,3,229
kresd,5.7.7,2026-07-22,2026-07,True,306,3,229
kresd,6.4.1,2026-07-22,2026-07,True,306,3,229
kresd,5.7.8,2026-08-05,2026-08,True,142,3,229
kresd,6.4.2,2026-08-05,2026-08,True,142,3,229
nsd,1.0.3,2002-09-26,2002-09,False,,3,229
nsd,1.0.2,2002-10-14,2002-10,False,,3,229
nsd,1.1.0,2003-03-20,2003-03,False,,3,229
nsd,1.2.0,2003-07-09,2003-07,False,,3,229
nsd,1.2.1,2003-07-09,2003-07,False,,3,229
nsd,1.2.2,2003-07-09,2003-07,False,,3,229
nsd,1.2.3,2003-07-09,2003-07,False,,3,229
nsd,1.2.4,2003-07-09,2003-07,False,,3,229
nsd,2.0.0,2004-02-12,2004-02,False,,3,229
nsd,2.0.1,2004-02-25,2004-02,False,,3,229
nsd,2.0.2,2004-02-25,2004-02,False,,3,229
nsd,2.1.0,2004-05-12,2004-05,False,,3,229
nsd,2.1.3,2004-06-22,2004-06,False,,3,229
nsd,2.1.4,2004-06-22,2004-06,False,,3,229
nsd,2.1.5,2004-06-22,2004-06,False,,3,229
nsd,2.1.1,2004-06-30,2004-06,False,,3,229
nsd,2.1.2,2004-07-29,2004-07,False,,3,229
nsd,2.2.0,2005-01-10,2005-01,False,,3,229
nsd,2.2.1,2005-01-10,2005-01,False,,3,229
nsd,2.3.0,2005-01-10,2005-01,False,,3,229
nsd,2.3.1,2005-08-30,2005-08,False,,3,229
nsd,2.3.2,2005-12-05,2005-12,False,,3,229
nsd,2.3.3,2005-12-07,2005-12,False,,3,229
nsd,2.3.4,2006-05-01,2006-05,False,,3,229
nsd,2.3.5,2006-05-23,2006-05,False,,3,229
nsd,3.0.0,2006-09-05,2006-09,False,,3,229
nsd,3.0.1,2006-09-06,2006-09,False,,3,229
nsd,2.3.6,2006-09-29,2006-09,False,,3,229
nsd,3.0.2,2006-11-02,2006-11,False,,3,229
nsd,3.0.3,2006-12-07,2006-12,False,,3,229
nsd,3.0.4,2007-01-16,2007-01,False,,3,229
nsd,2.3.7,2007-04-13,2007-04,False,,3,229
nsd,3.0.5,2007-06-26,2007-06,False,,3,229
nsd,3.0.6,2007-09-07,2007-09,False,,3,229
nsd,3.0.7,2007-11-13,2007-11,False,,3,229
nsd,3.0.8,2008-04-18,2008-04,False,,3,229
nsd,3.1.0,2008-06-23,2008-06,False,,3,229
nsd,3.1.1,2008-07-17,2008-07,False,,3,229
nsd,3.2.0,2008-11-10,2008-11,False,,3,229
nsd,3.2.1,2009-01-16,2009-01,False,,3,229
nsd,3.2.2,2009-05-13,2009-05,False,,3,229
nsd,3.2.3,2009-08-11,2009-08,True,44,3,229
nsd,3.2.4,2009-12-23,2009-12,True,29,3,229
nsd,3.2.5,2010-04-14,2010-04,True,59,3,229
nsd,3.2.6,2010-07-20,2010-07,True,111,3,229
nsd,3.2.7,2011-01-17,2011-01,False,,3,229
nsd,3.2.8,2011-03-22,2011-03,False,,3,229
nsd,3.2.9,2011-11-02,2011-11,True,201,3,229
nsd,3.2.10,2012-02-09,2012-02,True,86,3,229
nsd,3.2.11,2012-06-18,2012-06,True,52,3,229
nsd,3.2.12,2012-07-09,2012-07,False,,3,229
nsd,3.2.13,2012-07-19,2012-07,False,,3,229
nsd,3.2.14,2012-10-24,2012-10,True,124,3,229
nsd,3.2.15,2013-01-29,2013-01,True,184,3,229
nsd,3.2.16,2013-07-09,2013-07,True,118,3,229
nsd,4.0.0,2013-10-29,2013-10,True,266,3,229
nsd,3.2.17,2014-01-20,2014-01,True,180,3,229
nsd,4.0.1,2014-01-21,2014-01,True,180,3,229
nsd,4.0.2,2014-03-12,2014-03,True,193,3,229
nsd,4.0.3,2014-03-14,2014-03,True,193,3,229
nsd,3.2.18,2014-07-09,2014-07,True,169,3,229
nsd,4.1.0,2014-09-04,2014-09,True,462,3,229
nsd,4.1.1,2015-02-03,2015-02,True,161,3,229
nsd,4.1.2,2015-04-07,2015-04,True,329,3,229
nsd,3.2.19,2015-05-21,2015-05,True,229,3,229
nsd,4.1.3,2015-06-04,2015-06,True,327,3,229
nsd,4.1.4,2015-08-31,2015-08,True,182,3,229
nsd,4.1.5,2015-09-21,2015-09,True,37,3,229
nsd,4.1.6,2015-10-20,2015-10,True,361,3,229
nsd,3.2.20,2015-12-03,2015-12,True,375,3,229
nsd,4.1.7,2015-12-09,2015-12,True,375,3,229
nsd,3.2.21,2016-03-02,2016-03,False,,3,229
nsd,4.1.8,2016-03-02,2016-03,False,,3,229
nsd,4.1.9,2016-03-10,2016-03,False,,3,229
nsd,3.2.22,2016-06-07,2016-06,True,28,3,229
nsd,4.1.10,2016-06-07,2016-06,True,28,3,229
nsd,4.1.11,2016-08-01,2016-08,True,86,3,229
nsd,4.1.12,2016-08-09,2016-08,True,86,3,229
nsd,4.1.13,2016-09-19,2016-09,True,96,3,229
nsd,4.1.14,2016-12-01,2016-12,True,1077,3,229
nsd,4.1.15,2017-02-07,2017-02,True,144,3,229
nsd,4.1.16,2017-04-11,2017-04,True,238,3,229
nsd,4.1.17,2017-07-13,2017-07,True,312,3,229
nsd,4.1.18,2017-11-27,2017-11,True,29,3,229
nsd,4.1.19,2017-12-11,2017-12,True,51,3,229
nsd,4.1.20,2018-02-14,2018-02,True,66,3,229
nsd,4.1.21,2018-05-07,2018-05,True,226,3,229
nsd,4.1.22,2018-06-04,2018-06,True,198,3,229
nsd,4.1.23,2018-06-11,2018-06,True,198,3,229
nsd,4.1.24,2018-08-06,2018-08,True,76,3,229
nsd,4.1.25,2018-09-18,2018-09,True,186,3,229
nsd,4.1.26,2018-11-29,2018-11,True,612,3,229
nsd,4.1.27,2019-03-19,2019-03,True,162,3,229
nsd,4.2.0,2019-06-06,2019-06,True,837,3,229
nsd,4.2.1,2019-07-02,2019-07,True,458,3,229
nsd,4.2.2,2019-08-13,2019-08,True,146,3,229
nsd,4.2.3,2019-11-14,2019-11,True,482,3,229
nsd,4.2.4,2019-12-03,2019-12,True,538,3,229
nsd,4.3.0,2020-03-10,2020-03,True,81,3,229
nsd,4.3.1,2020-04-08,2020-04,True,339,3,229
nsd,4.3.2,2020-07-07,2020-07,True,86,3,229
nsd,4.3.3,2020-10-01,2020-10,True,240,3,229
nsd,4.3.4,2020-11-24,2020-11,True,371,3,229
nsd,4.3.5,2021-01-19,2021-01,False,,3,229
nsd,4.3.6,2021-03-30,2021-03,True,219,3,229
nsd,4.3.7,2021-07-22,2021-07,True,206,3,229
nsd,4.3.8,2021-10-07,2021-10,True,292,3,229
nsd,4.3.9,2021-12-02,2021-12,True,370,3,229
nsd,4.4.0,2022-02-10,2022-02,True,278,3,229
nsd,4.5.0,2022-05-13,2022-05,True,363,3,229
nsd,4.6.0,2022-06-23,2022-06,True,243,3,229
nsd,4.6.1,2022-11-01,2022-11,True,405,3,229
nsd,4.7.0,2023-05-31,2023-05,True,294,3,229
nsd,4.8.0,2023-11-29,2023-11,True,329,3,229
nsd,4.9.0,2024-04-03,2024-04,True,312,3,229
nsd,4.9.1,2024-04-04,2024-04,True,312,3,229
nsd,4.10.0,2024-06-12,2024-06,True,445,3,229
nsd,4.10.1,2024-08-02,2024-08,True,344,3,229
nsd,4.11.0,2024-12-12,2024-12,True,367,3,229
nsd,4.11.1,2025-01-18,2025-01,True,370,3,229
nsd,4.12.0,2025-04-24,2025-04,True,260,3,229
nsd,4.13.0,2025-09-03,2025-09,True,447,3,229
nsd,4.12.1,2025-10-09,2025-10,True,477,3,229
nsd,4.14.0,2025-12-04,2025-12,True,308,3,229
nsd,4.14.1,2026-02-24,2026-02,True,424,3,229
nsd,4.14.2,2026-03-12,2026-03,True,406,3,229
nsd,4.14.3,2026-06-24,2026-06,True,437,3,229
nsd,4.15.0,2026-07-07,2026-07,True,306,3,229
nsd,4.15.1,2026-08-26,2026-08,True,142,3,229
nsd,4.15.2,2026-09-02,2026-09,False,,3,229
opendnssec,1.0.0,2010-02-28,2010-02,True,53,3,229
opendnssec,1.1.0,2010-05-26,2010-05,True,27,3,229
opendnssec,1.1.1,2010-07-08,2010-07,True,111,3,229
opendnssec,1.1.2,2010-08-25,2010-08,True,121,3,229
opendnssec,1.1.3,2010-09-10,2010-09,True,29,3,229
opendnssec,1.2.0,2011-03-18,2011-03,False,,3,229
opendnssec,1.2.1,2011-03-18,2011-03,False,,3,229
opendnssec,1.3.0,2011-07-12,2011-07,True,34,3,229
opendnssec,1.2.2,2011-08-11,2011-08,True,37,3,229
opendnssec,1.3.1,2011-09-07,2011-09,True,110,3,229
opendnssec,1.3.2,2011-09-13,2011-09,True,110,3,229
opendnssec,1.3.3,2011-11-17,2011-11,True,201,3,229
opendnssec,1.3.4,2011-12-09,2011-12,True,175,3,229
opendnssec,1.3.5,2012-01-23,2012-01,True,183,3,229
opendnssec,1.3.6,2012-02-16,2012-02,True,86,3,229
opendnssec,1.3.7,2012-03-13,2012-03,True,26,3,229
opendnssec,1.3.8,2012-05-09,2012-05,True,55,3,229
opendnssec,1.3.9,2012-06-15,2012-06,True,52,3,229
opendnssec,1.3.10,2012-08-10,2012-08,True,20,3,229
opendnssec,1.3.11,2012-11-13,2012-11,True,220,3,229
opendnssec,1.3.12,2013-01-23,2013-01,True,184,3,229
opendnssec,1.3.13,2013-02-20,2013-02,True,89,3,229
opendnssec,1.4.0,2013-04-22,2013-04,True,28,3,229
opendnssec,1.3.14,2013-05-16,2013-05,True,58,3,229
opendnssec,1.4.1,2013-06-27,2013-06,True,102,3,229
opendnssec,1.4.2,2013-09-11,2013-09,True,86,3,229
opendnssec,1.3.15,2013-09-19,2013-09,True,86,3,229
opendnssec,1.3.16,2013-12-04,2013-12,True,286,3,229
opendnssec,1.4.3,2013-12-04,2013-12,True,286,3,229
opendnssec,1.4.4,2014-03-25,2014-03,True,193,3,229
opendnssec,1.4.5,2014-04-11,2014-04,True,101,3,229
opendnssec,1.3.17,2014-05-06,2014-05,True,72,3,229
opendnssec,1.3.18,2014-07-21,2014-07,True,169,3,229
opendnssec,1.4.6,2014-07-21,2014-07,True,169,3,229
opendnssec,1.4.7,2014-12-04,2014-12,True,213,3,229
opendnssec,1.4.8,2015-09-25,2015-09,True,37,3,229
opendnssec,1.4.9,2016-01-21,2016-01,True,66,3,229
opendnssec,1.4.10,2016-05-02,2016-05,True,22,3,229
opendnssec,2.0.0,2016-07-06,2016-07,True,30,3,229
opendnssec,2.0.1,2016-07-21,2016-07,True,30,3,229
opendnssec,2.0.2,2016-09-27,2016-09,True,96,3,229
opendnssec,1.4.11,2016-10-13,2016-10,True,806,3,229
opendnssec,2.0.3,2016-10-14,2016-10,True,806,3,229
opendnssec,1.4.12,2016-10-17,2016-10,True,806,3,229
opendnssec,2.0.4,2017-01-13,2017-01,True,365,3,229
opendnssec,1.4.13,2017-01-20,2017-01,True,365,3,229
opendnssec,2.1.0,2017-02-22,2017-02,True,144,3,229
opendnssec,1.4.14,2017-04-28,2017-04,True,238,3,229
opendnssec,2.1.1,2017-04-28,2017-04,True,238,3,229
opendnssec,2.1.2,2017-08-03,2017-08,True,224,3,229
opendnssec,2.1.3,2017-08-10,2017-08,True,224,3,229
opendnssec,2.1.4,2019-05-16,2019-05,True,792,3,229
opendnssec,2.1.5,2019-11-05,2019-11,True,482,3,229
opendnssec,2.1.6,2020-02-10,2020-02,True,113,3,229
opendnssec,2.1.7,2020-10-07,2020-10,True,240,3,229
opendnssec,2.1.8,2021-02-20,2021-02,True,343,3,229
opendnssec,2.1.9,2021-05-03,2021-05,True,122,3,229
opendnssec,2.1.10,2021-09-10,2021-09,True,235,3,229
opendnssec,2.1.11,2022-10-17,2022-10,True,404,3,229
opendnssec,2.1.12,2022-11-08,2022-11,True,405,3,229
opendnssec,2.1.13,2023-06-26,2023-06,True,253,3,229
opendnssec,2.1.14,2024-08-22,2024-08,True,344,3,229
pdns-auth,2.9.22,2009-01-25,2009-01,False,,3,229
pdns-auth,3.0.1,2012-01-10,2012-01,True,183,3,229
pdns-auth,3.3.1,2013-12-17,2013-12,True,286,3,229
pdns-auth,3.4.0,2014-09-30,2014-09,True,462,3,229
pdns-auth,3.4.1,2014-10-28,2014-10,True,536,3,229
pdns-auth,3.4.2,2015-02-02,2015-02,True,161,3,229
pdns-auth,3.4.3,2015-03-01,2015-03,True,207,3,229
pdns-auth,3.4.4,2015-04-23,2015-04,True,329,3,229
pdns-auth,3.3.2,2015-05-01,2015-05,True,229,3,229
pdns-auth,3.4.5,2015-06-05,2015-06,True,327,3,229
pdns-auth,3.3.3,2015-06-08,2015-06,True,327,3,229
pdns-auth,3.4.6,2015-08-26,2015-08,True,182,3,229
pdns-auth,3.4.7,2015-11-03,2015-11,True,372,3,229
pdns-auth,3.4.8,2016-02-02,2016-02,True,58,3,229
pdns-auth,3.4.9,2016-05-13,2016-05,True,22,3,229
pdns-auth,4.0.0,2016-07-08,2016-07,True,30,3,229
pdns-auth,4.0.1,2016-07-29,2016-07,True,30,3,229
pdns-auth,3.4.10,2016-09-01,2016-09,True,96,3,229
pdns-auth,3.4.11,2017-01-13,2017-01,True,365,3,229
pdns-auth,4.0.2,2017-01-13,2017-01,True,365,3,229
pdns-auth,4.0.3,2017-01-16,2017-01,True,365,3,229
pdns-auth,4.0.4,2017-06-22,2017-06,True,199,3,229
pdns-auth,4.0.5,2017-11-27,2017-11,True,29,3,229
pdns-auth,4.1.0,2017-11-30,2017-11,True,29,3,229
pdns-auth,4.1.1,2018-02-16,2018-02,True,66,3,229
pdns-auth,4.1.2,2018-05-07,2018-05,True,226,3,229
pdns-auth,4.1.3,2018-05-24,2018-05,True,226,3,229
pdns-auth,4.1.4,2018-08-29,2018-08,True,76,3,229
pdns-auth,4.0.6,2018-11-06,2018-11,True,612,3,229
pdns-auth,4.1.5,2018-11-06,2018-11,True,612,3,229
pdns-auth,4.1.6,2019-01-04,2019-01,True,574,3,229
pdns-auth,4.0.7,2019-03-18,2019-03,True,162,3,229
pdns-auth,4.1.7,2019-03-18,2019-03,True,162,3,229
pdns-auth,4.1.8,2019-03-22,2019-03,True,162,3,229
pdns-auth,4.1.9,2019-06-17,2019-06,True,837,3,229
pdns-auth,4.0.8,2019-06-20,2019-06,True,837,3,229
pdns-auth,4.1.10,2019-06-20,2019-06,True,837,3,229
pdns-auth,4.0.9,2019-07-30,2019-07,True,458,3,229
pdns-auth,4.1.11,2019-07-30,2019-07,True,458,3,229
pdns-auth,4.1.12,2019-08-07,2019-08,True,146,3,229
pdns-auth,4.1.13,2019-08-08,2019-08,True,146,3,229
pdns-auth,4.2.0,2019-08-27,2019-08,True,146,3,229
pdns-auth,4.2.1,2019-11-28,2019-11,True,482,3,229
pdns-auth,4.3.0,2020-04-05,2020-04,True,339,3,229
pdns-auth,4.2.2,2020-04-07,2020-04,True,339,3,229
pdns-auth,4.1.14,2020-09-22,2020-09,True,176,3,229
pdns-auth,4.2.3,2020-09-22,2020-09,True,176,3,229
pdns-auth,4.3.1,2020-09-22,2020-09,True,176,3,229
pdns-auth,4.4.0,2020-12-17,2020-12,True,316,3,229
pdns-auth,4.4.1,2021-02-06,2021-02,True,343,3,229
pdns-auth,4.3.2,2021-03-05,2021-03,True,219,3,229
pdns-auth,4.5.0,2021-07-12,2021-07,True,206,3,229
pdns-auth,4.5.1,2021-07-22,2021-07,True,206,3,229
pdns-auth,4.5.2,2021-11-09,2021-11,True,302,3,229
pdns-auth,4.4.2,2021-11-23,2021-11,True,302,3,229
pdns-auth,4.5.3,2022-01-18,2022-01,True,294,3,229
pdns-auth,4.6.0,2022-01-24,2022-01,True,294,3,229
pdns-auth,4.4.3,2022-03-16,2022-03,True,329,3,229
pdns-auth,4.5.4,2022-03-16,2022-03,True,329,3,229
pdns-auth,4.6.1,2022-03-16,2022-03,True,329,3,229
pdns-auth,4.6.2,2022-03-28,2022-03,True,329,3,229
pdns-auth,4.6.3,2022-07-12,2022-07,True,174,3,229
pdns-auth,4.7.0,2022-10-19,2022-10,True,404,3,229
pdns-auth,4.7.1,2022-10-25,2022-10,True,404,3,229
pdns-auth,4.7.2,2022-11-01,2022-11,True,405,3,229
pdns-auth,4.5.5,2022-12-06,2022-12,True,412,3,229
pdns-auth,4.6.4,2022-12-08,2022-12,True,412,3,229
pdns-auth,4.7.3,2022-12-08,2022-12,True,412,3,229
pdns-auth,4.7.4,2023-04-14,2023-04,True,329,3,229
pdns-auth,4.8.0,2023-05-31,2023-05,True,294,3,229
pdns-auth,4.8.1,2023-07-06,2023-07,True,219,3,229
pdns-auth,4.8.2,2023-09-04,2023-09,True,296,3,229
pdns-auth,4.8.3,2023-10-03,2023-10,True,389,3,229
pdns-auth,4.8.4,2023-12-18,2023-12,True,339,3,229
pdns-auth,4.9.0,2024-03-14,2024-03,True,272,3,229
pdns-auth,4.9.1,2024-05-27,2024-05,True,422,3,229
pdns-auth,4.9.2,2024-09-26,2024-09,True,407,3,229
pdns-auth,4.9.3,2024-12-16,2024-12,True,367,3,229
pdns-auth,4.7.5,2025-02-03,2025-02,True,343,3,229
pdns-auth,4.8.5,2025-02-03,2025-02,True,343,3,229
pdns-auth,4.9.4,2025-02-03,2025-02,True,343,3,229
pdns-auth,4.9.5,2025-04-29,2025-04,True,260,3,229
pdns-auth,4.9.6,2025-07-03,2025-07,True,354,3,229
pdns-auth,4.9.7,2025-07-04,2025-07,True,354,3,229
pdns-auth,5.0.0,2025-07-31,2025-07,True,354,3,229
pdns-auth,4.9.8,2025-08-06,2025-08,True,497,3,229
pdns-auth,4.9.9,2025-09-22,2025-09,True,447,3,229
pdns-auth,4.9.10,2025-10-03,2025-10,True,477,3,229
pdns-auth,4.9.11,2025-10-15,2025-10,True,477,3,229
pdns-auth,5.0.1,2025-10-30,2025-10,True,477,3,229
pdns-auth,4.9.12,2025-12-08,2025-12,True,308,3,229
pdns-auth,5.0.2,2025-12-08,2025-12,True,308,3,229
pdns-auth,4.9.13,2026-02-13,2026-02,True,424,3,229
pdns-auth,5.0.3,2026-02-13,2026-02,True,424,3,229
pdns-auth,4.9.14,2026-04-22,2026-04,True,324,3,229
pdns-auth,5.0.4,2026-04-22,2026-04,True,324,3,229
pdns-auth,4.9.15,2026-05-20,2026-05,True,405,3,229
pdns-auth,5.0.5,2026-05-20,2026-05,True,405,3,229
pdns-auth,5.1.0,2026-06-02,2026-06,True,437,3,229
pdns-auth,5.1.1,2026-06-07,2026-06,True,437,3,229
pdns-auth,4.9.16,2026-06-25,2026-06,True,437,3,229
pdns-auth,5.0.6,2026-06-25,2026-06,True,437,3,229
pdns-auth,5.1.2,2026-06-25,2026-06,True,437,3,229
pdns-auth,5.1.3,2026-06-29,2026-06,True,437,3,229
pdns-auth,4.9.17,2026-08-03,2026-08,True,142,3,229
pdns-auth,5.0.7,2026-08-03,2026-08,True,142,3,229
pdns-auth,5.1.4,2026-08-03,2026-08,True,142,3,229
pdns-rec,3.0.1,2006-04-25,2006-04,False,,3,229
pdns-rec,3.1.2,2006-06-27,2006-06,False,,3,229
pdns-rec,3.1.4,2006-11-16,2006-11,False,,3,229
pdns-rec,3.3.1,2010-12-18,2010-12,False,,3,229
pdns-rec,3.5.1,2013-05-03,2013-05,True,58,3,229
pdns-rec,3.5.2,2013-06-03,2013-06,True,102,3,229
pdns-rec,3.5.3,2013-09-17,2013-09,True,86,3,229
pdns-rec,3.6.0,2014-06-20,2014-06,True,77,3,229
pdns-rec,3.6.1,2014-09-09,2014-09,True,462,3,229
pdns-rec,3.6.2,2014-10-30,2014-10,True,536,3,229
pdns-rec,3.7.0,2015-02-09,2015-02,True,161,3,229
pdns-rec,3.7.1,2015-02-11,2015-02,True,161,3,229
pdns-rec,3.6.3,2015-04-21,2015-04,True,329,3,229
pdns-rec,3.7.2,2015-04-21,2015-04,True,329,3,229
pdns-rec,3.6.4,2015-06-08,2015-06,True,327,3,229
pdns-rec,3.7.3,2015-06-09,2015-06,True,327,3,229
pdns-rec,4.0.0,2016-07-08,2016-07,True,30,3,229
pdns-rec,4.0.1,2016-07-29,2016-07,True,30,3,229
pdns-rec,4.0.2,2016-08-26,2016-08,True,86,3,229
pdns-rec,4.0.3,2016-09-06,2016-09,True,96,3,229
pdns-rec,3.7.4,2017-01-12,2017-01,True,365,3,229
pdns-rec,4.0.4,2017-01-13,2017-01,True,365,3,229
pdns-rec,4.0.5,2017-06-13,2017-06,True,199,3,229
pdns-rec,4.0.6,2017-07-04,2017-07,True,312,3,229
pdns-rec,4.0.7,2017-11-27,2017-11,True,29,3,229
pdns-rec,4.1.0,2017-12-04,2017-12,True,51,3,229
pdns-rec,4.0.8,2017-12-11,2017-12,True,51,3,229
pdns-rec,4.1.1,2018-01-22,2018-01,True,70,3,229
pdns-rec,4.1.2,2018-03-27,2018-03,True,73,3,229
pdns-rec,4.1.3,2018-05-22,2018-05,True,226,3,229
pdns-rec,4.1.4,2018-08-31,2018-08,True,76,3,229
pdns-rec,4.0.9,2018-11-06,2018-11,True,612,3,229
pdns-rec,4.1.5,2018-11-06,2018-11,True,612,3,229
pdns-rec,4.1.6,2018-11-07,2018-11,True,612,3,229
pdns-rec,4.1.7,2018-11-09,2018-11,True,612,3,229
pdns-rec,4.1.8,2018-11-26,2018-11,True,612,3,229
pdns-rec,4.1.9,2019-01-21,2019-01,True,574,3,229
pdns-rec,4.1.10,2019-01-22,2019-01,True,574,3,229
pdns-rec,4.1.11,2019-01-30,2019-01,True,574,3,229
pdns-rec,4.1.12,2019-04-02,2019-04,True,463,3,229
pdns-rec,4.1.13,2019-05-14,2019-05,True,792,3,229
pdns-rec,4.1.14,2019-06-12,2019-06,True,837,3,229
pdns-rec,4.2.0,2019-07-12,2019-07,True,458,3,229
pdns-rec,4.1.15,2019-11-27,2019-11,True,482,3,229
pdns-rec,4.2.1,2019-11-27,2019-11,True,482,3,229
pdns-rec,4.3.0,2020-02-26,2020-02,True,113,3,229
pdns-rec,4.1.16,2020-05-19,2020-05,True,361,3,229
pdns-rec,4.2.2,2020-05-19,2020-05,True,361,3,229
pdns-rec,4.3.1,2020-05-19,2020-05,True,361,3,229
pdns-rec,4.1.17,2020-06-30,2020-06,True,335,3,229
pdns-rec,4.2.3,2020-06-30,2020-06,True,335,3,229
pdns-rec,4.3.2,2020-06-30,2020-06,True,335,3,229
pdns-rec,4.2.4,2020-07-14,2020-07,True,86,3,229
pdns-rec,4.3.3,2020-07-14,2020-07,True,86,3,229
pdns-rec,4.3.4,2020-09-01,2020-09,True,176,3,229
pdns-rec,4.1.18,2020-10-12,2020-10,True,240,3,229
pdns-rec,4.2.5,2020-10-13,2020-10,True,240,3,229
pdns-rec,4.3.5,2020-10-13,2020-10,True,240,3,229
pdns-rec,4.4.0,2020-10-13,2020-10,True,240,3,229
pdns-rec,4.3.6,2020-11-16,2020-11,True,371,3,229
pdns-rec,4.4.1,2020-11-16,2020-11,True,371,3,229
pdns-rec,4.4.2,2020-12-09,2020-12,True,316,3,229
pdns-rec,4.3.7,2021-03-19,2021-03,True,219,3,229
pdns-rec,4.4.3,2021-03-29,2021-03,True,219,3,229
pdns-rec,4.5.0,2021-05-07,2021-05,True,122,3,229
pdns-rec,4.5.1,2021-05-10,2021-05,True,122,3,229
pdns-rec,4.4.4,2021-05-11,2021-05,True,122,3,229
pdns-rec,4.5.2,2021-06-07,2021-06,True,162,3,229
pdns-rec,4.5.3,2021-06-23,2021-06,True,162,3,229
pdns-rec,4.5.4,2021-06-30,2021-06,True,162,3,229
pdns-rec,4.4.5,2021-07-28,2021-07,True,206,3,229
pdns-rec,4.5.5,2021-07-28,2021-07,True,206,3,229
pdns-rec,4.4.6,2021-10-06,2021-10,True,292,3,229
pdns-rec,4.5.6,2021-10-07,2021-10,True,292,3,229
pdns-rec,4.4.7,2021-10-27,2021-10,True,292,3,229
pdns-rec,4.5.7,2021-10-27,2021-10,True,292,3,229
pdns-rec,4.6.0,2021-12-14,2021-12,True,370,3,229
pdns-rec,4.4.8,2022-03-16,2022-03,True,329,3,229
pdns-rec,4.5.8,2022-03-16,2022-03,True,329,3,229
pdns-rec,4.6.1,2022-03-16,2022-03,True,329,3,229
pdns-rec,4.5.9,2022-03-29,2022-03,True,329,3,229
pdns-rec,4.6.2,2022-03-29,2022-03,True,329,3,229
pdns-rec,4.7.0,2022-05-25,2022-05,True,363,3,229
pdns-rec,4.7.1,2022-07-05,2022-07,True,174,3,229
pdns-rec,4.5.10,2022-08-23,2022-08,True,180,3,229
pdns-rec,4.6.3,2022-08-23,2022-08,True,180,3,229
pdns-rec,4.7.2,2022-08-23,2022-08,True,180,3,229
pdns-rec,4.5.11,2022-09-13,2022-09,True,236,3,229
pdns-rec,4.6.4,2022-09-13,2022-09,True,236,3,229
pdns-rec,4.7.3,2022-09-15,2022-09,True,236,3,229
pdns-rec,4.5.12,2022-11-23,2022-11,True,405,3,229
pdns-rec,4.6.5,2022-11-23,2022-11,True,405,3,229
pdns-rec,4.7.4,2022-11-23,2022-11,True,405,3,229
pdns-rec,4.8.0,2022-12-07,2022-12,True,412,3,229
pdns-rec,4.8.1,2023-01-18,2023-01,True,256,3,229
pdns-rec,4.8.2,2023-01-26,2023-01,True,256,3,229
pdns-rec,4.8.3,2023-03-06,2023-03,True,288,3,229
