month,source,block,kind,from_alg,to_alg,n_delegations,scale
2009-08,ripe,143.79.in-addr.arpa,rollover,5,7,16,bulk
2009-08,ripe,17.217.in-addr.arpa,sign,,5,1,single delegation
2009-08,ripe,193.193.in-addr.arpa,sign,,5,7,bulk
2009-08,ripe,205.62.in-addr.arpa,sign,,5,1,single delegation
2009-08,ripe,30.193.in-addr.arpa,rollover,5,7,4,small group
2009-08,ripe,7.6.0.1.0.a.2.ip6.arpa,rollover,5,7,1,single delegation
2009-12,ripe,6.5.0.1.0.a.2.ip6.arpa,sign,,7,1,single delegation
2009-12,ripe,98.79.in-addr.arpa,sign,,7,8,bulk
2010-02,ripe,205.62.in-addr.arpa,sign,,5,2,small group
2010-02,ripe,54.212.in-addr.arpa,sign,,5,2,small group
2010-02,ripe,f.0.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2010-03,ripe,0.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,5,2,small group
2010-03,ripe,0.194.in-addr.arpa,sign,,5,3,small group
2010-03,ripe,1.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,5,2,small group
2010-03,ripe,216.195.in-addr.arpa,sign,,5,1,single delegation
2010-03,ripe,29.193.in-addr.arpa,sign,,5,1,single delegation
2010-03,ripe,31.217.in-addr.arpa,sign,,5,5,bulk
2010-03,ripe,8.4.1.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2010-04,ripe,105.193.in-addr.arpa,sign,,5,1,single delegation
2010-04,ripe,182.213.in-addr.arpa,sign,,5,31,bulk
2010-04,ripe,e.4.1.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2010-05,ripe,124.94.in-addr.arpa,sign,,5,1,single delegation
2010-05,ripe,138.193.in-addr.arpa,sign,,5,1,single delegation
2010-05,ripe,17.193.in-addr.arpa,sign,,5,1,single delegation
2010-05,ripe,191.195.in-addr.arpa,sign,,5,2,small group
2010-05,ripe,194.91.in-addr.arpa,sign,,5,1,single delegation
2010-05,ripe,23.178.in-addr.arpa,sign,,5,1,single delegation
2010-05,ripe,7.3.e164.arpa,sign,,5,1,single delegation
2010-06,ripe,124.94.in-addr.arpa,sign,,5,2,small group
2010-06,ripe,19.178.in-addr.arpa,sign,,5,16,bulk
2010-07,ripe,2.4.e164.arpa,rollover,5,8,1,single delegation
2010-08,ripe,0.d.4.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2010-08,ripe,1.2.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2010-08,ripe,109.78.in-addr.arpa,sign,,5,16,bulk
2010-08,ripe,111.89.in-addr.arpa,unsign,5,,1,single delegation
2010-08,ripe,185.93.in-addr.arpa,sign,,5,16,bulk
2010-08,ripe,250.195.in-addr.arpa,sign,,5,29,bulk
2010-08,ripe,251.178.in-addr.arpa,sign,,5,1,single delegation
2010-08,ripe,43.195.in-addr.arpa,sign,,5,2,small group
2010-08,ripe,6.7.1.2.0.a.2.ip6.arpa,sign,,5,1,single delegation
2010-08,ripe,68.109.in-addr.arpa,sign,,5,8,bulk
2010-08,ripe,89.62.in-addr.arpa,sign,,5,32,bulk
2010-08,ripe,a.5.1.0.0.a.2.ip6.arpa,sign,,7,1,single delegation
2010-08,ripe,a.c.4.1.0.0.2.ip6.arpa,sign,,10,1,single delegation
2010-08,ripe,f.a.1.1.0.0.2.ip6.arpa,unsign,5,,1,single delegation
2010-09,ripe,7.3.e164.arpa,sign,,7,1,single delegation
2010-10,ripe,0.0.0.5.0.0.0.8.7.a.0.1.0.0.2.ip6.arpa,sign,,5,2,small group
2010-10,ripe,0.193.in-addr.arpa,sign,,5,5,bulk
2010-10,ripe,111.89.in-addr.arpa,unsign,5,,1,single delegation
2010-10,ripe,214.195.in-addr.arpa,unsign,5,,1,single delegation
2010-10,ripe,229.94.in-addr.arpa,sign,,7,2,small group
2010-10,ripe,e.0.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2010-10,ripe,f.7.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2010-11,ripe,111.89.in-addr.arpa,unsign,5,,10,bulk
2010-11,ripe,137.83.in-addr.arpa,sign,,5,1,single delegation
2010-11,ripe,141.82.in-addr.arpa,sign,,5,1,single delegation
2010-11,ripe,38.195.in-addr.arpa,sign,,5,1,single delegation
2010-11,ripe,72.212.in-addr.arpa,sign,,5,14,bulk
2011-05,arin,10800,sign,,5,1,single delegation
2011-05,arin,128.in-addr.arpa,sign,,5,1,single delegation
2011-05,arin,149.in-addr.arpa,sign,,5,1,single delegation
2011-05,arin,152.204.in-addr.arpa,sign,,5,7,bulk
2011-05,arin,17.204.in-addr.arpa,sign,,5,1,single delegation
2011-05,arin,49.198.in-addr.arpa,sign,,5,1,single delegation
2011-05,arin,5.192.in-addr.arpa,sign,,5,2,small group
2011-05,arin,6.199.in-addr.arpa,sign,,5,15,bulk
2011-05,arin,7.199.in-addr.arpa,sign,,5,1,single delegation
2011-05,arin,83.192.in-addr.arpa,sign,,5,1,single delegation
2011-05,arin,86400,sign,,"5,7,8",1,single delegation
2011-05,ripe,0.0.0.8.5.b.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2011-05,ripe,0.194.in-addr.arpa,sign,,8,1,single delegation
2011-05,ripe,0.e.9.1.0.a.2.ip6.arpa,sign,,5,1,single delegation
2011-05,ripe,1.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2011-05,ripe,1.a.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2011-05,ripe,108.192.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,124.94.in-addr.arpa,unsign,5,,3,small group
2011-05,ripe,131.192.in-addr.arpa,sign,,7,1,single delegation
2011-05,ripe,131.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,137.83.in-addr.arpa,rollover,5,7,1,single delegation
2011-05,ripe,137.83.in-addr.arpa,sign,,7,1,single delegation
2011-05,ripe,138.193.in-addr.arpa,rollover,5,8,1,single delegation
2011-05,ripe,149.46.in-addr.arpa,sign,,5,3,small group
2011-05,ripe,153.192.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,158.in-addr.arpa,sign,,8,1,single delegation
2011-05,ripe,168.193.in-addr.arpa,sign,,8,2,small group
2011-05,ripe,17.193.in-addr.arpa,rollover,5,8,1,single delegation
2011-05,ripe,170.195.in-addr.arpa,unsign,5,,1,single delegation
2011-05,ripe,181.62.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,187.194.in-addr.arpa,sign,,8,4,small group
2011-05,ripe,190.93.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,195.in-addr.arpa,unsign,5,,1,single delegation
2011-05,ripe,198.217.in-addr.arpa,sign,,7,4,small group
2011-05,ripe,2.6.0.1.0.0.2.ip6.arpa,unsign,5,,1,single delegation
2011-05,ripe,205.62.in-addr.arpa,unsign,5,,1,single delegation
2011-05,ripe,210.91.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,212.91.in-addr.arpa,sign,,7,1,single delegation
2011-05,ripe,227.46.in-addr.arpa,sign,,5,8,bulk
2011-05,ripe,23.178.in-addr.arpa,unsign,5,,1,single delegation
2011-05,ripe,3.e164.arpa,sign,,8,1,single delegation
2011-05,ripe,31.31.in-addr.arpa,sign,,8,1,single delegation
2011-05,ripe,4.0.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2011-05,ripe,49.195.in-addr.arpa,sign,,8,4,small group
2011-05,ripe,5.1.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2011-05,ripe,54.192.in-addr.arpa,sign,,7,1,single delegation
2011-05,ripe,6.2.0.1.0.a.2.ip6.arpa,sign,,7,1,single delegation
2011-05,ripe,72.212.in-addr.arpa,unsign,5,,8,bulk
2011-05,ripe,73.213.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,84.192.in-addr.arpa,sign,,5,1,single delegation
2011-05,ripe,9.3.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2011-05,ripe,9.6.1.2.0.a.2.ip6.arpa,sign,,7,1,single delegation
2011-05,ripe,94.93.in-addr.arpa,sign,,8,8,bulk
2011-05,ripe,a.9.0.2.0.a.2.ip6.arpa,sign,,5,1,single delegation
2011-05,ripe,e.2.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2011-05,ripe,f.4.2.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2011-06,apnic,103.in-addr.arpa,sign,,5,1,single delegation
2011-06,apnic,125.202.in-addr.arpa,sign,,5,1,single delegation
2011-06,arin,134.in-addr.arpa,sign,,5,1,single delegation
2011-06,arin,175.192.in-addr.arpa,sign,,8,1,single delegation
2011-06,arin,182.216.in-addr.arpa,sign,,5,16,bulk
2011-06,arin,59.64.in-addr.arpa,sign,,5,32,bulk
2011-06,ripe,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,sign,,5,2,small group
2011-06,ripe,130.188.in-addr.arpa,sign,,5,1,single delegation
2011-06,ripe,15.31.in-addr.arpa,sign,,5,1,single delegation
2011-06,ripe,160.213.in-addr.arpa,sign,,10,1,single delegation
2011-06,ripe,17.193.in-addr.arpa,unsign,8,,1,single delegation
2011-06,ripe,24.62.in-addr.arpa,sign,,10,1,single delegation
2011-06,ripe,3.b.2.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2011-06,ripe,5.0.0.2.0.0.0.0.c.9.1.0.0.a.2.ip6.arpa,sign,,10,1,single delegation
2011-06,ripe,6.4.1.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2011-07,arin,12.192.in-addr.arpa,sign,,5,1,single delegation
2011-07,arin,128.in-addr.arpa,sign,,5,3,small group
2011-07,ripe,182.213.in-addr.arpa,sign,,5,1,single delegation
2011-07,ripe,5.192.in-addr.arpa,sign,,8,1,single delegation
2011-08,arin,102.192.in-addr.arpa,sign,,7,1,single delegation
2011-08,arin,10800,rollover,5,"5,7,8",1,single delegation
2011-08,arin,152.in-addr.arpa,sign,,7,10,bulk
2011-08,arin,164.in-addr.arpa,sign,,7,1,single delegation
2011-08,arin,207.192.in-addr.arpa,sign,,7,1,single delegation
2011-08,arin,62.204.in-addr.arpa,sign,,7,1,single delegation
2011-08,ripe,250.195.in-addr.arpa,sign,,5,2,small group
2011-08,ripe,31.217.in-addr.arpa,sign,,5,1,single delegation
2011-08,ripe,80.95.in-addr.arpa,sign,,5,1,single delegation
2011-08,ripe,84.in-addr.arpa,unsign,5,,1,single delegation
2011-09,apnic,101.121.in-addr.arpa,sign,,5,1,single delegation
2011-09,apnic,119.203.in-addr.arpa,sign,,5,2,small group
2011-09,apnic,14.203.in-addr.arpa,sign,,5,1,single delegation
2011-09,arin,151.in-addr.arpa,sign,,8,1,single delegation
2011-09,ripe,130.in-addr.arpa,sign,,8,1,single delegation
2011-09,ripe,137.83.in-addr.arpa,sign,,7,1,single delegation
2011-09,ripe,142.193.in-addr.arpa,unsign,5,,1,single delegation
2011-09,ripe,151.in-addr.arpa,sign,,8,1,single delegation
2011-09,ripe,195.in-addr.arpa,sign,,8,1,single delegation
2011-09,ripe,2.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2011-10,apnic,14.203.in-addr.arpa,sign,,5,1,single delegation
2011-10,ripe,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,sign,,5,5,bulk
2011-10,ripe,0.193.in-addr.arpa,sign,,5,1,single delegation
2011-10,ripe,137.83.in-addr.arpa,sign,,7,1,single delegation
2011-10,ripe,221.193.in-addr.arpa,sign,,5,1,single delegation
2011-11,apnic,101.121.in-addr.arpa,unsign,5,,1,single delegation
2011-11,arin,134.in-addr.arpa,sign,,8,1,single delegation
2011-11,arin,96.66.in-addr.arpa,sign,,7,1,single delegation
2011-11,ripe,0.0.0.0.0.0.1.8.6.9.0.2.0.a.2.ip6.arpa,sign,,8,3,small group
2011-11,ripe,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,rollover,5,8,7,bulk
2011-11,ripe,158.85.in-addr.arpa,sign,,7,8,bulk
2011-11,ripe,233.109.in-addr.arpa,sign,,7,7,bulk
2011-11,ripe,234.46.in-addr.arpa,sign,,7,32,bulk
2011-11,ripe,6.2.0.1.0.a.2.ip6.arpa,rollover,7,10,1,single delegation
2011-11,ripe,70.192.in-addr.arpa,sign,,5,1,single delegation
2011-11,ripe,72.212.in-addr.arpa,rollover,5,8,6,bulk
2011-11,ripe,72.212.in-addr.arpa,sign,,8,9,bulk
2011-11,ripe,94.81.in-addr.arpa,sign,,7,16,bulk
2011-12,apnic,103.in-addr.arpa,unsign,5,,1,single delegation
2011-12,apnic,119.203.in-addr.arpa,sign,,5,3,small group
2011-12,ripe,5.3.e164.arpa,sign,,5,1,single delegation
2012-01,apnic,0.0.0.8.d.d.0.1.0.0.2.ip6.arpa,sign,,5,8,bulk
2012-01,apnic,119.203.in-addr.arpa,sign,,5,22,bulk
2012-01,apnic,12.202.in-addr.arpa,sign,,5,3,small group
2012-01,apnic,176.203.in-addr.arpa,sign,,5,1,single delegation
2012-01,apnic,c.d.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2012-01,arin,159.205.in-addr.arpa,sign,,5,1,single delegation
2012-01,ripe,131.in-addr.arpa,sign,,7,1,single delegation
2012-01,ripe,143.79.in-addr.arpa,unsign,7,,1,single delegation
2012-01,ripe,4.e164.arpa,unsign,5,,1,single delegation
2012-01,ripe,68.192.in-addr.arpa,sign,,7,5,bulk
2012-01,ripe,80.95.in-addr.arpa,sign,,5,63,bulk
2012-02,apnic,0.4.e.4.0.4.2.ip6.arpa,sign,,8,1,single delegation
2012-02,apnic,125.202.in-addr.arpa,unsign,5,,1,single delegation
2012-02,apnic,126.115.in-addr.arpa,sign,,8,31,bulk
2012-02,apnic,2.103.in-addr.arpa,sign,,8,4,small group
2012-02,arin,134.in-addr.arpa,sign,,5,1,single delegation
2012-02,arin,6.66.in-addr.arpa,sign,,5,16,bulk
2012-02,arin,86400,rollover,"5,7,8","5,7,8,10",1,single delegation
2012-02,ripe,134.in-addr.arpa,sign,,7,1,single delegation
2012-02,ripe,146.192.in-addr.arpa,sign,,10,1,single delegation
2012-02,ripe,160.213.in-addr.arpa,unsign,10,,1,single delegation
2012-02,ripe,2.b.4.1.0.0.2.ip6.arpa,sign,,7,1,single delegation
2012-02,ripe,24.62.in-addr.arpa,unsign,10,,1,single delegation
2012-02,ripe,60.37.in-addr.arpa,sign,,7,8,bulk
2012-02,ripe,7.7.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-03,arin,204.in-addr.arpa,sign,,5,1,single delegation
2012-03,arin,49.198.in-addr.arpa,rollover,5,8,1,single delegation
2012-03,arin,83.192.in-addr.arpa,rollover,5,8,1,single delegation
2012-03,ripe,18.192.in-addr.arpa,sign,,5,1,single delegation
2012-03,ripe,194.217.in-addr.arpa,sign,,7,2,small group
2012-03,ripe,34.193.in-addr.arpa,sign,,8,2,small group
2012-03,ripe,4.e164.arpa,sign,,8,1,single delegation
2012-03,ripe,83.88.in-addr.arpa,sign,,7,1,single delegation
2012-03,ripe,90.81.in-addr.arpa,sign,,7,1,single delegation
2012-03,ripe,b.6.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,10,1,single delegation
2012-04,arin,128.in-addr.arpa,rollover,5,8,1,single delegation
2012-04,arin,128.in-addr.arpa,sign,,5,1,single delegation
2012-04,arin,151.205.in-addr.arpa,sign,,5,1,single delegation
2012-04,arin,236.205.in-addr.arpa,sign,,5,2,small group
2012-04,ripe,129.in-addr.arpa,sign,,10,1,single delegation
2012-04,ripe,141.in-addr.arpa,sign,,10,1,single delegation
2012-04,ripe,234.91.in-addr.arpa,sign,,8,1,single delegation
2012-04,ripe,73.213.in-addr.arpa,unsign,5,,1,single delegation
2012-05,arin,147.in-addr.arpa,sign,,8,1,single delegation
2012-05,ripe,0.0.0.0.4.d.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2012-05,ripe,178.193.in-addr.arpa,sign,,5,4,small group
2012-06,afrinic,160.in-addr.arpa,sign,,8,1,single delegation
2012-06,afrinic,216.196.in-addr.arpa,sign,,8,1,single delegation
2012-06,afrinic,94.192.in-addr.arpa,sign,,8,1,single delegation
2012-06,afrinic,96.192.in-addr.arpa,sign,,8,9,bulk
2012-06,afrinic,a.2.4.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-06,apnic,46.202.in-addr.arpa,sign,,8,11,bulk
2012-06,apnic,c.d.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-06,arin,133.198.in-addr.arpa,sign,,8,1,single delegation
2012-06,arin,180.198.in-addr.arpa,sign,,8,4,small group
2012-06,arin,47.199.in-addr.arpa,sign,,5,1,single delegation
2012-06,arin,83.192.in-addr.arpa,sign,,8,1,single delegation
2012-06,ripe,0.194.in-addr.arpa,sign,,8,1,single delegation
2012-06,ripe,30.193.in-addr.arpa,sign,,10,1,single delegation
2012-06,ripe,6.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-08,afrinic,216.196.in-addr.arpa,sign,,5,1,single delegation
2012-08,afrinic,79.41.in-addr.arpa,sign,,5,1,single delegation
2012-08,apnic,45.61.in-addr.arpa,sign,,5,4,small group
2012-08,arin,151.in-addr.arpa,sign,,7,1,single delegation
2012-08,arin,188.192.in-addr.arpa,sign,,5,1,single delegation
2012-08,arin,216.in-addr.arpa,sign,,5,1,single delegation
2012-08,ripe,0.0.0.0.4.d.0.2.0.a.2.ip6.arpa,unsign,8,,1,single delegation
2012-08,ripe,116.62.in-addr.arpa,unsign,5,,1,single delegation
2012-08,ripe,151.in-addr.arpa,sign,,7,1,single delegation
2012-08,ripe,213.91.in-addr.arpa,sign,,8,1,single delegation
2012-08,ripe,33.194.in-addr.arpa,sign,,8,1,single delegation
2012-08,ripe,35.194.in-addr.arpa,sign,,8,1,single delegation
2012-08,ripe,7.1.4.1.0.0.2.ip6.arpa,unsign,5,,1,single delegation
2012-08,ripe,8.0.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-08,ripe,8.9.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-09,ripe,0.0.0.0.4.d.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2012-09,ripe,138.193.in-addr.arpa,unsign,8,,1,single delegation
2012-09,ripe,216.91.in-addr.arpa,sign,,8,1,single delegation
2012-09,ripe,44.192.in-addr.arpa,sign,,5,1,single delegation
2012-10,afrinic,216.196.in-addr.arpa,unsign,8,,1,single delegation
2012-10,arin,192.in-addr.arpa,sign,,5,1,single delegation
2012-10,ripe,5.2.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-10,ripe,62.in-addr.arpa,sign,,5,1,single delegation
2012-11,afrinic,216.196.in-addr.arpa,unsign,5,,1,single delegation
2012-11,arin,134.in-addr.arpa,rollover,5,7,1,single delegation
2012-11,arin,201.64.in-addr.arpa,sign,,8,16,bulk
2012-11,arin,91.199.in-addr.arpa,sign,,8,8,bulk
2012-11,ripe,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2012-11,ripe,102.5.in-addr.arpa,sign,,5,1,single delegation
2012-11,ripe,131.192.in-addr.arpa,unsign,7,,1,single delegation
2012-11,ripe,141.82.in-addr.arpa,rollover,5,8,1,single delegation
2012-11,ripe,158.5.in-addr.arpa,sign,,8,8,bulk
2012-11,ripe,168.193.in-addr.arpa,sign,,8,1,single delegation
2012-11,ripe,168.193.in-addr.arpa,unsign,8,,1,single delegation
2012-11,ripe,199.91.in-addr.arpa,sign,,8,1,single delegation
2012-11,ripe,238.91.in-addr.arpa,sign,,8,1,single delegation
2012-11,ripe,5.185.in-addr.arpa,sign,,8,4,small group
2012-11,ripe,7.6.0.1.0.a.2.ip6.arpa,sign,,7,7,bulk
2012-11,ripe,72.212.in-addr.arpa,sign,,8,6,bulk
2012-11,ripe,c.d.c.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2012-12,apnic,0.f.d.1.0.4.2.ip6.arpa,sign,,5,1,single delegation
2012-12,arin,128.in-addr.arpa,unsign,5,,4,small group
2012-12,arin,128.in-addr.arpa,unsign,8,,1,single delegation
2012-12,arin,133.198.in-addr.arpa,unsign,8,,1,single delegation
2012-12,arin,139.192.in-addr.arpa,sign,,5,1,single delegation
2012-12,arin,152.in-addr.arpa,unsign,7,,10,bulk
2012-12,arin,180.198.in-addr.arpa,unsign,8,,4,small group
2012-12,arin,47.199.in-addr.arpa,unsign,5,,1,single delegation
2012-12,arin,49.198.in-addr.arpa,unsign,8,,1,single delegation
2012-12,arin,6.199.in-addr.arpa,unsign,5,,15,bulk
2012-12,arin,7.199.in-addr.arpa,unsign,5,,1,single delegation
2012-12,arin,91.199.in-addr.arpa,unsign,8,,8,bulk
2012-12,arin,94.192.in-addr.arpa,sign,,5,1,single delegation
2012-12,ripe,0.193.in-addr.arpa,sign,,5,8,bulk
2012-12,ripe,1.8.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-12,ripe,145.5.in-addr.arpa,sign,,8,8,bulk
2012-12,ripe,15.31.in-addr.arpa,sign,,5,7,bulk
2012-12,ripe,236.91.in-addr.arpa,sign,,7,1,single delegation
2012-12,ripe,251.178.in-addr.arpa,unsign,5,,1,single delegation
2012-12,ripe,3.7.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,7,1,single delegation
2012-12,ripe,6.0.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2012-12,ripe,8.0.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2012-12,ripe,8.46.in-addr.arpa,sign,,8,32,bulk
2012-12,ripe,c.3.6.3.0.a.2.ip6.arpa,sign,,7,1,single delegation
2013-01,arin,128.in-addr.arpa,sign,,5,4,small group
2013-01,arin,128.in-addr.arpa,sign,,8,1,single delegation
2013-01,arin,133.198.in-addr.arpa,sign,,8,1,single delegation
2013-01,arin,147.205.in-addr.arpa,sign,,5,2,small group
2013-01,arin,152.in-addr.arpa,sign,,7,10,bulk
2013-01,arin,180.198.in-addr.arpa,sign,,8,4,small group
2013-01,arin,47.199.in-addr.arpa,sign,,5,1,single delegation
2013-01,arin,49.198.in-addr.arpa,sign,,8,1,single delegation
2013-01,arin,6.199.in-addr.arpa,sign,,5,15,bulk
2013-01,arin,7.199.in-addr.arpa,sign,,5,1,single delegation
2013-01,arin,91.199.in-addr.arpa,sign,,8,8,bulk
2013-01,ripe,12.185.in-addr.arpa,sign,,10,4,small group
2013-01,ripe,12.185.in-addr.arpa,sign,,5,4,small group
2013-01,ripe,130.188.in-addr.arpa,rollover,5,10,1,single delegation
2013-01,ripe,130.188.in-addr.arpa,sign,,"7,12",2,small group
2013-01,ripe,188.93.in-addr.arpa,sign,,8,8,bulk
2013-01,ripe,4.6.8.0.0.a.2.ip6.arpa,sign,,5,1,single delegation
2013-01,ripe,6.4.1.1.0.0.2.ip6.arpa,rollover,5,10,1,single delegation
2013-01,ripe,6.5.0.1.0.a.2.ip6.arpa,rollover,7,8,1,single delegation
2013-01,ripe,6.5.0.1.0.a.2.ip6.arpa,sign,,8,7,bulk
2013-01,ripe,77.37.in-addr.arpa,sign,,5,8,bulk
2013-01,ripe,8.a.4.3.0.a.2.ip6.arpa,sign,,8,1,single delegation
2013-01,ripe,98.79.in-addr.arpa,rollover,7,8,8,bulk
2013-01,ripe,a.0.f.2.0.a.2.ip6.arpa,sign,,10,4,small group
2013-01,ripe,c.6.1.c.7.6.0.1.0.0.2.ip6.arpa,sign,,"7,12",1,single delegation
2013-02,apnic,45.61.in-addr.arpa,unsign,5,,1,single delegation
2013-02,arin,150.192.in-addr.arpa,sign,,5,1,single delegation
2013-02,arin,22.198.in-addr.arpa,sign,,5,1,single delegation
2013-02,ripe,130.188.in-addr.arpa,rollover,"7,12","8,12",2,small group
2013-02,ripe,2.0.0.a.0.0.0.0.8.1.0.2.0.a.2.ip6.arpa,sign,,5,1,single delegation
2013-02,ripe,216.151.in-addr.arpa,sign,,8,64,bulk
2013-02,ripe,233.109.in-addr.arpa,sign,,7,1,single delegation
2013-02,ripe,68.80.in-addr.arpa,sign,,10,6,bulk
2013-02,ripe,c.6.1.c.7.6.0.1.0.0.2.ip6.arpa,unsign,"7,12",,1,single delegation
2013-03,apnic,100.218.in-addr.arpa,sign,,5,1,single delegation
2013-03,apnic,45.61.in-addr.arpa,sign,,5,1,single delegation
2013-03,arin,181.198.in-addr.arpa,sign,,8,1,single delegation
2013-03,arin,22.198.in-addr.arpa,sign,,5,4,small group
2013-03,arin,72.206.in-addr.arpa,sign,,8,1,single delegation
2013-03,arin,94.192.in-addr.arpa,sign,,7,1,single delegation
2013-03,ripe,216.151.in-addr.arpa,unsign,8,,64,bulk
2013-04,arin,167.205.in-addr.arpa,sign,,5,2,small group
2013-04,arin,51.198.in-addr.arpa,sign,,5,1,single delegation
2013-04,arin,91.199.in-addr.arpa,sign,,5,1,single delegation
2013-05,apnic,14.203.in-addr.arpa,rollover,5,8,1,single delegation
2013-05,ripe,0.0.0.0.4.8.b.3.0.a.2.ip6.arpa,sign,,8,1,single delegation
2013-05,ripe,14.185.in-addr.arpa,sign,,8,2,small group
2013-05,ripe,143.in-addr.arpa,sign,,8,1,single delegation
2013-05,ripe,18.185.in-addr.arpa,sign,,7,3,small group
2013-05,ripe,195.192.in-addr.arpa,sign,,5,1,single delegation
2013-05,ripe,74.77.in-addr.arpa,sign,,8,1,single delegation
2013-05,ripe,98.195.in-addr.arpa,sign,,8,1,single delegation
2013-06,arin,116.199.in-addr.arpa,sign,,8,8,bulk
2013-06,ripe,10.185.in-addr.arpa,sign,,5,1,single delegation
2013-06,ripe,151.193.in-addr.arpa,sign,,8,1,single delegation
2013-06,ripe,207.91.in-addr.arpa,sign,,7,2,small group
2013-06,ripe,c.d.d.3.0.a.2.ip6.arpa,sign,,8,1,single delegation
2013-07,apnic,38.202.in-addr.arpa,sign,,5,1,single delegation
2013-07,arin,130.in-addr.arpa,sign,,8,1,single delegation
2013-07,arin,134.in-addr.arpa,sign,,8,1,single delegation
2013-07,arin,140.in-addr.arpa,sign,,8,1,single delegation
2013-07,arin,152.in-addr.arpa,rollover,7,8,1,single delegation
2013-07,arin,160.in-addr.arpa,sign,,8,1,single delegation
2013-07,ripe,110.194.in-addr.arpa,sign,,8,1,single delegation
2013-07,ripe,118.85.in-addr.arpa,sign,,8,8,bulk
2013-07,ripe,151.193.in-addr.arpa,sign,,8,3,small group
2013-07,ripe,16.185.in-addr.arpa,sign,,8,4,small group
2013-07,ripe,185.93.in-addr.arpa,unsign,5,,4,small group
2013-07,ripe,226.193.in-addr.arpa,sign,,8,1,single delegation
2013-07,ripe,25.81.in-addr.arpa,sign,,5,8,bulk
2013-07,ripe,68.217.in-addr.arpa,sign,,5,3,small group
2013-08,arin,128.in-addr.arpa,sign,,8,1,single delegation
2013-08,arin,134.in-addr.arpa,sign,,8,2,small group
2013-08,arin,141.in-addr.arpa,sign,,8,1,single delegation
2013-08,arin,169.in-addr.arpa,sign,,8,1,single delegation
2013-08,arin,33.199.in-addr.arpa,sign,,8,2,small group
2013-08,ripe,141.in-addr.arpa,sign,,8,1,single delegation
2013-08,ripe,143.79.in-addr.arpa,rollover,7,8,15,bulk
2013-08,ripe,30.193.in-addr.arpa,rollover,7,8,4,small group
2013-08,ripe,60.37.in-addr.arpa,rollover,7,8,8,bulk
