month,source,block,kind,from_alg,to_alg,n_delegations,scale
2022-11,arin,174.207.in-addr.arpa,sign,,14,20,bulk
2022-11,arin,180.45.in-addr.arpa,unsign,13,,2,small group
2022-11,arin,182.45.in-addr.arpa,unsign,13,,1,single delegation
2022-11,arin,185.45.in-addr.arpa,unsign,8,,4,small group
2022-11,arin,186.45.in-addr.arpa,unsign,8,,3,small group
2022-11,arin,189.199.in-addr.arpa,sign,,14,4,small group
2022-11,arin,190.45.in-addr.arpa,unsign,13,,1,single delegation
2022-11,arin,2.207.in-addr.arpa,unsign,8,,1,single delegation
2022-11,arin,2.a.0.8.0.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2022-11,arin,202.143.in-addr.arpa,unsign,13,,2,small group
2022-11,arin,215.205.in-addr.arpa,unsign,13,,1,single delegation
2022-11,arin,22.161.in-addr.arpa,unsign,13,,2,small group
2022-11,arin,225.45.in-addr.arpa,unsign,13,,1,single delegation
2022-11,arin,228.168.in-addr.arpa,unsign,13,,1,single delegation
2022-11,arin,228.168.in-addr.arpa,unsign,8,,3,small group
2022-11,arin,231.45.in-addr.arpa,unsign,13,,4,small group
2022-11,arin,232.45.in-addr.arpa,unsign,13,,4,small group
2022-11,arin,236.45.in-addr.arpa,unsign,8,,2,small group
2022-11,arin,254.170.in-addr.arpa,unsign,13,,4,small group
2022-11,arin,254.65.in-addr.arpa,sign,,13,4,small group
2022-11,arin,255.132.in-addr.arpa,unsign,13,,4,small group
2022-11,arin,37.104.in-addr.arpa,sign,,13,2,small group
2022-11,arin,4.6.0.4.0.6.2.ip6.arpa,sign,,"13,14",1,single delegation
2022-11,arin,4.c.0.6.0.6.2.ip6.arpa,sign,,13,1,single delegation
2022-11,arin,4.c.f.6.0.6.2.ip6.arpa,sign,,8,1,single delegation
2022-11,arin,45.199.in-addr.arpa,sign,,14,5,bulk
2022-11,arin,72.131.in-addr.arpa,unsign,13,,4,small group
2022-11,arin,79.170.in-addr.arpa,sign,,13,4,small group
2022-11,arin,80.170.in-addr.arpa,sign,,8,1,single delegation
2022-11,arin,81.170.in-addr.arpa,unsign,13,,4,small group
2022-11,arin,82.170.in-addr.arpa,unsign,13,,3,small group
2022-11,arin,83.206.in-addr.arpa,sign,,5,1,single delegation
2022-11,arin,90.45.in-addr.arpa,sign,,13,1,single delegation
2022-11,arin,94.138.in-addr.arpa,unsign,13,,2,small group
2022-11,arin,98.172.in-addr.arpa,unsign,8,,1,single delegation
2022-11,arin,b.f.0.1.0.0.2.6.2.ip6.arpa,rollover,7,13,1,single delegation
2022-11,lacnic,108.131.in-addr.arpa,unsign,13,,4,small group
2022-11,lacnic,180.45.in-addr.arpa,sign,,13,4,small group
2022-11,lacnic,185.45.in-addr.arpa,unsign,8,,4,small group
2022-11,lacnic,186.45.in-addr.arpa,unsign,8,,3,small group
2022-11,lacnic,202.143.in-addr.arpa,unsign,13,,1,single delegation
2022-11,lacnic,22.161.in-addr.arpa,unsign,13,,2,small group
2022-11,lacnic,236.45.in-addr.arpa,unsign,8,,2,small group
2022-11,lacnic,239.170.in-addr.arpa,sign,,8,3,small group
2022-11,lacnic,255.132.in-addr.arpa,unsign,13,,4,small group
2022-11,lacnic,72.131.in-addr.arpa,unsign,13,,4,small group
2022-11,lacnic,79.170.in-addr.arpa,sign,,13,4,small group
2022-11,lacnic,80.170.in-addr.arpa,sign,,8,1,single delegation
2022-11,lacnic,80.170.in-addr.arpa,unsign,8,,1,single delegation
2022-11,lacnic,81.170.in-addr.arpa,unsign,13,,4,small group
2022-11,lacnic,82.170.in-addr.arpa,unsign,13,,3,small group
2022-11,ripe,12.45.in-addr.arpa,unsign,13,,1,single delegation
2022-11,ripe,90.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,afrinic,222.102.in-addr.arpa,sign,,13,1,single delegation
2022-12,afrinic,36.102.in-addr.arpa,rollover,7,13,3,small group
2022-12,apnic,123.163.in-addr.arpa,sign,,13,1,single delegation
2022-12,apnic,2.f.b.0.0.4.2.ip6.arpa,sign,,13,1,single delegation
2022-12,apnic,5.202.in-addr.arpa,sign,,13,3,small group
2022-12,arin,0.0.6.1.b.0.0.0.2.6.2.ip6.arpa,sign,,16,1,single delegation
2022-12,arin,0.131.in-addr.arpa,sign,,8,4,small group
2022-12,arin,0.143.in-addr.arpa,sign,,13,4,small group
2022-12,arin,0.6.2.c.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2022-12,arin,0.9.d.6.0.6.2.ip6.arpa,unsign,5,,1,single delegation
2022-12,arin,108.131.in-addr.arpa,sign,,13,4,small group
2022-12,arin,110.65.in-addr.arpa,rollover,10,"10,13",31,bulk
2022-12,arin,110.65.in-addr.arpa,rollover,"8,10","10,13",1,single delegation
2022-12,arin,113.64.in-addr.arpa,rollover,10,"10,13",32,bulk
2022-12,arin,118.138.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,120.216.in-addr.arpa,unsign,13,,1,single delegation
2022-12,arin,121.138.in-addr.arpa,unsign,13,,4,small group
2022-12,arin,123.163.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,128.104.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,129.in-addr.arpa,rollover,"8,10","10,13",1,single delegation
2022-12,arin,130.45.in-addr.arpa,sign,,13,2,small group
2022-12,arin,133.23.in-addr.arpa,unsign,13,,1,single delegation
2022-12,arin,137.198.in-addr.arpa,rollover,7,13,2,small group
2022-12,arin,138.23.in-addr.arpa,unsign,13,,1,single delegation
2022-12,arin,138.in-addr.arpa,sign,,8,1,single delegation
2022-12,arin,141.192.in-addr.arpa,unsign,5,,1,single delegation
2022-12,arin,142.23.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,143.23.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,145.23.in-addr.arpa,sign,,8,1,single delegation
2022-12,arin,146.216.in-addr.arpa,sign,,13,2,small group
2022-12,arin,163.164.in-addr.arpa,unsign,8,,1,single delegation
2022-12,arin,165.in-addr.arpa,unsign,7,,1,single delegation
2022-12,arin,167.104.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,168.206.in-addr.arpa,sign,,14,15,bulk
2022-12,arin,173.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,179.45.in-addr.arpa,sign,,5,2,small group
2022-12,arin,180.45.in-addr.arpa,sign,,13,6,bulk
2022-12,arin,181.168.in-addr.arpa,sign,,8,4,small group
2022-12,arin,182.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,184.45.in-addr.arpa,sign,,8,4,small group
2022-12,arin,185.138.in-addr.arpa,unsign,13,,4,small group
2022-12,arin,187.45.in-addr.arpa,sign,,8,3,small group
2022-12,arin,188.192.in-addr.arpa,rollover,10,"10,13",5,bulk
2022-12,arin,188.204.in-addr.arpa,sign,,14,16,bulk
2022-12,arin,190.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,190.45.in-addr.arpa,unsign,8,,3,small group
2022-12,arin,202.143.in-addr.arpa,sign,,13,2,small group
2022-12,arin,225.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,227.45.in-addr.arpa,sign,,13,4,small group
2022-12,arin,228.168.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,228.168.in-addr.arpa,unsign,8,,1,single delegation
2022-12,arin,23.66.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,231.45.in-addr.arpa,sign,,13,4,small group
2022-12,arin,232.168.in-addr.arpa,unsign,13,,3,small group
2022-12,arin,232.45.in-addr.arpa,sign,,13,4,small group
2022-12,arin,234.192.in-addr.arpa,sign,,8,1,single delegation
2022-12,arin,237.205.in-addr.arpa,rollover,10,"10,13",15,bulk
2022-12,arin,237.205.in-addr.arpa,rollover,"8,10","10,13",1,single delegation
2022-12,arin,245.192.in-addr.arpa,rollover,"8,10","10,13",1,single delegation
2022-12,arin,246.170.in-addr.arpa,unsign,13,,4,small group
2022-12,arin,250.167.in-addr.arpa,unsign,8,,4,small group
2022-12,arin,254.170.in-addr.arpa,sign,,13,4,small group
2022-12,arin,255.132.in-addr.arpa,sign,,13,4,small group
2022-12,arin,4.45.in-addr.arpa,sign,,13,4,small group
2022-12,arin,41.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,45.198.in-addr.arpa,sign,,8,2,small group
2022-12,arin,5.202.in-addr.arpa,sign,,13,3,small group
2022-12,arin,59.45.in-addr.arpa,sign,,13,1,single delegation
2022-12,arin,6.c.f.f.2.0.6.2.ip6.arpa,sign,,14,1,single delegation
2022-12,arin,6.f.b.f.2.0.6.2.ip6.arpa,unsign,13,,1,single delegation
2022-12,arin,7.f.f.2.0.6.2.ip6.arpa,sign,,8,1,single delegation
2022-12,arin,72.131.in-addr.arpa,sign,,13,4,small group
2022-12,arin,79.170.in-addr.arpa,sign,,8,4,small group
2022-12,arin,8.3.5.7.0.6.2.ip6.arpa,sign,,13,1,single delegation
2022-12,arin,80.170.in-addr.arpa,sign,,8,1,single delegation
2022-12,arin,82.170.in-addr.arpa,sign,,13,3,small group
2022-12,arin,94.138.in-addr.arpa,sign,,13,2,small group
2022-12,arin,97.138.in-addr.arpa,unsign,8,,2,small group
2022-12,arin,b.f.a.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2022-12,arin,f.3.c.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2022-12,lacnic,0.131.in-addr.arpa,sign,,8,4,small group
2022-12,lacnic,108.131.in-addr.arpa,sign,,13,4,small group
2022-12,lacnic,121.138.in-addr.arpa,unsign,13,,4,small group
2022-12,lacnic,141.192.in-addr.arpa,unsign,5,,1,single delegation
2022-12,lacnic,150.170.in-addr.arpa,unsign,13,,4,small group
2022-12,lacnic,163.164.in-addr.arpa,unsign,8,,1,single delegation
2022-12,lacnic,179.45.in-addr.arpa,sign,,5,2,small group
2022-12,lacnic,181.168.in-addr.arpa,sign,,8,4,small group
2022-12,lacnic,184.45.in-addr.arpa,sign,,8,4,small group
2022-12,lacnic,185.138.in-addr.arpa,unsign,13,,4,small group
2022-12,lacnic,187.45.in-addr.arpa,sign,,8,3,small group
2022-12,lacnic,202.143.in-addr.arpa,sign,,13,1,single delegation
2022-12,lacnic,227.45.in-addr.arpa,sign,,13,4,small group
2022-12,lacnic,228.168.in-addr.arpa,unsign,8,,4,small group
2022-12,lacnic,232.168.in-addr.arpa,unsign,13,,3,small group
2022-12,lacnic,246.170.in-addr.arpa,unsign,13,,4,small group
2022-12,lacnic,250.167.in-addr.arpa,unsign,8,,4,small group
2022-12,lacnic,255.132.in-addr.arpa,sign,,13,4,small group
2022-12,lacnic,4.45.in-addr.arpa,sign,,13,4,small group
2022-12,lacnic,72.131.in-addr.arpa,sign,,13,4,small group
2022-12,lacnic,79.170.in-addr.arpa,sign,,8,4,small group
2022-12,lacnic,80.170.in-addr.arpa,sign,,8,2,small group
2022-12,lacnic,82.170.in-addr.arpa,sign,,13,3,small group
2022-12,lacnic,97.138.in-addr.arpa,unsign,8,,2,small group
2022-12,ripe,130.45.in-addr.arpa,sign,,13,2,small group
2023-01,afrinic,140.197.in-addr.arpa,sign,,8,1,single delegation
2023-01,apnic,110.103.in-addr.arpa,sign,,8,1,single delegation
2023-01,apnic,153.103.in-addr.arpa,sign,,13,1,single delegation
2023-01,apnic,48.103.in-addr.arpa,sign,,13,1,single delegation
2023-01,apnic,8.4.3.4.f.d.0.1.0.0.2.ip6.arpa,sign,,13,1,single delegation
2023-01,apnic,c.0.a.1.f.d.0.1.0.0.2.ip6.arpa,sign,,13,2,small group
2023-01,arin,0.143.in-addr.arpa,unsign,13,,4,small group
2023-01,arin,0.9.2.b.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-01,arin,0.c.b.a.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-01,arin,100.192.in-addr.arpa,sign,,13,1,single delegation
2023-01,arin,141.192.in-addr.arpa,unsign,5,,3,small group
2023-01,arin,146.216.in-addr.arpa,unsign,13,,2,small group
2023-01,arin,153.45.in-addr.arpa,sign,,13,1,single delegation
2023-01,arin,155.45.in-addr.arpa,sign,,13,1,single delegation
2023-01,arin,170.216.in-addr.arpa,sign,,13,1,single delegation
2023-01,arin,181.147.in-addr.arpa,sign,,13,19,bulk
2023-01,arin,190.45.in-addr.arpa,sign,,8,1,single delegation
2023-01,arin,236.45.in-addr.arpa,unsign,8,,1,single delegation
2023-01,arin,247.162.in-addr.arpa,sign,,15,1,single delegation
2023-01,arin,249.23.in-addr.arpa,sign,,13,1,single delegation
2023-01,arin,255.131.in-addr.arpa,sign,,13,4,small group
2023-01,arin,255.159.in-addr.arpa,sign,,13,1,single delegation
2023-01,arin,4.45.in-addr.arpa,unsign,7,,1,single delegation
2023-01,arin,48.192.in-addr.arpa,unsign,8,,2,small group
2023-01,arin,6.8.d.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-01,arin,79.170.in-addr.arpa,unsign,8,,1,single delegation
2023-01,arin,80.170.in-addr.arpa,sign,,13,4,small group
2023-01,arin,87.45.in-addr.arpa,unsign,13,,4,small group
2023-01,arin,97.138.in-addr.arpa,sign,,8,2,small group
2023-01,arin,97.98.in-addr.arpa,sign,,15,1,single delegation
2023-01,arin,98.172.in-addr.arpa,unsign,13,,1,single delegation
2023-01,arin,98.216.in-addr.arpa,sign,,13,4,small group
2023-01,arin,c.6.1.7.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-01,lacnic,0.143.in-addr.arpa,unsign,13,,4,small group
2023-01,lacnic,100.192.in-addr.arpa,sign,,13,1,single delegation
2023-01,lacnic,141.192.in-addr.arpa,unsign,5,,3,small group
2023-01,lacnic,190.45.in-addr.arpa,unsign,8,,1,single delegation
2023-01,lacnic,236.45.in-addr.arpa,unsign,8,,1,single delegation
2023-01,lacnic,255.131.in-addr.arpa,sign,,13,4,small group
2023-01,lacnic,79.170.in-addr.arpa,unsign,8,,1,single delegation
2023-01,lacnic,80.170.in-addr.arpa,sign,,13,4,small group
2023-01,lacnic,97.138.in-addr.arpa,sign,,8,2,small group
2023-01,lacnic,98.216.in-addr.arpa,sign,,13,4,small group
2023-01,ripe,153.45.in-addr.arpa,sign,,13,1,single delegation
2023-01,ripe,155.45.in-addr.arpa,sign,,13,1,single delegation
2023-01,ripe,181.147.in-addr.arpa,sign,,13,19,bulk
2023-01,ripe,255.159.in-addr.arpa,sign,,13,1,single delegation
2023-01,ripe,87.45.in-addr.arpa,unsign,13,,4,small group
2023-02,apnic,129.103.in-addr.arpa,sign,,13,2,small group
2023-02,apnic,141.114.in-addr.arpa,sign,,13,8,bulk
2023-02,apnic,171.192.in-addr.arpa,sign,,13,8,bulk
2023-02,arin,0.0.6.a.a.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2023-02,arin,0.170.in-addr.arpa,sign,,13,3,small group
2023-02,arin,1.0.0.4.0.5.0.1.0.0.2.ip6.arpa,sign,,13,1,single delegation
2023-02,arin,112.149.in-addr.arpa,sign,,13,1,single delegation
2023-02,arin,121.138.in-addr.arpa,unsign,13,,1,single delegation
2023-02,arin,134.in-addr.arpa,rollover,10,14,1,single delegation
2023-02,arin,135.23.in-addr.arpa,sign,,8,1,single delegation
2023-02,arin,137.45.in-addr.arpa,unsign,13,,4,small group
2023-02,arin,141.192.in-addr.arpa,unsign,5,,1,single delegation
2023-02,arin,142.98.in-addr.arpa,sign,,8,2,small group
2023-02,arin,143.23.in-addr.arpa,sign,,13,1,single delegation
2023-02,arin,150.23.in-addr.arpa,sign,,13,1,single delegation
2023-02,arin,155.23.in-addr.arpa,sign,,8,1,single delegation
2023-02,arin,171.192.in-addr.arpa,sign,,13,8,bulk
2023-02,arin,172.45.in-addr.arpa,sign,,13,1,single delegation
2023-02,arin,175.136.in-addr.arpa,sign,,13,4,small group
2023-02,arin,181.147.in-addr.arpa,sign,,13,14,bulk
2023-02,arin,186.138.in-addr.arpa,sign,,13,4,small group
2023-02,arin,189.45.in-addr.arpa,sign,,13,4,small group
2023-02,arin,19.160.in-addr.arpa,sign,,13,4,small group
2023-02,arin,199.161.in-addr.arpa,sign,,13,4,small group
2023-02,arin,2.3.e.f.2.0.6.2.ip6.arpa,sign,,8,1,single delegation
2023-02,arin,208.143.in-addr.arpa,sign,,8,4,small group
2023-02,arin,224.45.in-addr.arpa,sign,,13,4,small group
2023-02,arin,227.45.in-addr.arpa,unsign,13,,4,small group
2023-02,arin,230.45.in-addr.arpa,sign,,13,4,small group
2023-02,arin,233.170.in-addr.arpa,sign,,13,4,small group
2023-02,arin,235.45.in-addr.arpa,unsign,8,,2,small group
2023-02,arin,244.162.in-addr.arpa,sign,,8,4,small group
2023-02,arin,249.167.in-addr.arpa,sign,,13,4,small group
2023-02,arin,250.167.in-addr.arpa,sign,,13,4,small group
2023-02,arin,251.198.in-addr.arpa,sign,,13,8,bulk
2023-02,arin,37.104.in-addr.arpa,unsign,13,,1,single delegation
2023-02,arin,4.0.0.6.2.ip6.arpa,sign,,8,1,single delegation
2023-02,arin,4.45.in-addr.arpa,sign,,7,1,single delegation
2023-02,arin,5.45.in-addr.arpa,sign,,13,4,small group
2023-02,arin,68.in-addr.arpa,sign,,8,1,single delegation
2023-02,arin,70.45.in-addr.arpa,sign,,13,4,small group
2023-02,arin,78.170.in-addr.arpa,sign,,13,8,bulk
2023-02,arin,79.170.in-addr.arpa,sign,,8,1,single delegation
2023-02,arin,79.170.in-addr.arpa,unsign,8,,1,single delegation
2023-02,arin,88.167.in-addr.arpa,sign,,8,1,single delegation
2023-02,arin,9.a.d.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-02,arin,98.172.in-addr.arpa,sign,,8,1,single delegation
2023-02,lacnic,0.170.in-addr.arpa,sign,,13,3,small group
2023-02,lacnic,121.138.in-addr.arpa,unsign,13,,1,single delegation
2023-02,lacnic,141.192.in-addr.arpa,unsign,5,,1,single delegation
2023-02,lacnic,172.45.in-addr.arpa,sign,,13,1,single delegation
2023-02,lacnic,186.138.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,189.45.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,19.160.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,190.45.in-addr.arpa,unsign,8,,1,single delegation
2023-02,lacnic,208.143.in-addr.arpa,sign,,8,4,small group
2023-02,lacnic,224.45.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,227.45.in-addr.arpa,unsign,13,,4,small group
2023-02,lacnic,230.45.in-addr.arpa,sign,,13,3,small group
2023-02,lacnic,233.170.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,235.45.in-addr.arpa,unsign,8,,2,small group
2023-02,lacnic,249.167.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,250.167.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,5.45.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,70.45.in-addr.arpa,sign,,13,4,small group
2023-02,lacnic,78.170.in-addr.arpa,sign,,13,8,bulk
2023-02,lacnic,79.170.in-addr.arpa,sign,,8,1,single delegation
2023-02,ripe,134.in-addr.arpa,rollover,10,14,1,single delegation
2023-02,ripe,137.45.in-addr.arpa,unsign,13,,4,small group
2023-02,ripe,181.147.in-addr.arpa,sign,,13,14,bulk
2023-03,afrinic,140.197.in-addr.arpa,sign,,8,1,single delegation
2023-03,afrinic,49.196.in-addr.arpa,sign,,13,1,single delegation
2023-03,afrinic,60.196.in-addr.arpa,sign,,13,1,single delegation
2023-03,afrinic,a.6.1.8.f.3.4.1.0.0.2.ip6.arpa,sign,,13,2,small group
2023-03,apnic,110.175.in-addr.arpa,sign,,13,16,bulk
2023-03,apnic,167.103.in-addr.arpa,sign,,8,1,single delegation
2023-03,apnic,48.103.in-addr.arpa,unsign,13,,1,single delegation
2023-03,apnic,54.27.in-addr.arpa,sign,,13,1,single delegation
2023-03,arin,0.0.b.a.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-03,arin,0.168.in-addr.arpa,sign,,13,4,small group
2023-03,arin,0.a.c.1.1.0.0.2.6.2.ip6.arpa,sign,,13,1,single delegation
2023-03,arin,0.d.1.2.1.0.0.2.6.2.ip6.arpa,unsign,14,,1,single delegation
2023-03,arin,0.d.a.a.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-03,arin,137.204.in-addr.arpa,unsign,13,,1,single delegation
2023-03,arin,140.45.in-addr.arpa,sign,,13,4,small group
2023-03,arin,141.192.in-addr.arpa,sign,,5,1,single delegation
2023-03,arin,146.23.in-addr.arpa,sign,,13,2,small group
2023-03,arin,147.142.in-addr.arpa,sign,,8,2,small group
2023-03,arin,149.192.in-addr.arpa,sign,,8,1,single delegation
2023-03,arin,153.104.in-addr.arpa,sign,,13,4,small group
2023-03,arin,154.192.in-addr.arpa,sign,,13,1,single delegation
2023-03,arin,159.in-addr.arpa,sign,,13,1,single delegation
2023-03,arin,163.198.in-addr.arpa,unsign,14,,1,single delegation
2023-03,arin,168.45.in-addr.arpa,unsign,13,,4,small group
2023-03,arin,175.45.in-addr.arpa,unsign,13,,2,small group
2023-03,arin,177.45.in-addr.arpa,rollover,8,13,4,small group
2023-03,arin,182.45.in-addr.arpa,unsign,7,,1,single delegation
2023-03,arin,190.199.in-addr.arpa,sign,,13,1,single delegation
2023-03,arin,190.45.in-addr.arpa,sign,,8,1,single delegation
2023-03,arin,190.45.in-addr.arpa,unsign,8,,1,single delegation
2023-03,arin,191.45.in-addr.arpa,sign,,13,4,small group
2023-03,arin,199.in-addr.arpa,sign,,8,1,single delegation
2023-03,arin,205.in-addr.arpa,sign,,8,1,single delegation
2023-03,arin,209.192.in-addr.arpa,sign,,13,1,single delegation
2023-03,arin,235.45.in-addr.arpa,sign,,8,2,small group
2023-03,arin,250.167.in-addr.arpa,sign,,13,4,small group
2023-03,arin,30.199.in-addr.arpa,sign,,13,4,small group
2023-03,arin,4.7.c.6.0.6.2.ip6.arpa,unsign,13,,1,single delegation
2023-03,arin,67.45.in-addr.arpa,sign,,13,4,small group
2023-03,arin,79.170.in-addr.arpa,sign,,8,1,single delegation
2023-03,arin,90.45.in-addr.arpa,unsign,13,,1,single delegation
2023-03,arin,a.b.f.2.0.6.2.ip6.arpa,unsign,13,,1,single delegation
2023-03,lacnic,0.168.in-addr.arpa,sign,,13,4,small group
2023-03,lacnic,141.192.in-addr.arpa,sign,,5,1,single delegation
2023-03,lacnic,168.45.in-addr.arpa,unsign,13,,4,small group
2023-03,lacnic,175.45.in-addr.arpa,unsign,13,,1,single delegation
2023-03,lacnic,177.45.in-addr.arpa,rollover,8,13,4,small group
2023-03,lacnic,182.45.in-addr.arpa,unsign,7,,1,single delegation
2023-03,lacnic,191.45.in-addr.arpa,sign,,13,4,small group
2023-03,lacnic,230.45.in-addr.arpa,sign,,13,1,single delegation
2023-03,lacnic,235.45.in-addr.arpa,sign,,8,2,small group
2023-03,lacnic,250.167.in-addr.arpa,sign,,13,4,small group
2023-03,lacnic,97.138.in-addr.arpa,unsign,8,,2,small group
2023-03,ripe,110.175.in-addr.arpa,sign,,13,16,bulk
2023-03,ripe,140.45.in-addr.arpa,sign,,13,4,small group
2023-03,ripe,67.45.in-addr.arpa,sign,,13,4,small group
2023-03,ripe,90.45.in-addr.arpa,unsign,13,,1,single delegation
2023-04,afrinic,223.196.in-addr.arpa,unsign,13,,1,single delegation
2023-04,apnic,165.163.in-addr.arpa,unsign,5,,1,single delegation
2023-04,apnic,172.103.in-addr.arpa,unsign,13,,2,small group
2023-04,apnic,206.103.in-addr.arpa,sign,,13,1,single delegation
2023-04,apnic,6.7.e.0.0.4.2.ip6.arpa,sign,,13,1,single delegation
2023-04,apnic,c.0.1.2.f.d.0.1.0.0.2.ip6.arpa,sign,,13,1,single delegation
2023-04,arin,0.0.6.c.f.2.0.6.2.ip6.arpa,unsign,13,,1,single delegation
2023-04,arin,0.0.8.f.0.0.0.0.2.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,0.143.in-addr.arpa,sign,,13,4,small group
2023-04,arin,0.8.9.b.f.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-04,arin,0.9.0.0.8.0.2.0.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,0.9.f.0.8.0.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-04,arin,122.74.in-addr.arpa,rollover,5,"5,8",2,small group
2023-04,arin,122.74.in-addr.arpa,rollover,5,8,1,single delegation
2023-04,arin,131.in-addr.arpa,sign,,8,1,single delegation
2023-04,arin,137.143.in-addr.arpa,sign,,13,4,small group
2023-04,arin,141.192.in-addr.arpa,sign,,13,4,small group
2023-04,arin,143.in-addr.arpa,sign,,13,1,single delegation
2023-04,arin,147.23.in-addr.arpa,sign,,13,1,single delegation
2023-04,arin,149.23.in-addr.arpa,sign,,13,1,single delegation
2023-04,arin,152.104.in-addr.arpa,unsign,8,,1,single delegation
2023-04,arin,155.45.in-addr.arpa,rollover,13,10,1,single delegation
2023-04,arin,169.45.in-addr.arpa,sign,,13,4,small group
2023-04,arin,175.45.in-addr.arpa,sign,,13,2,small group
2023-04,arin,178.45.in-addr.arpa,sign,,13,1,single delegation
2023-04,arin,181.168.in-addr.arpa,unsign,8,,1,single delegation
2023-04,arin,182.45.in-addr.arpa,sign,,7,1,single delegation
2023-04,arin,183.23.in-addr.arpa,unsign,13,,1,single delegation
2023-04,arin,184.45.in-addr.arpa,sign,,13,4,small group
2023-04,arin,195.199.in-addr.arpa,rollover,5,"5,8",2,small group
2023-04,arin,197.168.in-addr.arpa,sign,,13,4,small group
2023-04,arin,229.45.in-addr.arpa,sign,,"7,14",1,single delegation
2023-04,arin,233.170.in-addr.arpa,sign,,8,4,small group
2023-04,arin,235.207.in-addr.arpa,sign,,13,1,single delegation
2023-04,arin,235.45.in-addr.arpa,sign,,13,4,small group
2023-04,arin,249.167.in-addr.arpa,unsign,8,,2,small group
2023-04,arin,253.199.in-addr.arpa,rollover,8,13,2,small group
2023-04,arin,26.199.in-addr.arpa,unsign,13,,6,bulk
2023-04,arin,3.8.2.0.0.0.0.0.2.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,4.199.in-addr.arpa,rollover,8,13,1,single delegation
2023-04,arin,4.199.in-addr.arpa,rollover,8,"8,13",2,small group
2023-04,arin,43.199.in-addr.arpa,rollover,8,13,4,small group
2023-04,arin,59.138.in-addr.arpa,sign,,13,4,small group
2023-04,arin,72.131.in-addr.arpa,sign,,8,4,small group
2023-04,arin,77.208.in-addr.arpa,rollover,8,13,4,small group
2023-04,arin,89.208.in-addr.arpa,unsign,8,,4,small group
2023-04,arin,91.199.in-addr.arpa,rollover,5,"5,8",3,small group
2023-04,arin,91.199.in-addr.arpa,rollover,8,13,3,small group
2023-04,arin,91.199.in-addr.arpa,rollover,8,"8,13",5,bulk
2023-04,arin,97.138.in-addr.arpa,unsign,8,,2,small group
2023-04,arin,b.2.2.0.0.0.0.0.2.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,d.2.0.0.0.0.0.0.2.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,d.e.2.0.0.0.0.0.2.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,e.e.2.0.0.0.0.0.2.6.2.ip6.arpa,rollover,8,13,1,single delegation
2023-04,arin,f.a.2.0.2.0.6.2.ip6.arpa,sign,,13,1,single delegation
2023-04,lacnic,0.143.in-addr.arpa,sign,,13,4,small group
2023-04,lacnic,137.143.in-addr.arpa,sign,,13,4,small group
2023-04,lacnic,141.192.in-addr.arpa,sign,,13,4,small group
2023-04,lacnic,169.45.in-addr.arpa,sign,,13,4,small group
