month,source,kind,from_alg,to_alg,n_delegations,n_blocks,largest_block_share,hhi,level
2016-04,apnic,sign,,5,1,1,1.0,1.0,single delegation
2016-04,apnic,sign,,8,4,4,0.25,0.25,diffuse (many blocks)
2016-04,apnic,unsign,5,,2,2,0.5,0.5,concentrated (one block is most of it)
2016-04,arin,rollover,5,"5,8,14",4,2,0.75,0.625,concentrated (one block is most of it)
2016-04,arin,sign,,5,1,1,1.0,1.0,single delegation
2016-04,arin,sign,,7,1,1,1.0,1.0,single delegation
2016-04,arin,sign,,8,5,5,0.2,0.2,diffuse (many blocks)
2016-04,arin,unsign,8,,1,1,1.0,1.0,single delegation
2016-04,ripe,sign,,8,7,4,0.571,0.3878,concentrated (one block is most of it)
2016-04,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2016-05,apnic,sign,,5,1,1,1.0,1.0,single delegation
2016-05,apnic,sign,,7,5,2,0.8,0.68,concentrated (one block is most of it)
2016-05,apnic,unsign,8,,3,1,1.0,1.0,one block
2016-05,arin,rollover,"5,8,14","8,14",4,2,0.75,0.625,concentrated (one block is most of it)
2016-05,arin,unsign,8,,1,1,1.0,1.0,single delegation
2016-06,apnic,unsign,5,,2,2,0.5,0.5,concentrated (one block is most of it)
2016-06,arin,rollover,5,"5,8",1,1,1.0,1.0,single delegation
2016-06,arin,sign,,10,2,2,0.5,0.5,concentrated (one block is most of it)
2016-06,arin,sign,,8,1,1,1.0,1.0,single delegation
2016-06,ripe,rollover,5,"5,8",1,1,1.0,1.0,single delegation
2016-07,apnic,sign,,8,4,1,1.0,1.0,one block
2016-07,arin,sign,,8,4,2,0.5,0.5,concentrated (one block is most of it)
2016-07,ripe,sign,,8,2,1,1.0,1.0,one block
2016-08,afrinic,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2016-08,apnic,sign,,8,1,1,1.0,1.0,single delegation
2016-08,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2016-08,arin,rollover,7,8,11,3,0.818,0.686,concentrated (one block is most of it)
2016-08,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2016-08,arin,sign,,8,3,3,0.333,0.3333,diffuse (many blocks)
2016-08,arin,unsign,5,,32,1,1.0,1.0,one block
2016-08,ripe,rollover,8,13,1,1,1.0,1.0,single delegation
2016-09,apnic,sign,,5,4,3,0.5,0.375,concentrated (one block is most of it)
2016-09,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2016-09,arin,sign,,5,1,1,1.0,1.0,single delegation
2016-09,arin,unsign,8,,1,1,1.0,1.0,single delegation
2016-10,apnic,sign,,8,8,2,0.875,0.7812,concentrated (one block is most of it)
2016-10,arin,rollover,5,8,16,1,1.0,1.0,one block
2016-10,arin,sign,,5,8,2,0.5,0.5,concentrated (one block is most of it)
2016-10,arin,sign,,8,32,1,1.0,1.0,one block
2016-10,arin,unsign,8,,4,3,0.5,0.375,concentrated (one block is most of it)
2016-10,lacnic,sign,,5,4,1,1.0,1.0,one block
2016-11,afrinic,sign,,8,16,3,0.688,0.5391,concentrated (one block is most of it)
2016-11,apnic,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2016-11,apnic,sign,,7,2,1,1.0,1.0,one block
2016-11,apnic,sign,,8,3,3,0.333,0.3333,diffuse (many blocks)
2016-11,arin,sign,,13,1,1,1.0,1.0,single delegation
2016-11,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2016-11,arin,unsign,7,,2,2,0.5,0.5,concentrated (one block is most of it)
2016-12,apnic,sign,,8,713,17,0.292,0.1486,diffuse (many blocks)
2016-12,arin,rollover,5,8,1,1,1.0,1.0,single delegation
2016-12,arin,rollover,"5,8",8,1,1,1.0,1.0,single delegation
2016-12,arin,sign,,"7,8,10",1,1,1.0,1.0,single delegation
2016-12,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2016-12,ripe,rollover,"5,8",8,1,1,1.0,1.0,single delegation
2016-12,ripe,sign,,"7,8,10",1,1,1.0,1.0,single delegation
2017-01,afrinic,sign,,8,18,1,1.0,1.0,one block
2017-01,apnic,sign,,8,301,33,0.123,0.0651,diffuse (many blocks)
2017-01,apnic,unsign,8,,71,10,0.225,0.143,diffuse (many blocks)
2017-01,arin,sign,,10,1,1,1.0,1.0,single delegation
2017-01,arin,unsign,5,,4,1,1.0,1.0,one block
2017-01,lacnic,unsign,5,,4,1,1.0,1.0,one block
2017-02,apnic,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2017-02,apnic,unsign,8,,4,1,1.0,1.0,one block
2017-02,arin,sign,,8,36,5,0.722,0.5494,concentrated (one block is most of it)
2017-02,lacnic,sign,,8,1,1,1.0,1.0,single delegation
2017-02,ripe,sign,,8,3,1,1.0,1.0,one block
2017-03,afrinic,sign,,7,1,1,1.0,1.0,single delegation
2017-03,arin,rollover,10,"10,13",1,1,1.0,1.0,single delegation
2017-03,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2017-03,arin,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2017-03,ripe,rollover,10,"10,13",1,1,1.0,1.0,single delegation
2017-04,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2017-04,apnic,unsign,7,,5,2,0.8,0.68,concentrated (one block is most of it)
2017-04,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2017-04,arin,rollover,8,5,87,6,0.368,0.308,diffuse (many blocks)
2017-04,arin,sign,,5,4,4,0.25,0.25,diffuse (many blocks)
2017-04,arin,sign,,7,1,1,1.0,1.0,single delegation
2017-04,arin,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2017-04,arin,unsign,8,,1,1,1.0,1.0,single delegation
2017-05,afrinic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2017-05,apnic,sign,,8,2,1,1.0,1.0,one block
2017-05,apnic,unsign,5,,4,1,1.0,1.0,one block
2017-05,apnic,unsign,7,,1,1,1.0,1.0,single delegation
2017-05,arin,sign,,8,46,14,0.348,0.1682,diffuse (many blocks)
2017-05,ripe,sign,,8,1,1,1.0,1.0,single delegation
2017-06,apnic,sign,,5,1,1,1.0,1.0,single delegation
2017-06,arin,rollover,5,7,87,6,0.368,0.308,diffuse (many blocks)
2017-06,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2017-07,afrinic,sign,,7,1,1,1.0,1.0,single delegation
2017-07,apnic,sign,,8,1,1,1.0,1.0,single delegation
2017-07,arin,sign,,10,9,3,0.444,0.4074,diffuse (many blocks)
2017-07,arin,sign,,7,81,4,0.741,0.5806,concentrated (one block is most of it)
2017-07,arin,sign,,8,1,1,1.0,1.0,single delegation
2017-07,arin,unsign,5,,1,1,1.0,1.0,single delegation
2017-07,arin,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2017-07,lacnic,unsign,8,,1,1,1.0,1.0,single delegation
2017-07,ripe,unsign,5,,1,1,1.0,1.0,single delegation
2017-08,apnic,sign,,8,8,3,0.5,0.4062,concentrated (one block is most of it)
2017-08,arin,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2017-08,arin,sign,,5,1,1,1.0,1.0,single delegation
2017-08,arin,sign,,8,7,4,0.571,0.3878,concentrated (one block is most of it)
2017-08,arin,unsign,5,,1,1,1.0,1.0,single delegation
2017-08,arin,unsign,8,,3,3,0.333,0.3333,diffuse (many blocks)
2017-09,apnic,sign,,13,155,22,0.406,0.198,diffuse (many blocks)
2017-09,apnic,sign,,5,5,2,0.8,0.68,concentrated (one block is most of it)
2017-09,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2017-09,arin,sign,,7,9,3,0.444,0.4074,diffuse (many blocks)
2017-09,arin,sign,,8,31,6,0.516,0.3528,concentrated (one block is most of it)
2017-09,arin,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2017-10,afrinic,sign,,7,2,1,1.0,1.0,one block
2017-10,apnic,sign,,13,1,1,1.0,1.0,single delegation
2017-10,arin,sign,,7,2,1,1.0,1.0,one block
2017-10,lacnic,sign,,8,1,1,1.0,1.0,single delegation
2017-11,apnic,sign,,13,1,1,1.0,1.0,single delegation
2017-11,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2017-11,arin,sign,,13,1,1,1.0,1.0,single delegation
2017-11,arin,sign,,7,3,3,0.333,0.3333,diffuse (many blocks)
2017-11,arin,unsign,10,,1,1,1.0,1.0,single delegation
2017-12,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2017-12,apnic,sign,,13,8,1,1.0,1.0,one block
2017-12,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2017-12,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2017-12,arin,sign,,8,1,1,1.0,1.0,single delegation
2017-12,arin,unsign,8,,1,1,1.0,1.0,single delegation
2017-12,ripe,sign,,8,1,1,1.0,1.0,single delegation
2018-01,afrinic,sign,,7,1,1,1.0,1.0,single delegation
2018-01,apnic,unsign,8,,6,3,0.667,0.5,concentrated (one block is most of it)
2018-01,arin,sign,,5,1,1,1.0,1.0,single delegation
2018-01,arin,sign,,7,6,3,0.5,0.3889,concentrated (one block is most of it)
2018-01,arin,sign,,8,5,4,0.4,0.28,diffuse (many blocks)
2018-01,arin,unsign,8,,1,1,1.0,1.0,single delegation
2018-01,lacnic,sign,,7,3,1,1.0,1.0,one block
2018-02,afrinic,unsign,8,,8,2,0.875,0.7812,concentrated (one block is most of it)
2018-02,apnic,sign,,13,16,4,0.688,0.5156,concentrated (one block is most of it)
2018-02,apnic,sign,,8,6,4,0.333,0.2778,diffuse (many blocks)
2018-02,apnic,unsign,8,,1,1,1.0,1.0,single delegation
2018-02,arin,rollover,"7,8,10",8,1,1,1.0,1.0,single delegation
2018-02,arin,sign,,7,1,1,1.0,1.0,single delegation
2018-02,arin,sign,,8,3,2,0.667,0.5556,concentrated (one block is most of it)
2018-02,arin,unsign,7,,2,1,1.0,1.0,one block
2018-02,arin,unsign,8,,8,2,0.875,0.7812,concentrated (one block is most of it)
2018-02,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2018-02,lacnic,unsign,7,,2,1,1.0,1.0,one block
2018-02,ripe,rollover,"7,8,10",8,1,1,1.0,1.0,single delegation
2018-02,ripe,sign,,8,1,1,1.0,1.0,single delegation
2018-03,apnic,sign,,13,17,4,0.471,0.3356,diffuse (many blocks)
2018-03,apnic,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2018-03,apnic,unsign,8,,44,3,0.727,0.5919,concentrated (one block is most of it)
2018-03,arin,rollover,5,8,2,1,1.0,1.0,one block
2018-03,arin,sign,,7,4,4,0.25,0.25,diffuse (many blocks)
2018-03,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2018-03,arin,unsign,7,,1,1,1.0,1.0,single delegation
2018-03,lacnic,sign,,7,2,1,1.0,1.0,one block
2018-03,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2018-04,apnic,sign,,7,3,2,0.667,0.5556,concentrated (one block is most of it)
2018-04,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2018-04,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2018-04,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2018-04,arin,unsign,7,,3,3,0.333,0.3333,diffuse (many blocks)
2018-04,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2018-04,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2018-05,afrinic,sign,,8,8,2,0.875,0.7812,concentrated (one block is most of it)
2018-05,apnic,sign,,13,4,4,0.25,0.25,diffuse (many blocks)
2018-05,apnic,sign,,8,5,3,0.6,0.44,concentrated (one block is most of it)
2018-05,apnic,unsign,5,,2,1,1.0,1.0,one block
2018-05,apnic,unsign,8,,32,1,1.0,1.0,one block
2018-05,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2018-05,arin,rollover,8,13,2,2,0.5,0.5,concentrated (one block is most of it)
2018-05,arin,sign,,5,8,1,1.0,1.0,one block
2018-05,arin,sign,,7,3,2,0.667,0.5556,concentrated (one block is most of it)
2018-05,arin,sign,,8,11,5,0.636,0.438,concentrated (one block is most of it)
2018-05,arin,unsign,5,,1,1,1.0,1.0,single delegation
2018-05,arin,unsign,7,,2,2,0.5,0.5,concentrated (one block is most of it)
2018-05,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2018-05,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2018-06,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2018-06,apnic,sign,,13,119,14,0.538,0.3136,concentrated (one block is most of it)
2018-06,arin,sign,,13,17,2,0.941,0.8893,concentrated (one block is most of it)
2018-06,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2018-07,apnic,sign,,8,1,1,1.0,1.0,single delegation
2018-07,apnic,unsign,5,,5,2,0.8,0.68,concentrated (one block is most of it)
2018-07,arin,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2018-07,arin,sign,,7,44,10,0.182,0.1271,diffuse (many blocks)
2018-07,arin,sign,,8,7,4,0.571,0.3878,concentrated (one block is most of it)
2018-07,arin,unsign,8,,28,3,0.571,0.4286,concentrated (one block is most of it)
2018-08,apnic,unsign,8,,4,2,0.75,0.625,concentrated (one block is most of it)
2018-08,arin,sign,,14,5,2,0.8,0.68,concentrated (one block is most of it)
2018-08,arin,sign,,8,1,1,1.0,1.0,single delegation
2018-09,apnic,sign,,13,5,2,0.8,0.68,concentrated (one block is most of it)
2018-09,apnic,unsign,13,,1,1,1.0,1.0,single delegation
2018-09,arin,sign,,13,10,3,0.8,0.66,concentrated (one block is most of it)
2018-09,arin,sign,,14,4,1,1.0,1.0,one block
2018-09,arin,sign,,7,39,6,0.41,0.3491,diffuse (many blocks)
2018-09,arin,unsign,8,,1,1,1.0,1.0,single delegation
2018-09,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2018-10,apnic,rollover,8,13,4,1,1.0,1.0,one block
2018-10,apnic,sign,,8,1,1,1.0,1.0,single delegation
2018-10,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2018-10,arin,sign,,13,5,2,0.8,0.68,concentrated (one block is most of it)
2018-10,arin,sign,,7,1,1,1.0,1.0,single delegation
2018-10,arin,unsign,13,,1,1,1.0,1.0,single delegation
2018-10,arin,unsign,8,,5,2,0.8,0.68,concentrated (one block is most of it)
2018-11,afrinic,sign,,5,21,3,0.857,0.746,concentrated (one block is most of it)
2018-11,afrinic,sign,,7,83,5,0.386,0.3189,diffuse (many blocks)
2018-11,afrinic,sign,,8,4,3,0.5,0.375,concentrated (one block is most of it)
2018-11,apnic,sign,,13,1,1,1.0,1.0,single delegation
2018-11,apnic,sign,,14,1,1,1.0,1.0,single delegation
2018-11,apnic,unsign,13,,1,1,1.0,1.0,single delegation
2018-11,arin,sign,,10,1,1,1.0,1.0,single delegation
2018-11,arin,sign,,14,1,1,1.0,1.0,single delegation
2018-11,arin,sign,,5,2,1,1.0,1.0,one block
2018-11,arin,sign,,7,32,1,1.0,1.0,one block
2018-11,arin,sign,,8,3,3,0.333,0.3333,diffuse (many blocks)
2018-11,ripe,sign,,10,1,1,1.0,1.0,single delegation
2018-11,ripe,sign,,13,1,1,1.0,1.0,single delegation
2018-12,afrinic,sign,,5,1,1,1.0,1.0,single delegation
2018-12,afrinic,sign,,8,3,1,1.0,1.0,one block
2018-12,apnic,sign,,13,5,2,0.8,0.68,concentrated (one block is most of it)
2018-12,apnic,sign,,8,300,37,0.167,0.0671,diffuse (many blocks)
2018-12,apnic,unsign,13,,1,1,1.0,1.0,single delegation
2018-12,apnic,unsign,8,,37,3,0.865,0.7604,concentrated (one block is most of it)
2018-12,arin,rollover,13,8,2,2,0.5,0.5,concentrated (one block is most of it)
2018-12,arin,sign,,10,1,1,1.0,1.0,single delegation
2018-12,arin,sign,,13,26,7,0.615,0.4142,concentrated (one block is most of it)
2018-12,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2018-12,arin,unsign,13,,1,1,1.0,1.0,single delegation
2018-12,arin,unsign,7,,1,1,1.0,1.0,single delegation
2018-12,ripe,sign,,8,1,1,1.0,1.0,single delegation
2019-01,afrinic,sign,,13,40,2,0.8,0.68,concentrated (one block is most of it)
2019-01,apnic,sign,,13,100,4,0.63,0.501,concentrated (one block is most of it)
2019-01,arin,sign,,13,55,5,0.582,0.3904,concentrated (one block is most of it)
2019-01,arin,sign,,5,1,1,1.0,1.0,single delegation
2019-01,ripe,sign,,13,63,1,1.0,1.0,one block
2019-02,afrinic,rollover,5,8,2,1,1.0,1.0,one block
2019-02,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2019-02,apnic,sign,,8,300,29,0.167,0.0674,diffuse (many blocks)
2019-02,arin,sign,,7,4,1,1.0,1.0,one block
2019-02,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2019-02,arin,unsign,7,,1,1,1.0,1.0,single delegation
2019-02,arin,unsign,8,,1,1,1.0,1.0,single delegation
2019-03,afrinic,rollover,5,8,15,2,0.933,0.8756,concentrated (one block is most of it)
2019-03,afrinic,sign,,7,16,4,0.438,0.3203,diffuse (many blocks)
2019-03,apnic,sign,,13,13,3,0.615,0.4793,concentrated (one block is most of it)
2019-03,apnic,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2019-03,arin,sign,,13,45,5,0.356,0.2928,diffuse (many blocks)
2019-03,arin,sign,,7,1,1,1.0,1.0,single delegation
2019-03,arin,sign,,8,20,8,0.2,0.17,diffuse (many blocks)
2019-03,arin,unsign,5,,1,1,1.0,1.0,single delegation
2019-03,arin,unsign,8,,1,1,1.0,1.0,single delegation
2019-03,ripe,sign,,13,16,2,0.5,0.5,concentrated (one block is most of it)
2019-03,ripe,sign,,8,4,1,1.0,1.0,one block
2019-04,afrinic,sign,,13,2,1,1.0,1.0,one block
2019-04,apnic,sign,,13,2,1,1.0,1.0,one block
2019-04,apnic,sign,,8,1,1,1.0,1.0,single delegation
2019-04,apnic,unsign,8,,1,1,1.0,1.0,single delegation
2019-04,arin,rollover,8,13,2,2,0.5,0.5,concentrated (one block is most of it)
2019-04,arin,sign,,"5,8,10",1,1,1.0,1.0,single delegation
2019-04,arin,sign,,8,20,4,0.7,0.525,concentrated (one block is most of it)
2019-05,afrinic,sign,,13,14,3,0.429,0.3469,diffuse (many blocks)
2019-05,afrinic,unsign,8,,5,2,0.6,0.52,concentrated (one block is most of it)
2019-05,apnic,sign,,8,3,1,1.0,1.0,one block
2019-05,apnic,unsign,8,,5,2,0.8,0.68,concentrated (one block is most of it)
2019-05,arin,rollover,7,8,1,1,1.0,1.0,single delegation
2019-05,arin,sign,,14,1,1,1.0,1.0,single delegation
2019-05,arin,sign,,7,1,1,1.0,1.0,single delegation
2019-05,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2019-05,arin,sign,,"8,13",2,1,1.0,1.0,one block
2019-05,arin,unsign,7,,1,1,1.0,1.0,single delegation
2019-05,lacnic,sign,,"8,13",2,1,1.0,1.0,one block
2019-05,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2019-05,ripe,sign,,14,1,1,1.0,1.0,single delegation
2019-06,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2019-06,apnic,sign,,5,4,2,0.75,0.625,concentrated (one block is most of it)
2019-06,apnic,sign,,8,251,1,1.0,1.0,one block
2019-06,apnic,unsign,5,,1,1,1.0,1.0,single delegation
2019-06,apnic,unsign,8,,1,1,1.0,1.0,single delegation
2019-06,arin,rollover,5,13,1,1,1.0,1.0,single delegation
2019-06,arin,sign,,10,1,1,1.0,1.0,single delegation
2019-06,arin,sign,,13,131,17,0.473,0.2629,diffuse (many blocks)
2019-06,arin,sign,,14,2,1,1.0,1.0,one block
2019-06,arin,sign,,7,1,1,1.0,1.0,single delegation
2019-06,arin,sign,,8,270,4,0.93,0.8678,concentrated (one block is most of it)
2019-06,arin,unsign,8,,1,1,1.0,1.0,single delegation
2019-06,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2019-06,ripe,sign,,14,2,1,1.0,1.0,one block
2019-07,apnic,sign,,13,4,1,1.0,1.0,one block
2019-07,apnic,sign,,8,300,34,0.163,0.0651,diffuse (many blocks)
2019-07,apnic,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2019-07,arin,sign,,13,34,13,0.235,0.1228,diffuse (many blocks)
2019-07,arin,sign,,14,4,1,1.0,1.0,one block
2019-07,arin,sign,,8,15,7,0.467,0.2711,diffuse (many blocks)
2019-07,arin,unsign,8,,1,1,1.0,1.0,single delegation
2019-07,lacnic,sign,,13,8,2,0.5,0.5,concentrated (one block is most of it)
2019-07,ripe,sign,,13,8,2,0.5,0.5,concentrated (one block is most of it)
2019-07,ripe,sign,,14,4,1,1.0,1.0,one block
2019-07,ripe,sign,,8,11,4,0.636,0.4545,concentrated (one block is most of it)
2019-08,apnic,rollover,5,13,38,6,0.605,0.4307,concentrated (one block is most of it)
2019-08,apnic,sign,,13,1,1,1.0,1.0,single delegation
2019-08,arin,sign,,13,5,2,0.8,0.68,concentrated (one block is most of it)
2019-08,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2019-08,arin,sign,,8,23,7,0.696,0.5009,concentrated (one block is most of it)
2019-08,arin,unsign,13,,2,2,0.5,0.5,concentrated (one block is most of it)
2019-08,arin,unsign,5,,1,1,1.0,1.0,single delegation
2019-08,ripe,sign,,13,1,1,1.0,1.0,single delegation
2019-09,afrinic,rollover,8,13,1,1,1.0,1.0,single delegation
2019-09,afrinic,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2019-09,afrinic,sign,,8,4,2,0.5,0.5,concentrated (one block is most of it)
2019-09,apnic,sign,,13,4,1,1.0,1.0,one block
2019-09,apnic,unsign,13,,4,1,1.0,1.0,one block
2019-09,arin,sign,,10,9,2,0.889,0.8025,concentrated (one block is most of it)
2019-09,arin,sign,,13,9,3,0.778,0.6296,concentrated (one block is most of it)
2019-09,arin,sign,,14,2,2,0.5,0.5,concentrated (one block is most of it)
2019-09,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2019-09,arin,unsign,8,,1,1,1.0,1.0,single delegation
2019-09,ripe,sign,,10,1,1,1.0,1.0,single delegation
2019-09,ripe,sign,,13,7,1,1.0,1.0,one block
2019-09,ripe,sign,,8,1,1,1.0,1.0,single delegation
2019-10,afrinic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2019-10,apnic,unsign,5,,4,1,1.0,1.0,one block
2019-10,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2019-10,arin,rollover,8,"8,14",1,1,1.0,1.0,single delegation
2019-10,arin,sign,,13,40,12,0.4,0.2063,diffuse (many blocks)
2019-10,arin,sign,,14,1,1,1.0,1.0,single delegation
2019-10,arin,unsign,8,,2,1,1.0,1.0,one block
2019-10,ripe,sign,,13,14,5,0.286,0.2551,diffuse (many blocks)
2019-10,ripe,sign,,14,1,1,1.0,1.0,single delegation
2019-11,arin,rollover,14,10,1,1,1.0,1.0,single delegation
2019-11,arin,rollover,"8,14",14,4,2,0.75,0.625,concentrated (one block is most of it)
2019-11,arin,sign,,13,14,7,0.286,0.2041,diffuse (many blocks)
2019-11,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2019-11,arin,sign,,8,4,4,0.25,0.25,diffuse (many blocks)
2019-11,arin,unsign,8,,1,1,1.0,1.0,single delegation
2019-11,ripe,rollover,14,10,1,1,1.0,1.0,single delegation
2019-11,ripe,sign,,13,9,3,0.444,0.4074,diffuse (many blocks)
2019-12,afrinic,rollover,8,13,9,2,0.889,0.8025,concentrated (one block is most of it)
2019-12,afrinic,sign,,7,4,1,1.0,1.0,one block
2019-12,afrinic,sign,,8,3,3,0.333,0.3333,diffuse (many blocks)
2019-12,arin,rollover,5,13,1,1,1.0,1.0,single delegation
2019-12,arin,rollover,8,13,9,2,0.889,0.8025,concentrated (one block is most of it)
2019-12,arin,sign,,13,34,6,0.471,0.3062,diffuse (many blocks)
2019-12,arin,sign,,5,2,2,0.5,0.5,concentrated (one block is most of it)
2019-12,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2019-12,arin,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2019-12,ripe,rollover,5,13,1,1,1.0,1.0,single delegation
2019-12,ripe,sign,,13,4,1,1.0,1.0,one block
2019-12,ripe,sign,,8,1,1,1.0,1.0,single delegation
2020-01,afrinic,rollover,8,13,1,1,1.0,1.0,single delegation
2020-01,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2020-01,apnic,sign,,13,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-01,apnic,sign,,8,353,43,0.127,0.0694,diffuse (many blocks)
2020-01,arin,rollover,5,13,2,2,0.5,0.5,concentrated (one block is most of it)
2020-01,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2020-01,arin,sign,,13,42,5,0.762,0.5998,concentrated (one block is most of it)
2020-01,arin,sign,,8,25,9,0.68,0.4752,concentrated (one block is most of it)
2020-01,ripe,rollover,5,13,2,2,0.5,0.5,concentrated (one block is most of it)
2020-01,ripe,sign,,13,10,4,0.4,0.34,diffuse (many blocks)
2020-02,afrinic,unsign,13,,1,1,1.0,1.0,single delegation
2020-02,apnic,rollover,8,14,17,4,0.471,0.3356,diffuse (many blocks)
2020-02,apnic,sign,,13,2,1,1.0,1.0,one block
2020-02,apnic,sign,,5,2,1,1.0,1.0,one block
2020-02,apnic,sign,,7,19,1,1.0,1.0,one block
2020-02,apnic,sign,,8,1,1,1.0,1.0,single delegation
2020-02,arin,rollover,5,13,4,2,0.75,0.625,concentrated (one block is most of it)
2020-02,arin,rollover,8,13,2,2,0.5,0.5,concentrated (one block is most of it)
2020-02,arin,sign,,13,34,15,0.382,0.1869,diffuse (many blocks)
2020-02,arin,sign,,5,1,1,1.0,1.0,single delegation
2020-02,arin,sign,,7,1,1,1.0,1.0,single delegation
2020-02,arin,unsign,13,,7,4,0.571,0.3878,concentrated (one block is most of it)
2020-02,arin,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2020-02,ripe,rollover,5,13,1,1,1.0,1.0,single delegation
2020-02,ripe,sign,,13,6,3,0.667,0.5,concentrated (one block is most of it)
2020-03,afrinic,sign,,8,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-03,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2020-03,arin,sign,,10,5,5,0.2,0.2,diffuse (many blocks)
2020-03,arin,sign,,13,12,6,0.333,0.2222,diffuse (many blocks)
2020-03,arin,sign,,8,1,1,1.0,1.0,single delegation
2020-03,arin,unsign,13,,1,1,1.0,1.0,single delegation
2020-03,arin,unsign,7,,1,1,1.0,1.0,single delegation
2020-03,ripe,rollover,8,13,1,1,1.0,1.0,single delegation
2020-03,ripe,unsign,13,,1,1,1.0,1.0,single delegation
2020-04,apnic,sign,,13,4,2,0.5,0.5,concentrated (one block is most of it)
2020-04,arin,sign,,13,3,3,0.333,0.3333,diffuse (many blocks)
2020-04,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2020-04,arin,sign,,8,1,1,1.0,1.0,single delegation
2020-04,arin,unsign,14,,1,1,1.0,1.0,single delegation
2020-04,arin,unsign,5,,1,1,1.0,1.0,single delegation
2020-05,afrinic,sign,,7,1,1,1.0,1.0,single delegation
2020-05,apnic,sign,,13,1,1,1.0,1.0,single delegation
2020-05,apnic,sign,,8,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-05,apnic,unsign,13,,2,1,1.0,1.0,one block
2020-05,arin,rollover,"5,8,10","5,8",1,1,1.0,1.0,single delegation
