month,source,delegation,block,kind,from_alg,to_alg
2012-06,afrinic,177.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,30.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,124.160.in-addr.arpa,160.in-addr.arpa,sign,,8
2012-06,afrinic,2.216.196.in-addr.arpa,216.196.in-addr.arpa,sign,,8
2012-06,afrinic,26.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,31.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,28.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,27.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,24.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,246.94.192.in-addr.arpa,94.192.in-addr.arpa,sign,,8
2012-06,afrinic,29.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,25.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2012-06,afrinic,0.a.2.4.1.0.0.2.ip6.arpa,a.2.4.1.0.0.2.ip6.arpa,sign,,8
2012-08,afrinic,92.79.41.in-addr.arpa,79.41.in-addr.arpa,sign,,5
2012-08,afrinic,244.216.196.in-addr.arpa,216.196.in-addr.arpa,sign,,5
2012-10,afrinic,2.216.196.in-addr.arpa,216.196.in-addr.arpa,unsign,8,
2012-11,afrinic,244.216.196.in-addr.arpa,216.196.in-addr.arpa,unsign,5,
2013-10,afrinic,92.79.41.in-addr.arpa,79.41.in-addr.arpa,unsign,5,
2013-12,afrinic,149.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,145.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,0.d.0.0.8.f.3.4.1.0.0.2.ip6.arpa,d.0.0.8.f.3.4.1.0.0.2.ip6.arpa,sign,,8
2013-12,afrinic,148.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,144.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,150.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,146.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,151.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2013-12,afrinic,147.223.196.in-addr.arpa,223.196.in-addr.arpa,sign,,8
2014-01,afrinic,149.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,150.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,146.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,151.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,145.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,147.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,0.d.0.0.8.f.3.4.1.0.0.2.ip6.arpa,d.0.0.8.f.3.4.1.0.0.2.ip6.arpa,unsign,8,
2014-01,afrinic,148.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-01,afrinic,144.223.196.in-addr.arpa,223.196.in-addr.arpa,unsign,8,
2014-07,afrinic,210.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,214.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,215.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,208.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,212.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,211.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,213.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-07,afrinic,209.73.154.in-addr.arpa,73.154.in-addr.arpa,sign,,8
2014-10,afrinic,23.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,2.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,228.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,25.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,24.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,17.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,225.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,29.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,7.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,14.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,5.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,231.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,227.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,21.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,229.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,1.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,8.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,226.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,26.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,27.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,19.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,6.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,0.5.3.4.1.0.0.2.ip6.arpa,5.3.4.1.0.0.2.ip6.arpa,sign,,8
2014-10,afrinic,16.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,20.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,4.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,9.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,31.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,11.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,230.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,224.41.in-addr.arpa,41.in-addr.arpa,sign,,8
2014-10,afrinic,3.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,0.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,18.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,15.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,10.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-10,afrinic,22.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2014-11,afrinic,170.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,37.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,11.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,87.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,92.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,41.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,80.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,63.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,114.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,64.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,106.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,188.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,90.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,24.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,26.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,102.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,101.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,164.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,168.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,17.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,96.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,121.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,191.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,184.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,16.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,88.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,97.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,113.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,171.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,122.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,15.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,174.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,176.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,53.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,73.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,76.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,183.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,93.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,181.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,82.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,55.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,190.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,39.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,94.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,85.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,111.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,20.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,83.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,167.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,34.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,104.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,163.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,161.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,118.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,120.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,116.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,105.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,60.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,68.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,36.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,62.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,108.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,117.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,40.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,89.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,18.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,67.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,172.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,177.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,189.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,79.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,0.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,54.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,179.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,78.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,33.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,99.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,43.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,126.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,124.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,56.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,14.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,38.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,46.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,58.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,21.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,100.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,123.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,115.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,91.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,110.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,119.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,45.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,95.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,81.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,48.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,29.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,70.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,52.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,84.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,28.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,178.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,77.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,103.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,107.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,173.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,86.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,112.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,23.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,127.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,65.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,31.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,22.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,71.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,74.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,61.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,165.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,12.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,160.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,27.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,166.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,169.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,182.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,30.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,49.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,66.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,35.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,25.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,175.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,109.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,125.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,10.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,13.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,72.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,98.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,187.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,47.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2014-11,afrinic,185.150.213.in-addr.arpa,150.213.in-addr.arpa,sign,,8
2014-11,afrinic,69.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2015-04,afrinic,2.95.80.in-addr.arpa,95.80.in-addr.arpa,sign,,8
2015-04,afrinic,1.95.80.in-addr.arpa,95.80.in-addr.arpa,sign,,8
2015-04,afrinic,3.95.80.in-addr.arpa,95.80.in-addr.arpa,sign,,8
2015-04,afrinic,0.95.80.in-addr.arpa,95.80.in-addr.arpa,sign,,8
2015-08,afrinic,2.9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,sign,,8
2015-08,afrinic,124.192.196.in-addr.arpa,192.196.in-addr.arpa,sign,,8
2015-10,afrinic,2.9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,unsign,8,
2015-10,afrinic,99.42.192.in-addr.arpa,42.192.in-addr.arpa,sign,,8
2015-10,afrinic,236.255.169.in-addr.arpa,255.169.in-addr.arpa,sign,,8
2015-10,afrinic,124.192.196.in-addr.arpa,192.196.in-addr.arpa,unsign,8,
2015-11,afrinic,231.146.in-addr.arpa,146.in-addr.arpa,sign,,8
2015-12,afrinic,2.9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,sign,,8
2015-12,afrinic,0.95.80.in-addr.arpa,95.80.in-addr.arpa,unsign,8,
2015-12,afrinic,124.192.196.in-addr.arpa,192.196.in-addr.arpa,sign,,8
2016-04,afrinic,6.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,2.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,28.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2016-04,afrinic,32.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,7.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,8.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,5.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,30.197.in-addr.arpa,197.in-addr.arpa,sign,,8
2016-04,afrinic,42.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,19.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,51.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,9.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,203.196.in-addr.arpa,196.in-addr.arpa,sign,,8
2016-04,afrinic,50.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,44.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-04,afrinic,1.95.193.in-addr.arpa,95.193.in-addr.arpa,sign,,8
2016-08,afrinic,171.150.213.in-addr.arpa,150.213.in-addr.arpa,unsign,8,
2016-08,afrinic,78.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2016-11,afrinic,71.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,190.78.41.in-addr.arpa,78.41.in-addr.arpa,sign,,8
2016-11,afrinic,73.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,188.78.41.in-addr.arpa,78.41.in-addr.arpa,sign,,8
2016-11,afrinic,66.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,69.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,189.78.41.in-addr.arpa,78.41.in-addr.arpa,sign,,8
2016-11,afrinic,68.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,0.9.a.f.f.0.c.2.ip6.arpa,9.a.f.f.0.c.2.ip6.arpa,sign,,8
2016-11,afrinic,74.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,65.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,191.78.41.in-addr.arpa,78.41.in-addr.arpa,sign,,8
2016-11,afrinic,72.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,64.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,67.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2016-11,afrinic,70.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,85.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,86.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,76.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,82.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,80.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,93.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,94.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,83.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,87.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,91.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,90.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,88.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,75.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,79.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,81.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,84.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,78.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-01,afrinic,77.157.197.in-addr.arpa,157.197.in-addr.arpa,sign,,8
2017-03,afrinic,208.235.105.in-addr.arpa,235.105.in-addr.arpa,sign,,7
2017-04,afrinic,0.b.a.f.f.0.c.2.ip6.arpa,b.a.f.f.0.c.2.ip6.arpa,sign,,8
2017-05,afrinic,161.216.196.in-addr.arpa,216.196.in-addr.arpa,sign,,8
2017-05,afrinic,189.11.196.in-addr.arpa,11.196.in-addr.arpa,sign,,8
2017-07,afrinic,191.90.165.in-addr.arpa,90.165.in-addr.arpa,sign,,7
2017-10,afrinic,124.160.164.in-addr.arpa,160.164.in-addr.arpa,sign,,7
2017-10,afrinic,127.160.164.in-addr.arpa,160.164.in-addr.arpa,sign,,7
2017-12,afrinic,124.160.in-addr.arpa,160.in-addr.arpa,unsign,8,
2018-01,afrinic,126.160.164.in-addr.arpa,160.164.in-addr.arpa,sign,,7
2018-02,afrinic,246.94.192.in-addr.arpa,94.192.in-addr.arpa,unsign,8,
2018-02,afrinic,26.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-02,afrinic,28.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-02,afrinic,29.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-02,afrinic,177.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-02,afrinic,27.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-02,afrinic,31.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-02,afrinic,30.96.192.in-addr.arpa,96.192.in-addr.arpa,unsign,8,
2018-05,afrinic,246.94.192.in-addr.arpa,94.192.in-addr.arpa,sign,,8
2018-05,afrinic,26.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-05,afrinic,28.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-05,afrinic,29.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-05,afrinic,177.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-05,afrinic,27.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-05,afrinic,31.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-05,afrinic,30.96.192.in-addr.arpa,96.192.in-addr.arpa,sign,,8
2018-06,afrinic,80.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2018-11,afrinic,253.159.169.in-addr.arpa,159.169.in-addr.arpa,sign,,7
2018-11,afrinic,251.159.169.in-addr.arpa,159.169.in-addr.arpa,sign,,7
2018-11,afrinic,247.159.169.in-addr.arpa,159.169.in-addr.arpa,sign,,7
