month,source,delegation,block,kind,from_alg,to_alg
2026-05,arin,0.0.4.0.1.0.0.2.ip6.arpa,0.4.0.1.0.0.2.ip6.arpa,sign,,14
2026-05,arin,218.209.206.in-addr.arpa,209.206.in-addr.arpa,sign,,13
2026-05,arin,55.55.198.in-addr.arpa,55.198.in-addr.arpa,sign,,8
2026-05,arin,133.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,141.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,165.86.45.in-addr.arpa,86.45.in-addr.arpa,rollover,7,13
2026-05,arin,0.0.b.0.4.f.2.0.6.2.ip6.arpa,0.b.0.4.f.2.0.6.2.ip6.arpa,sign,,13
2026-05,arin,144.97.138.in-addr.arpa,97.138.in-addr.arpa,sign,,8
2026-05,arin,166.86.45.in-addr.arpa,86.45.in-addr.arpa,rollover,7,13
2026-05,arin,180.255.138.in-addr.arpa,255.138.in-addr.arpa,sign,,13
2026-05,arin,139.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,181.255.138.in-addr.arpa,255.138.in-addr.arpa,sign,,13
2026-05,arin,55.63.74.in-addr.arpa,63.74.in-addr.arpa,sign,,13
2026-05,arin,162.190.45.in-addr.arpa,190.45.in-addr.arpa,unsign,13,
2026-05,arin,239.197.168.in-addr.arpa,197.168.in-addr.arpa,unsign,8,
2026-05,arin,112.80.170.in-addr.arpa,80.170.in-addr.arpa,sign,,8
2026-05,arin,100.84.170.in-addr.arpa,84.170.in-addr.arpa,sign,,13
2026-05,arin,210.112.192.in-addr.arpa,112.192.in-addr.arpa,sign,,13
2026-05,arin,0.0.2.f.9.f.2.0.6.2.ip6.arpa,0.2.f.9.f.2.0.6.2.ip6.arpa,unsign,8,
2026-05,arin,129.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,37.255.131.in-addr.arpa,255.131.in-addr.arpa,sign,,13
2026-05,arin,191.112.149.in-addr.arpa,112.149.in-addr.arpa,sign,,13
2026-05,arin,102.84.170.in-addr.arpa,84.170.in-addr.arpa,sign,,13
2026-05,arin,188.151.23.in-addr.arpa,151.23.in-addr.arpa,sign,,13
2026-05,arin,0.b.e.9.f.2.0.6.2.ip6.arpa,b.e.9.f.2.0.6.2.ip6.arpa,unsign,13,
2026-05,arin,55.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,163.190.45.in-addr.arpa,190.45.in-addr.arpa,unsign,13,
2026-05,arin,160.190.45.in-addr.arpa,190.45.in-addr.arpa,unsign,13,
2026-05,arin,0.2.3.2.4.0.6.2.ip6.arpa,2.3.2.4.0.6.2.ip6.arpa,sign,,13
2026-05,arin,131.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,167.86.45.in-addr.arpa,86.45.in-addr.arpa,rollover,7,13
2026-05,arin,173.205.168.in-addr.arpa,205.168.in-addr.arpa,unsign,8,
2026-05,arin,135.181.147.in-addr.arpa,181.147.in-addr.arpa,sign,,13
2026-05,arin,235.255.138.in-addr.arpa,255.138.in-addr.arpa,unsign,8,
2026-05,arin,54.63.74.in-addr.arpa,63.74.in-addr.arpa,sign,,13
2026-05,arin,172.201.128.in-addr.arpa,201.128.in-addr.arpa,unsign,8,
2026-05,arin,26.182.45.in-addr.arpa,182.45.in-addr.arpa,sign,,13
2026-05,arin,114.128.in-addr.arpa,128.in-addr.arpa,unsign,10,
2026-05,arin,137.227.168.in-addr.arpa,227.168.in-addr.arpa,sign,,13
2026-05,arin,17.4.45.in-addr.arpa,4.45.in-addr.arpa,sign,,13
2026-05,arin,232.255.138.in-addr.arpa,255.138.in-addr.arpa,unsign,8,
2026-05,arin,53.186.45.in-addr.arpa,186.45.in-addr.arpa,sign,,13
2026-05,arin,173.201.128.in-addr.arpa,201.128.in-addr.arpa,unsign,8,
2026-06,arin,204.38.69.in-addr.arpa,38.69.in-addr.arpa,sign,,14
2026-06,arin,25.208.143.in-addr.arpa,208.143.in-addr.arpa,unsign,8,
2026-06,arin,234.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,8
2026-06,arin,171.249.142.in-addr.arpa,249.142.in-addr.arpa,sign,,13
2026-06,arin,96.132.23.in-addr.arpa,132.23.in-addr.arpa,unsign,13,
2026-06,arin,38.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,168.249.142.in-addr.arpa,249.142.in-addr.arpa,sign,,13
2026-06,arin,219.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,105.204.206.in-addr.arpa,204.206.in-addr.arpa,sign,,13
2026-06,arin,0.0.0.a.7.6.0.0.0.2.6.2.ip6.arpa,0.0.a.7.6.0.0.0.2.6.2.ip6.arpa,rollover,7,13
2026-06,arin,83.83.170.in-addr.arpa,83.170.in-addr.arpa,sign,,13
2026-06,arin,192.248.142.in-addr.arpa,248.142.in-addr.arpa,sign,,13
2026-06,arin,34.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,195.97.138.in-addr.arpa,97.138.in-addr.arpa,unsign,8,
2026-06,arin,46.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,121.168.45.in-addr.arpa,168.45.in-addr.arpa,unsign,13,
2026-06,arin,140.190.45.in-addr.arpa,190.45.in-addr.arpa,unsign,8,
2026-06,arin,172.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,0.e.b.0.4.0.6.2.ip6.arpa,e.b.0.4.0.6.2.ip6.arpa,sign,,13
2026-06,arin,0.c.e.b.f.2.0.6.2.ip6.arpa,c.e.b.f.2.0.6.2.ip6.arpa,unsign,13,
2026-06,arin,123.168.45.in-addr.arpa,168.45.in-addr.arpa,unsign,13,
2026-06,arin,210.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,0.0.7.b.0.8.0.2.0.6.2.ip6.arpa,0.7.b.0.8.0.2.0.6.2.ip6.arpa,unsign,13,
2026-06,arin,196.84.170.in-addr.arpa,84.170.in-addr.arpa,sign,,8
2026-06,arin,194.97.138.in-addr.arpa,97.138.in-addr.arpa,unsign,8,
2026-06,arin,3.176.45.in-addr.arpa,176.45.in-addr.arpa,unsign,13,
2026-06,arin,26.249.167.in-addr.arpa,249.167.in-addr.arpa,unsign,13,
2026-06,arin,90.142.23.in-addr.arpa,142.23.in-addr.arpa,unsign,13,
2026-06,arin,104.204.206.in-addr.arpa,204.206.in-addr.arpa,sign,,13
2026-06,arin,130.178.45.in-addr.arpa,178.45.in-addr.arpa,sign,,13
2026-06,arin,27.249.167.in-addr.arpa,249.167.in-addr.arpa,unsign,13,
2026-06,arin,0.8.b.2.7.0.6.2.ip6.arpa,8.b.2.7.0.6.2.ip6.arpa,sign,,14
2026-06,arin,40.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,0.176.45.in-addr.arpa,176.45.in-addr.arpa,unsign,13,
2026-06,arin,145.227.168.in-addr.arpa,227.168.in-addr.arpa,sign,,13
2026-06,arin,43.158.45.in-addr.arpa,158.45.in-addr.arpa,sign,,13
2026-06,arin,21.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,13
2026-06,arin,122.168.45.in-addr.arpa,168.45.in-addr.arpa,unsign,13,
2026-06,arin,0.0.c.6.1.8.0.2.0.6.2.ip6.arpa,0.c.6.1.8.0.2.0.6.2.ip6.arpa,unsign,14,
2026-06,arin,89.142.23.in-addr.arpa,142.23.in-addr.arpa,unsign,13,
2026-06,arin,47.229.45.in-addr.arpa,229.45.in-addr.arpa,sign,,13
2026-06,arin,84.197.168.in-addr.arpa,197.168.in-addr.arpa,sign,,13
2026-06,arin,233.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,8
2026-06,arin,254.71.208.in-addr.arpa,71.208.in-addr.arpa,sign,,13
2026-06,arin,129.178.45.in-addr.arpa,178.45.in-addr.arpa,sign,,13
2026-06,arin,146.227.168.in-addr.arpa,227.168.in-addr.arpa,sign,,13
2026-06,arin,157.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-06,arin,107.182.45.in-addr.arpa,182.45.in-addr.arpa,unsign,7,
2026-06,arin,206.38.69.in-addr.arpa,38.69.in-addr.arpa,sign,,14
2026-06,arin,98.174.207.in-addr.arpa,174.207.in-addr.arpa,sign,,14
2026-06,arin,27.208.143.in-addr.arpa,208.143.in-addr.arpa,unsign,8,
2026-06,arin,37.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,205.38.69.in-addr.arpa,38.69.in-addr.arpa,sign,,14
2026-06,arin,170.249.142.in-addr.arpa,249.142.in-addr.arpa,sign,,13
2026-06,arin,24.249.167.in-addr.arpa,249.167.in-addr.arpa,unsign,13,
2026-06,arin,106.182.45.in-addr.arpa,182.45.in-addr.arpa,unsign,7,
2026-06,arin,147.227.168.in-addr.arpa,227.168.in-addr.arpa,sign,,13
2026-06,arin,47.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,1.176.45.in-addr.arpa,176.45.in-addr.arpa,unsign,13,
2026-06,arin,202.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,8
2026-06,arin,35.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,153.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,8.174.207.in-addr.arpa,174.207.in-addr.arpa,sign,,14
2026-06,arin,217.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,240.45.199.in-addr.arpa,45.199.in-addr.arpa,sign,,14
2026-06,arin,25.249.167.in-addr.arpa,249.167.in-addr.arpa,unsign,13,
2026-06,arin,0.0.2.c.3.f.2.0.6.2.ip6.arpa,0.2.c.3.f.2.0.6.2.ip6.arpa,sign,,13
2026-06,arin,223.195.168.in-addr.arpa,195.168.in-addr.arpa,sign,,13
2026-06,arin,169.249.142.in-addr.arpa,249.142.in-addr.arpa,sign,,13
2026-06,arin,207.151.in-addr.arpa,151.in-addr.arpa,rollover,7,13
2026-06,arin,212.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,221.195.168.in-addr.arpa,195.168.in-addr.arpa,sign,,13
2026-06,arin,23.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,13
2026-06,arin,193.248.142.in-addr.arpa,248.142.in-addr.arpa,sign,,13
2026-06,arin,232.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,8
2026-06,arin,54.90.208.in-addr.arpa,90.208.in-addr.arpa,sign,,13
2026-06,arin,203.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,8
2026-06,arin,45.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,230.230.45.in-addr.arpa,230.45.in-addr.arpa,sign,,8
2026-06,arin,81.83.170.in-addr.arpa,83.170.in-addr.arpa,sign,,13
2026-06,arin,0.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,0.0.d.8.9.f.2.0.6.2.ip6.arpa,0.d.8.9.f.2.0.6.2.ip6.arpa,sign,,13
2026-06,arin,151.144.204.in-addr.arpa,144.204.in-addr.arpa,sign,,14
2026-06,arin,0.b.f.a.f.2.0.6.2.ip6.arpa,b.f.a.f.2.0.6.2.ip6.arpa,unsign,13,
2026-06,arin,114.174.207.in-addr.arpa,174.207.in-addr.arpa,sign,,14
2026-06,arin,104.182.45.in-addr.arpa,182.45.in-addr.arpa,unsign,7,
2026-06,arin,199.84.170.in-addr.arpa,84.170.in-addr.arpa,sign,,8
2026-06,arin,132.78.170.in-addr.arpa,78.170.in-addr.arpa,sign,,13
2026-06,arin,22.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,13
2026-06,arin,44.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,23.174.207.in-addr.arpa,174.207.in-addr.arpa,sign,,14
2026-06,arin,141.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,13
2026-06,arin,140.238.160.in-addr.arpa,238.160.in-addr.arpa,unsign,13,
2026-06,arin,231.230.45.in-addr.arpa,230.45.in-addr.arpa,sign,,8
2026-06,arin,120.168.45.in-addr.arpa,168.45.in-addr.arpa,unsign,13,
2026-06,arin,136.249.167.in-addr.arpa,249.167.in-addr.arpa,sign,,13
2026-06,arin,112.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,158.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-06,arin,43.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,223.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,75.114.216.in-addr.arpa,114.216.in-addr.arpa,sign,,13
2026-06,arin,218.104.167.in-addr.arpa,104.167.in-addr.arpa,sign,,13
2026-06,arin,213.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,143.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,13
2026-06,arin,197.250.167.in-addr.arpa,250.167.in-addr.arpa,rollover,"8,13",8
2026-06,arin,175.201.128.in-addr.arpa,201.128.in-addr.arpa,unsign,8,
2026-06,arin,106.204.206.in-addr.arpa,204.206.in-addr.arpa,sign,,13
2026-06,arin,45.229.45.in-addr.arpa,229.45.in-addr.arpa,sign,,13
2026-06,arin,189.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,159.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-06,arin,120.44.137.in-addr.arpa,44.137.in-addr.arpa,sign,,13
2026-06,arin,222.195.168.in-addr.arpa,195.168.in-addr.arpa,sign,,13
2026-06,arin,132.123.163.in-addr.arpa,123.163.in-addr.arpa,unsign,13,
2026-06,arin,5.0.2.0.0.0.1.6.2.ip6.arpa,0.2.0.0.0.1.6.2.ip6.arpa,unsign,"7,8",
2026-06,arin,198.89.204.in-addr.arpa,89.204.in-addr.arpa,rollover,5,13
2026-06,arin,36.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,114.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,218.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,195.248.142.in-addr.arpa,248.142.in-addr.arpa,sign,,13
2026-06,arin,244.232.45.in-addr.arpa,232.45.in-addr.arpa,sign,,13
2026-06,arin,220.195.168.in-addr.arpa,195.168.in-addr.arpa,sign,,13
2026-06,arin,198.84.170.in-addr.arpa,84.170.in-addr.arpa,sign,,8
2026-06,arin,194.248.142.in-addr.arpa,248.142.in-addr.arpa,sign,,13
2026-06,arin,0.c.1.0.0.6.2.ip6.arpa,c.1.0.0.6.2.ip6.arpa,sign,,13
2026-06,arin,144.227.168.in-addr.arpa,227.168.in-addr.arpa,sign,,13
2026-06,arin,228.230.45.in-addr.arpa,230.45.in-addr.arpa,sign,,8
2026-06,arin,193.97.138.in-addr.arpa,97.138.in-addr.arpa,unsign,8,
2026-06,arin,69.197.206.in-addr.arpa,197.206.in-addr.arpa,rollover,5,13
2026-06,arin,245.232.45.in-addr.arpa,232.45.in-addr.arpa,sign,,13
2026-06,arin,39.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,237.133.198.in-addr.arpa,133.198.in-addr.arpa,sign,,13
2026-06,arin,197.84.170.in-addr.arpa,84.170.in-addr.arpa,sign,,8
2026-06,arin,128.178.45.in-addr.arpa,178.45.in-addr.arpa,sign,,13
2026-06,arin,82.83.170.in-addr.arpa,83.170.in-addr.arpa,sign,,13
2026-06,arin,131.178.45.in-addr.arpa,178.45.in-addr.arpa,sign,,13
2026-06,arin,117.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,201.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,8
2026-06,arin,107.204.206.in-addr.arpa,204.206.in-addr.arpa,sign,,13
2026-06,arin,80.83.170.in-addr.arpa,83.170.in-addr.arpa,sign,,13
2026-06,arin,246.232.45.in-addr.arpa,232.45.in-addr.arpa,sign,,13
2026-06,arin,166.45.199.in-addr.arpa,45.199.in-addr.arpa,sign,,14
2026-06,arin,207.38.69.in-addr.arpa,38.69.in-addr.arpa,sign,,14
2026-06,arin,192.97.138.in-addr.arpa,97.138.in-addr.arpa,unsign,8,
2026-06,arin,200.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,8
2026-06,arin,33.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,77.174.207.in-addr.arpa,174.207.in-addr.arpa,sign,,14
2026-06,arin,247.232.45.in-addr.arpa,232.45.in-addr.arpa,sign,,13
2026-06,arin,153.92.209.in-addr.arpa,92.209.in-addr.arpa,sign,,13
2026-06,arin,232.142.23.in-addr.arpa,142.23.in-addr.arpa,sign,,13
2026-06,arin,229.230.45.in-addr.arpa,230.45.in-addr.arpa,sign,,8
2026-06,arin,155.92.209.in-addr.arpa,92.209.in-addr.arpa,sign,,13
2026-06,arin,2.176.45.in-addr.arpa,176.45.in-addr.arpa,unsign,13,
2026-06,arin,0.0.b.9.0.1.0.0.2.6.2.ip6.arpa,0.b.9.0.1.0.0.2.6.2.ip6.arpa,unsign,5,
2026-06,arin,235.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,8
2026-06,arin,41.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,32.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,142.238.160.in-addr.arpa,238.160.in-addr.arpa,sign,,13
2026-06,arin,0.0.9.f.0.8.0.2.0.6.2.ip6.arpa,0.9.f.0.8.0.2.0.6.2.ip6.arpa,unsign,13,
2026-06,arin,156.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-06,arin,172.201.128.in-addr.arpa,201.128.in-addr.arpa,sign,,8
2026-06,arin,44.229.45.in-addr.arpa,229.45.in-addr.arpa,sign,,13
2026-06,arin,196.250.167.in-addr.arpa,250.167.in-addr.arpa,rollover,"8,13",8
2026-06,arin,0.2.0.a.f.2.0.6.2.ip6.arpa,2.0.a.f.2.0.6.2.ip6.arpa,sign,,13
2026-06,arin,38.168.206.in-addr.arpa,168.206.in-addr.arpa,sign,,14
2026-06,arin,208.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,24.171.23.in-addr.arpa,171.23.in-addr.arpa,sign,,13
2026-06,arin,88.142.23.in-addr.arpa,142.23.in-addr.arpa,unsign,13,
2026-06,arin,220.18.72.in-addr.arpa,18.72.in-addr.arpa,sign,,14
2026-06,arin,46.229.45.in-addr.arpa,229.45.in-addr.arpa,sign,,13
2026-06,arin,20.36.138.in-addr.arpa,36.138.in-addr.arpa,sign,,13
2026-06,arin,214.235.140.in-addr.arpa,235.140.in-addr.arpa,sign,,13
2026-06,arin,42.6.66.in-addr.arpa,6.66.in-addr.arpa,unsign,5,
2026-06,arin,173.201.128.in-addr.arpa,201.128.in-addr.arpa,sign,,8
2026-07,arin,100.5.45.in-addr.arpa,5.45.in-addr.arpa,sign,,13
2026-07,arin,248.168.199.in-addr.arpa,168.199.in-addr.arpa,sign,,13
2026-07,arin,25.208.143.in-addr.arpa,208.143.in-addr.arpa,sign,,8
2026-07,arin,10.208.143.in-addr.arpa,208.143.in-addr.arpa,unsign,13,
2026-07,arin,255.114.199.in-addr.arpa,114.199.in-addr.arpa,sign,,13
2026-07,arin,201.198.in-addr.arpa,198.in-addr.arpa,sign,,8
2026-07,arin,188.0.143.in-addr.arpa,0.143.in-addr.arpa,rollover,14,13
2026-07,arin,31.100.131.in-addr.arpa,100.131.in-addr.arpa,sign,,13
2026-07,arin,238.48.192.in-addr.arpa,48.192.in-addr.arpa,sign,,13
2026-07,arin,85.147.45.in-addr.arpa,147.45.in-addr.arpa,sign,,13
2026-07,arin,224.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,140.190.45.in-addr.arpa,190.45.in-addr.arpa,sign,,8
2026-07,arin,74.7.45.in-addr.arpa,7.45.in-addr.arpa,sign,,13
2026-07,arin,64.159.in-addr.arpa,159.in-addr.arpa,sign,,13
2026-07,arin,107.167.205.in-addr.arpa,167.205.in-addr.arpa,sign,,13
2026-07,arin,255.45.199.in-addr.arpa,45.199.in-addr.arpa,sign,,14
2026-07,arin,75.152.216.in-addr.arpa,152.216.in-addr.arpa,unsign,8,
2026-07,arin,101.5.45.in-addr.arpa,5.45.in-addr.arpa,sign,,13
2026-07,arin,95.85.66.in-addr.arpa,85.66.in-addr.arpa,sign,,13
2026-07,arin,8.6.3.f.7.0.6.2.ip6.arpa,6.3.f.7.0.6.2.ip6.arpa,sign,,13
2026-07,arin,172.132.in-addr.arpa,132.in-addr.arpa,sign,,13
2026-07,arin,28.100.131.in-addr.arpa,100.131.in-addr.arpa,sign,,13
2026-07,arin,250.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,249.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,47.229.45.in-addr.arpa,229.45.in-addr.arpa,unsign,13,
2026-07,arin,240.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,e.7.a.f.2.0.6.2.ip6.arpa,7.a.f.2.0.6.2.ip6.arpa,unsign,13,
2026-07,arin,182.162.45.in-addr.arpa,162.45.in-addr.arpa,sign,,13
2026-07,arin,30.100.131.in-addr.arpa,100.131.in-addr.arpa,sign,,13
2026-07,arin,216.84.192.in-addr.arpa,84.192.in-addr.arpa,sign,,13
2026-07,arin,211.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-07,arin,255.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,73.152.216.in-addr.arpa,152.216.in-addr.arpa,unsign,8,
2026-07,arin,0.0.0.2.5.3.0.0.0.2.6.2.ip6.arpa,0.0.2.5.3.0.0.0.2.6.2.ip6.arpa,sign,,13
2026-07,arin,157.173.45.in-addr.arpa,173.45.in-addr.arpa,sign,,13
2026-07,arin,57.228.45.in-addr.arpa,228.45.in-addr.arpa,sign,,13
2026-07,arin,50.5.192.in-addr.arpa,5.192.in-addr.arpa,unsign,8,
2026-07,arin,232.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,27.208.143.in-addr.arpa,208.143.in-addr.arpa,sign,,8
2026-07,arin,243.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,138.146.in-addr.arpa,146.in-addr.arpa,sign,,13
2026-07,arin,251.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,56.228.45.in-addr.arpa,228.45.in-addr.arpa,sign,,13
2026-07,arin,0.0.e.d.1.8.0.2.0.6.2.ip6.arpa,0.e.d.1.8.0.2.0.6.2.ip6.arpa,sign,,13
2026-07,arin,160.187.45.in-addr.arpa,187.45.in-addr.arpa,sign,,13
2026-07,arin,226.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,23.118.138.in-addr.arpa,118.138.in-addr.arpa,unsign,8,
2026-07,arin,253.114.199.in-addr.arpa,114.199.in-addr.arpa,sign,,13
2026-07,arin,198.197.206.in-addr.arpa,197.206.in-addr.arpa,sign,,13
2026-07,arin,159.173.45.in-addr.arpa,173.45.in-addr.arpa,sign,,13
2026-07,arin,207.94.184.in-addr.arpa,94.184.in-addr.arpa,sign,,13
2026-07,arin,29.154.198.in-addr.arpa,154.198.in-addr.arpa,sign,,13
2026-07,arin,239.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,209.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-07,arin,148.153.198.in-addr.arpa,153.198.in-addr.arpa,sign,,13
2026-07,arin,244.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,245.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,247.80.74.in-addr.arpa,80.74.in-addr.arpa,sign,,13
2026-07,arin,9.208.143.in-addr.arpa,208.143.in-addr.arpa,unsign,13,
2026-07,arin,0.0.1.7.1.8.0.2.0.6.2.ip6.arpa,0.1.7.1.8.0.2.0.6.2.ip6.arpa,unsign,13,
2026-07,arin,94.85.66.in-addr.arpa,85.66.in-addr.arpa,sign,,13
2026-07,arin,28.154.198.in-addr.arpa,154.198.in-addr.arpa,sign,,13
2026-07,arin,246.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,247.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,228.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,148.163.45.in-addr.arpa,163.45.in-addr.arpa,sign,,8
2026-07,arin,236.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,234.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,19.5.45.in-addr.arpa,5.45.in-addr.arpa,sign,,13
2026-07,arin,181.179.198.in-addr.arpa,179.198.in-addr.arpa,sign,,13
2026-07,arin,72.7.45.in-addr.arpa,7.45.in-addr.arpa,sign,,13
2026-07,arin,251.168.199.in-addr.arpa,168.199.in-addr.arpa,sign,,13
2026-07,arin,16.5.45.in-addr.arpa,5.45.in-addr.arpa,sign,,13
2026-07,arin,236.162.131.in-addr.arpa,162.131.in-addr.arpa,sign,,13
2026-07,arin,0.0.7.f.9.f.2.0.6.2.ip6.arpa,0.7.f.9.f.2.0.6.2.ip6.arpa,sign,,13
2026-07,arin,246.80.74.in-addr.arpa,80.74.in-addr.arpa,sign,,13
2026-07,arin,183.162.45.in-addr.arpa,162.45.in-addr.arpa,sign,,13
2026-07,arin,189.0.143.in-addr.arpa,0.143.in-addr.arpa,rollover,14,13
2026-07,arin,34.156.45.in-addr.arpa,156.45.in-addr.arpa,sign,,13
2026-07,arin,120.202.143.in-addr.arpa,202.143.in-addr.arpa,sign,,13
2026-07,arin,230.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,73.7.45.in-addr.arpa,7.45.in-addr.arpa,sign,,13
2026-07,arin,249.168.199.in-addr.arpa,168.199.in-addr.arpa,sign,,13
2026-07,arin,210.121.168.in-addr.arpa,121.168.in-addr.arpa,sign,,13
2026-07,arin,250.168.199.in-addr.arpa,168.199.in-addr.arpa,sign,,13
2026-07,arin,122.202.143.in-addr.arpa,202.143.in-addr.arpa,sign,,13
2026-07,arin,80.174.207.in-addr.arpa,174.207.in-addr.arpa,sign,,13
2026-07,arin,175.201.128.in-addr.arpa,201.128.in-addr.arpa,sign,,8
2026-07,arin,239.51.198.in-addr.arpa,51.198.in-addr.arpa,sign,,13
2026-07,arin,254.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,248.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,225.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,191.0.143.in-addr.arpa,0.143.in-addr.arpa,rollover,14,13
2026-07,arin,45.229.45.in-addr.arpa,229.45.in-addr.arpa,unsign,13,
2026-07,arin,229.159.169.in-addr.arpa,159.169.in-addr.arpa,rollover,7,"7,13"
2026-07,arin,116.154.23.in-addr.arpa,154.23.in-addr.arpa,sign,,13
2026-07,arin,195.94.184.in-addr.arpa,94.184.in-addr.arpa,sign,,13
